x,z,p,acqf,penalty,pacqf
[-2.75  1.25],[-5.1625257],[217.7493652],2.6083626773840665e-12,0.0,2.6083626773840665e-12
[-2.25  2.75],[-5.7884774],[284.69800244],2.484235125460756e-09,0.0,2.484235125460756e-09
[-1.75  0.25],[-3.750578],[252.87878403],4.5020510204308235e-17,0.0,4.5020510204308235e-17
[2.25 4.25],[-3.4304883],[278.19539838],4.731984064089402e-17,0.0,4.731984064089402e-17
[-1.25  0.75],[-3.7105665],[269.29813523],4.285297450167283e-17,0.0,4.285297450167283e-17
[ 3.25 -1.75],[1.3112729],[237.50160469],7.9239431711544e-11,0.0,7.9239431711544e-11
[-3.25 -0.75],[-4.2035933],[285.13464629],2.587586723685834e-16,0.0,2.587586723685834e-16
[-0.75 -0.25],[-2.6716115],[270.97413882],1.0143947365007048e-15,0.0,1.0143947365007048e-15
[ 3.75 -3.75],[3.0161905],[233.12135768],3.462191206361737e-11,0.0,3.462191206361737e-11
[ 1.75 -2.75],[0.85825783],[237.04479577],1.1124218667328505e-10,0.0,1.1124218667328505e-10
[-3.75  4.75],[-8.23938],[219.0827753],0.006360621222439327,0.0,0.006360621222439327
[ 1.25 -3.25],[0.8182466],[219.58232828],1.1268913237553963e-10,0.0,1.1268913237553963e-10
[-4.75 -1.25],[-4.9895897],[277.87498391],3.702503755955999e-13,0.0,3.702503755955999e-13
[ 4.25 -4.75],[4.0551457],[221.96187215],3.8619495225696904e-08,0.0,3.8619495225696904e-08
[0.25 3.75],[-4.589477],[283.20747491],5.603005027586663e-15,0.0,5.603005027586663e-15
[ 0.75 -4.25],[1.1112168],[280.27161478],9.592807957104785e-11,0.0,9.592807957104785e-11
[-4.25 -2.25],[-3.9506345],[232.23492002],7.436089302929588e-17,0.0,7.436089302929588e-17
[-0.25  1.75],[-3.6305442],[232.66657194],4.07980330511255e-17,0.0,4.07980330511255e-17
[2.75 2.25],[-1.7255701],[271.45756498],2.230225982203622e-13,0.0,2.230225982203622e-13
[4.75 3.25],[-0.8995631],[259.72023788],8.284206638662297e-12,0.0,8.284206638662297e-12
[ 3.55051017 -3.57618833],[2.7516222],[253.91011047],2.0161682190332317e-11,0.0,2.0161682190332317e-11
[ 3.50768709 -3.61918163],[2.7483087],[255.48077393],2.008838254956006e-11,0.0,2.008838254956006e-11
[ 3.72273016 -3.4032836 ],[2.7649474],[252.22125244],2.0473013205899574e-11,0.0,2.0473013205899574e-11
[ 4.08982515 -3.96406078],[3.4122515],[248.53797913],2.2061186885304042e-10,0.0,2.2061186885304042e-10
[ 4.05616093 -3.99928498],[3.4105966],[281.0819397],2.1833988626004347e-10,0.0,2.1833988626004347e-10
[ 4.09462976 -3.95903349],[3.4124877],[261.84579468],2.2095037270630826e-10,0.0,2.2095037270630826e-10
[ 4.53991079 -4.29396963],[3.9677157],[232.1178894],1.76359229485267e-08,0.0,1.76359229485267e-08
[ 4.57028246 -4.26124573],[3.9685798],[218.12120056],1.7772478441048334e-08,0.0,1.7772478441048334e-08
[ 4.4641223  -4.37562799],[3.96556],[233.48590088],1.7301556668697816e-08,0.0,1.7301556668697816e-08
[ 4.99533129 -4.63193226],[4.532523],[241.20405579],2.4738240324508547e-06,-0.07320404,-0.07320404052734375
[ 4.96233463 -4.66839218],[4.5321894],[240.85028076],2.4672201473486407e-06,-0.07071495,-0.07071495056152344
[ 4.75575447 -4.89665556],[4.530098],[267.93295288],2.42551557065659e-06,-0.05511284,-0.05511283874511719
[ 4.99233627 -4.60512543],[4.512437],[287.04928589],2.099837807440105e-06,0.0,2.099837807440105e-06
[ 4.93879795 -4.66509676],[4.512437],[258.95968628],2.0998664339612385e-06,0.0,2.0998664339612385e-06
[ 4.94112301 -4.66249275],[4.512437],[252.2286377],2.099837807440105e-06,0.0,2.099837807440105e-06
