x,z,p,acqf,penalty,pacqf
[-2.75  1.25],[-6.0420914],[217.7493652],5.576423475860378e-35,0.0,5.576423475860378e-35
[-2.25  2.75],[-6.7046623],[284.69800244],6.313371213590277e-32,0.0,6.313371213590277e-32
[-1.75  0.25],[-4.6285686],[252.87878403],2.1392089980009373e-42,0.0,2.1392089980009373e-42
[2.25 4.25],[-4.451805],[278.19539838],2.1578329696404016e-43,0.0,2.1578329696404016e-43
[-1.25  0.75],[-4.606473],[269.29813523],1.6036342387092277e-42,0.0,1.6036342387092277e-42
[ 3.25 -1.75],[0.3850479],[237.50160469],1.3546202801608446e-59,0.0,1.3546202801608446e-59
[-3.25 -0.75],[-5.037188],[285.13464629],3.8321958030986566e-40,0.0,3.8321958030986566e-40
[-0.75 -0.25],[-3.5573785],[270.97413882],1.6283729791250112e-48,0.0,1.6283729791250112e-48
[ 3.75 -3.75],[2.1188087],[233.12135768],6.321590214867899e-52,0.0,6.321590214867899e-52
[ 1.75 -2.75],[-0.02357122],[237.04479577],2.967464958508714e-60,0.0,2.967464958508714e-60
[-3.75  4.75],[-9.16728],[219.0827753],5.149364808272161e-23,0.0,5.149364808272161e-23
[ 1.25 -3.25],[-0.04566664],[219.58232828],2.809722165489389e-60,0.0,2.809722165489389e-60
[-4.75 -1.25],[-5.7881403],[277.87498391],3.1549787267409484e-36,0.0,3.1549787267409484e-36
[ 4.25 -4.75],[3.167903],[221.96187215],4.2487610616165854e-45,0.0,4.2487610616165854e-45
[0.25 3.75],[-5.5671864],[283.20747491],2.4072807476475132e-37,0.0,2.4072807476475132e-37
[ 0.75 -4.25],[0.27457094],[280.27161478],7.985158961733686e-60,0.0,7.985158961733686e-60
[-4.25 -2.25],[-4.7390456],[232.23492002],8.815340731834384e-42,0.0,8.815340731834384e-42
[-0.25  1.75],[-4.5622826],[232.66657194],9.052591990643648e-43,0.0,9.052591990643648e-43
[2.75 2.25],[-2.7180448],[271.45756498],3.760650052803993e-53,0.0,3.760650052803993e-53
[4.75 3.25],[-1.9449972],[259.72023788],8.179882041737046e-57,0.0,8.179882041737046e-57
[ 3.55051017 -3.57618833],[1.8544061],[253.91011047],1.7337614423181662e-53,0.0,1.7337614423181662e-53
[ 3.50768709 -3.61918163],[1.8526301],[255.48077393],1.6871958625555238e-53,0.0,1.6871958625555238e-53
[ 3.72273016 -3.4032836 ],[1.8615477],[252.22125244],1.9028979550402308e-53,0.0,1.9028979550402308e-53
[ 4.08982515 -3.96406078],[2.5130525],[248.53797913],1.9092151143045098e-49,0.0,1.9092151143045098e-49
[ 4.05616093 -3.99928498],[2.5126328],[281.0819397],1.8967415615278315e-49,0.0,1.8967415615278315e-49
[ 4.09462976 -3.95903349],[2.5131125],[261.84579468],1.9090354658419012e-49,0.0,1.9090354658419012e-49
[ 4.53991079 -4.29396963],[3.066978],[232.1178894],8.895166037736109e-46,0.0,8.895166037736109e-46
[ 4.57028246 -4.26124573],[3.0667098],[218.12120056],8.8173304714415e-46,0.0,8.8173304714415e-46
[ 4.4641223  -4.37562799],[3.067648],[233.48590088],8.990506977306918e-46,0.0,8.990506977306918e-46
[ 4.99533129 -4.63193226],[3.630306],[241.20405579],5.461237604665047e-42,0.0,5.461237604665047e-42
[ 4.96233463 -4.66839218],[3.631219],[240.85028076],5.5371963079628456e-42,0.0,5.5371963079628456e-42
[ 4.75575447 -4.89665556],[3.6369357],[267.93295288],6.05457753684933e-42,0.0,6.05457753684933e-42
[ 4.99233627 -4.60512543],[3.6097693],[287.04928589],3.973207380447469e-42,0.0,3.973207380447469e-42
[ 4.93879795 -4.66509676],[3.6118078],[258.95968628],4.09189205413759e-42,0.0,4.09189205413759e-42
[ 4.94112301 -4.66249275],[3.6117196],[252.2286377],4.0969141519103995e-42,0.0,4.0969141519103995e-42
[ 4.99670029 -4.59170198],[3.6037595],[263.24447632],3.616097107752104e-42,0.0,3.616097107752104e-42
[ 4.97902966 -4.6116786 ],[3.6045575],[281.12039185],3.672072369987579e-42,0.0,3.672072369987579e-42
[ 4.88655281 -4.71622515],[3.6087346],[217.04669189],3.9149093805943344e-42,0.0,3.9149093805943344e-42
[-1.59563947  1.24703979],[-5.198701],[248.09454346],2.829494895601016e-39,0.0,2.829494895601016e-39
[-1.39642191  1.47142911],[-5.207132],[271.03662109],3.143700420975938e-39,0.0,3.143700420975938e-39
[-2.14332986  0.63014692],[-5.1755238],[218.97264099],2.1319571901534275e-39,0.0,2.1319571901534275e-39
[-1.91275692  1.42819834],[-5.5538673],[224.24758911],2.054878908634435e-37,0.0,2.054878908634435e-37
[-1.94826555  1.38721561],[-5.551689],[230.98794556],2.0078032617065695e-37,0.0,2.0078032617065695e-37
[-0.94040453  2.55045271],[-5.613531],[273.90060425],4.148608547380798e-37,0.0,4.148608547380798e-37
[-2.13030672  1.72152019],[-5.9132576],[246.9072876],1.315703245683028e-35,0.0,1.315703245683028e-35
[-2.51435661  1.28670871],[-5.8954744],[282.79208374],1.0753987296551094e-35,0.0,1.0753987296551094e-35
