,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-2.0115989],"[-3.648635126503, -6.195424506284]",-214.412745,penalty,-4.451130
1,[-1.9761549],"[-3.625414610647, -6.168646135174]",-209.412856,penalty,-4.451130
2,[-1.9407110],"[-3.602194094792, -6.141867764064]",-204.412967,penalty,-4.451130
3,[-1.9052671],"[-3.578973578937, -6.115089392955]",-199.413079,penalty,-4.451130
4,[-1.8698231],"[-3.555753063082, -6.088311021845]",-194.413190,penalty,-4.451130
5,[-1.8343792],"[-3.532532547226, -6.061532650735]",-189.413301,penalty,-4.451130
6,[-1.7989352],"[-3.509312031371, -6.034754279626]",-184.413413,penalty,-4.451130
7,[-1.7634913],"[-3.486091515516, -6.007975908516]",-179.413524,penalty,-4.451130
8,[-1.7280473],"[-3.462870999661, -5.981197537407]",-174.413636,penalty,-4.451129
9,[-1.6926034],"[-3.439650483805, -5.954419166297]",-169.413748,penalty,-4.451129
10,[-1.6571594],"[-3.416429967950, -5.927640795187]",-164.413860,penalty,-4.451128
11,[-1.6217155],"[-3.393209452095, -5.900862424078]",-159.413972,penalty,-4.451127
12,[-1.5862715],"[-3.369988936240, -5.874084052968]",-154.414085,penalty,-4.451125
13,[-1.5508276],"[-3.346768420384, -5.847305681858]",-149.414199,penalty,-4.451123
14,[-1.5153836],"[-3.323547904529, -5.820527310749]",-144.414314,penalty,-4.451119
15,[-1.4799397],"[-3.300327388674, -5.793748939639]",-139.414431,penalty,-4.451113
16,[-1.4444957],"[-3.277106872819, -5.766970568529]",-134.414551,penalty,-4.451105
17,[-1.4090518],"[-3.253886356963, -5.740192197420]",-129.414674,penalty,-4.451093
18,[-1.3736078],"[-3.230665841108, -5.713413826310]",-124.414804,penalty,-4.451075
19,[-1.3381639],"[-3.207445325253, -5.686635455200]",-119.414942,penalty,-4.451048
20,[-1.3027199],"[-3.184224809398, -5.659857084091]",-114.415093,penalty,-4.451008
21,[-1.2672760],"[-3.161004293542, -5.633078712981]",-109.415262,penalty,-4.450950
22,[-1.2318320],"[-3.137783777687, -5.606300341871]",-104.415459,penalty,-4.450865
