,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-2.7685475],"[-3.514986648108, -6.137596495086]",-113.759636,penalty,-0.617461
1,[-2.7331036],"[-3.498067172083, -6.106451594269]",-110.645139,penalty,-0.617461
2,[-2.6976596],"[-3.481147696057, -6.075306693452]",-107.530641,penalty,-0.617461
3,[-2.6622157],"[-3.464228220031, -6.044161792635]",-104.416138,penalty,-0.617461
4,[-2.6267717],"[-3.447308744006, -6.013016891819]",-101.301630,penalty,-0.617461
5,[-2.5913278],"[-3.430389267980, -5.981871991002]",-98.187113,penalty,-0.617461
6,[-2.5558838],"[-3.413469791954, -5.950727090185]",-95.072586,penalty,-0.617461
7,[-2.5204399],"[-3.396550315928, -5.919582189368]",-91.958043,penalty,-0.617461
8,[-2.4849959],"[-3.379630839903, -5.888437288552]",-88.843477,penalty,-0.617461
9,[-2.4495520],"[-3.362711363877, -5.857292387735]",-85.728879,penalty,-0.617461
10,[-2.4141080],"[-3.345791887851, -5.826147486918]",-82.614235,penalty,-0.617461
11,[-2.3786641],"[-3.328872411826, -5.795002586101]",-79.499528,penalty,-0.617461
12,[-2.3432201],"[-3.311952935800, -5.763857685284]",-76.384730,penalty,-0.617461
13,[-2.3077762],"[-3.295033459774, -5.732712784468]",-73.269806,penalty,-0.617461
14,[-2.2723322],"[-3.278113983749, -5.701567883651]",-70.154705,penalty,-0.617461
15,[-2.2368883],"[-3.261194507723, -5.670422982834]",-67.039358,penalty,-0.617461
16,[-2.2014443],"[-3.244275031697, -5.639278082017]",-63.923669,penalty,-0.617461
17,[-2.1660004],"[-3.227355555672, -5.608133181201]",-60.807508,penalty,-0.617461
18,[-2.1305564],"[-3.210436079646, -5.576988280384]",-57.690698,penalty,-0.617461
19,[-2.0951125],"[-3.193516603620, -5.545843379567]",-54.572999,penalty,-0.617461
20,[-2.0596686],"[-3.176597127594, -5.514698478750]",-51.454096,penalty,-0.617461
21,[-2.0242246],"[-3.159677651569, -5.483553577934]",-48.333571,penalty,-0.617461
22,[-1.9887807],"[-3.142758175543, -5.452408677117]",-45.210884,penalty,-0.617461
23,[-1.9533367],"[-3.125838699517, -5.421263776300]",-42.085346,penalty,-0.617461
