,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-8.2855935],"[-7.419201899256, -3.587005384343]",-653.157154,penalty,-15.825704
1,[-8.2501496],"[-7.399744384433, -3.557379742869]",-648.248827,penalty,-15.825715
2,[-8.2147056],"[-7.380286869610, -3.527754101395]",-643.340500,penalty,-15.825726
3,[-8.1792617],"[-7.360829354786, -3.498128459920]",-638.432173,penalty,-15.825737
4,[-8.1438177],"[-7.341371839963, -3.468502818446]",-633.523847,penalty,-15.825748
5,[-8.1083738],"[-7.321914325139, -3.438877176972]",-628.615520,penalty,-15.825759
6,[-8.0729298],"[-7.302456810316, -3.409251535498]",-623.707193,penalty,-15.825770
7,[-8.0374859],"[-7.282999295492, -3.379625894023]",-618.798867,penalty,-15.825781
8,[-8.0020419],"[-7.263541780669, -3.350000252549]",-613.890540,penalty,-15.825792
9,[-7.9665980],"[-7.244084265845, -3.320374611075]",-608.982214,penalty,-15.825803
10,[-7.9311540],"[-7.224626751022, -3.290748969600]",-604.073887,penalty,-15.825814
11,[-7.8957101],"[-7.205169236198, -3.261123328126]",-599.165561,penalty,-15.825825
12,[-7.8602661],"[-7.185711721375, -3.231497686652]",-594.257234,penalty,-15.825836
13,[-7.8248222],"[-7.166254206551, -3.201872045177]",-589.348908,penalty,-15.825846
14,[-7.7893782],"[-7.146796691728, -3.172246403703]",-584.440582,penalty,-15.825857
15,[-7.7539343],"[-7.127339176905, -3.142620762229]",-579.532256,penalty,-15.825867
16,[-7.7184903],"[-7.107881662081, -3.112995120754]",-574.623929,penalty,-15.825878
17,[-7.6830464],"[-7.088424147258, -3.083369479280]",-569.715603,penalty,-15.825888
18,[-7.6476024],"[-7.068966632434, -3.053743837806]",-564.807277,penalty,-15.825899
19,[-7.6121585],"[-7.049509117611, -3.024118196331]",-559.898951,penalty,-15.825909
20,[-7.5767145],"[-7.030051602787, -2.994492554857]",-554.990625,penalty,-15.825920
21,[-7.5412706],"[-7.010594087964, -2.964866913383]",-550.082299,penalty,-15.825930
22,[-7.5058266],"[-6.991136573140, -2.935241271909]",-545.173973,penalty,-15.825940
23,[-7.4703827],"[-6.971679058317, -2.905615630434]",-540.265648,penalty,-15.825950
24,[-7.4349387],"[-6.952221543493, -2.875989988960]",-535.357322,penalty,-15.825961
25,[-7.3994948],"[-6.932764028670, -2.846364347486]",-530.448996,penalty,-15.825971
26,[-7.3640508],"[-6.913306513846, -2.816738706011]",-525.540670,penalty,-15.825981
27,[-7.3286069],"[-6.893848999023, -2.787113064537]",-520.632345,penalty,-15.825991
28,[-7.2931629],"[-6.874391484200, -2.757487423063]",-515.724019,penalty,-15.826001
29,[-7.2577190],"[-6.854933969376, -2.727861781588]",-510.815693,penalty,-15.826011
30,[-7.2222750],"[-6.835476454553, -2.698236140114]",-505.907368,penalty,-15.826021
31,[-7.1868311],"[-6.816018939729, -2.668610498640]",-500.999043,penalty,-15.826030
32,[-7.1513871],"[-6.796561424906, -2.638984857165]",-496.090717,penalty,-15.826040
33,[-7.1159432],"[-6.777103910082, -2.609359215691]",-491.182392,penalty,-15.826050
34,[-7.0804993],"[-6.757646395259, -2.579733574217]",-486.274066,penalty,-15.826060
35,[-7.0450553],"[-6.738188880435, -2.550107932742]",-481.365741,penalty,-15.826069
