,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-2.3064518],"[-3.311499872336, -6.379858020248]",-137.985802,penalty,0.123688
1,[-2.2710079],"[-3.301090272145, -6.345977144525]",-134.597714,penalty,0.123688
2,[-2.2355639],"[-3.290680671953, -6.312096268803]",-131.209627,penalty,0.123688
3,[-2.2001200],"[-3.280271071762, -6.278215393080]",-127.821539,penalty,0.123688
4,[-2.1646760],"[-3.269861471571, -6.244334517358]",-124.433452,penalty,0.123688
5,[-2.1292321],"[-3.259451871380, -6.210453641635]",-121.045364,penalty,0.123688
6,[-2.0937881],"[-3.249042271188, -6.176572765912]",-117.657277,penalty,0.123688
7,[-2.0583442],"[-3.238632670997, -6.142691890190]",-114.269189,penalty,0.123688
8,[-2.0229002],"[-3.228223070806, -6.108811014467]",-110.881101,penalty,0.123688
9,[-1.9874563],"[-3.217813470615, -6.074930138745]",-107.493014,penalty,0.123688
10,[-1.9520123],"[-3.207403870423, -6.041049263022]",-104.104926,penalty,0.123688
11,[-1.9165684],"[-3.196994270232, -6.007168387300]",-100.716839,penalty,0.123688
12,[-1.8811244],"[-3.186584670041, -5.973287511577]",-97.328751,penalty,0.123688
13,[-1.8456805],"[-3.176175069850, -5.939406635854]",-93.940664,penalty,0.123688
14,[-1.8102365],"[-3.165765469658, -5.905525760132]",-90.552576,penalty,0.123688
15,[-1.7747926],"[-3.155355869467, -5.871644884409]",-87.164488,penalty,0.123688
16,[-1.7393486],"[-3.144946269276, -5.837764008687]",-83.776401,penalty,0.123688
17,[-1.7039047],"[-3.134536669085, -5.803883132964]",-80.388313,penalty,0.123688
18,[-1.6684607],"[-3.124127068893, -5.770002257242]",-77.000226,penalty,0.123688
19,[-1.6330168],"[-3.113717468702, -5.736121381519]",-73.612138,penalty,0.123688
20,[-1.5975729],"[-3.103307868511, -5.702240505796]",-70.224051,penalty,0.123688
21,[-1.5621289],"[-3.092898268320, -5.668359630074]",-66.835963,penalty,0.123688
22,[-1.5266850],"[-3.082488668129, -5.634478754351]",-63.447875,penalty,0.123688
23,[-1.4912410],"[-3.072079067937, -5.600597878629]",-60.059788,penalty,0.123688
24,[-1.4557971],"[-3.061669467746, -5.566717002906]",-56.671700,penalty,0.123688
25,[-1.4203531],"[-3.051259867555, -5.532836127184]",-53.283613,penalty,0.123688
26,[-1.3849092],"[-3.040850267364, -5.498955251461]",-49.895525,penalty,0.123688
27,[-1.3494652],"[-3.030440667172, -5.465074375738]",-46.507438,penalty,0.123688
28,[-1.3140213],"[-3.020031066981, -5.431193500016]",-43.119350,penalty,0.123688
29,[-1.2785773],"[-3.009621466790, -5.397312624293]",-39.731262,penalty,0.123688
30,[-1.2431334],"[-2.999211866599, -5.363431748571]",-36.343175,penalty,0.123688
31,[-1.2076894],"[-2.988802266407, -5.329550872848]",-32.955087,penalty,0.123688
32,[-1.1722455],"[-2.978392666216, -5.295669997126]",-29.567000,penalty,0.123688
33,[-1.1368015],"[-2.967983066025, -5.261789121403]",-26.178912,penalty,0.123688
34,[-1.1013576],"[-2.957573465834, -5.227908245680]",-22.790825,penalty,0.123688
35,[-1.0659136],"[-2.947163865642, -5.194027369958]",-19.402737,penalty,0.123688
36,[-1.0304697],"[-2.936754265451, -5.160146494235]",-16.014649,penalty,0.123688
37,[-0.9950257],"[-2.926344665260, -5.126265618513]",-12.626562,penalty,0.123688
38,[-0.9595818],"[-2.915935065069, -5.092384742790]",-9.238474,penalty,0.123688
39,[-0.9241378],"[-2.905525464877, -5.058503867068]",-5.850387,penalty,0.123688
40,[-0.8886939],"[-2.895115864686, -5.024622991345]",-2.462299,penalty,0.123688
41,[-0.8532499],"[-2.884706264495, -4.990742115622]",0.000000,no penalty,0.123688
42,[-0.8178060],"[-2.874296664304, -4.956861239900]",0.000000,no penalty,0.123688
43,[-0.7823620],"[-2.863887064112, -4.922980364177]",0.000000,no penalty,0.123688
44,[-0.7469181],"[-2.853477463921, -4.889099488455]",0.000000,no penalty,0.123688
45,[-0.7114741],"[-2.843067863730, -4.855218612732]",0.000000,no penalty,0.123688
46,[-0.6760302],"[-2.832658263539, -4.821337737010]",0.000000,no penalty,0.123688
47,[-0.6405862],"[-2.822248663347, -4.787456861287]",0.000000,no penalty,0.123688
48,[-0.6051423],"[-2.811839063156, -4.753575985564]",0.000000,no penalty,0.123688
49,[-0.5696983],"[-2.801429462965, -4.719695109842]",0.000000,no penalty,0.123688
50,[-0.5342544],"[-2.791019862774, -4.685814234119]",0.000000,no penalty,0.123688
51,[-0.4988104],"[-2.780610262582, -4.651933358397]",0.000000,no penalty,0.123688
52,[-0.4633665],"[-2.770200662391, -4.618052482674]",0.000000,no penalty,0.123688
53,[-0.4279225],"[-2.759791062200, -4.584171606952]",0.000000,no penalty,0.123688
54,[-0.3924786],"[-2.749381462009, -4.550290731229]",0.000000,no penalty,0.123688
55,[-0.3570346],"[-2.738971861817, -4.516409855506]",0.000000,no penalty,0.123688
56,[-0.3215907],"[-2.728562261626, -4.482528979784]",0.000000,no penalty,0.123688
57,[-0.2861467],"[-2.718152661435, -4.448648104061]",0.000000,no penalty,0.123688
58,[-0.2507028],"[-2.707743061244, -4.414767228339]",0.000000,no penalty,0.123688
59,[-0.2152588],"[-2.697333461052, -4.380886352616]",0.000000,no penalty,0.123688
60,[-0.1798149],"[-2.686923860861, -4.347005476894]",0.000000,no penalty,0.123688
61,[-0.1443709],"[-2.676514260670, -4.313124601171]",0.000000,no penalty,0.123688
62,[-0.1089270],"[-2.666104660479, -4.279243725448]",0.000000,no penalty,0.123688
63,[-0.0734830],"[-2.655695060287, -4.245362849726]",0.000000,no penalty,0.123688
64,[-0.0380391],"[-2.645285460096, -4.211481974003]",0.000000,no penalty,0.123688
65,[-0.0025951],"[-2.634875859905, -4.177601098281]",0.000000,no penalty,0.123688
66,[0.0328488],"[-2.624466259714, -4.143720222558]",0.000000,no penalty,0.123688
67,[0.0682927],"[-2.614056659523, -4.109839346836]",0.000000,no penalty,0.123688
68,[0.1037367],"[-2.603647059331, -4.075958471113]",0.000000,no penalty,0.123688
69,[0.1391806],"[-2.593237459140, -4.042077595390]",0.000000,no penalty,0.123688
70,[0.1746246],"[-2.582827858949, -4.008196719668]",0.000000,no penalty,0.123688
71,[0.2100685],"[-2.572418258758, -3.974315843945]",0.000000,no penalty,0.123688
72,[0.2455125],"[-2.562008658566, -3.940434968223]",0.000000,no penalty,0.123688
73,[0.2809564],"[-2.551599058375, -3.906554092500]",0.000000,no penalty,0.123688
74,[0.3164004],"[-2.541189458184, -3.872673216778]",0.000000,no penalty,0.123688
75,[0.3518443],"[-2.530779857993, -3.838792341055]",0.000000,no penalty,0.123688
76,[0.3872883],"[-2.520370257801, -3.804911465332]",0.000000,no penalty,0.123688
77,[0.4227322],"[-2.509960657610, -3.771030589610]",0.000000,no penalty,0.123688
78,[0.4581762],"[-2.499551057419, -3.737149713887]",0.000000,no penalty,0.123688
79,[0.4936201],"[-2.489141457228, -3.703268838165]",0.000000,no penalty,0.123688
80,[0.5290641],"[-2.478731857036, -3.669387962442]",0.000000,no penalty,0.123688
81,[0.5645080],"[-2.468322256845, -3.635507086720]",0.000000,no penalty,0.123688
82,[0.5999520],"[-2.457912656654, -3.601626210997]",0.000000,no penalty,0.123688
83,[0.6353959],"[-2.447503056463, -3.567745335274]",0.000000,no penalty,0.123688
84,[0.6708399],"[-2.437093456271, -3.533864459552]",0.000000,no penalty,0.123688
85,[0.7062838],"[-2.426683856080, -3.499983583829]",0.000000,no penalty,0.123688
86,[0.7417278],"[-2.416274255889, -3.466102708107]",0.000000,no penalty,0.123688
87,[0.7771717],"[-2.405864655698, -3.432221832384]",0.000000,no penalty,0.123688
88,[0.8126157],"[-2.395455055506, -3.398340956662]",0.000000,no penalty,0.123688
89,[0.8480596],"[-2.385045455315, -3.364460080939]",0.000000,no penalty,0.123688
90,[0.8835036],"[-2.374635855124, -3.330579205216]",0.000000,no penalty,0.123688
91,[0.9189475],"[-2.364226254933, -3.296698329494]",0.000000,no penalty,0.123688
92,[0.9543915],"[-2.353816654741, -3.262817453771]",0.000000,no penalty,0.123688
93,[0.9898354],"[-2.343407054550, -3.228936578049]",0.000000,no penalty,0.123688
94,[1.0252794],"[-2.332997454359, -3.195055702326]",0.000000,no penalty,0.123688
95,[1.0607233],"[-2.322587854168, -3.161174826604]",0.000000,no penalty,0.123688
96,[1.0961673],"[-2.312178253976, -3.127293950881]",0.000000,no penalty,0.123688
97,[1.1316112],"[-2.301768653785, -3.093413075158]",0.000000,no penalty,0.123688
98,[1.1670552],"[-2.291359053594, -3.059532199436]",0.000000,no penalty,0.123688
99,[1.2024991],"[-2.280949453403, -3.025651323713]",0.000000,no penalty,0.123688
100,[1.2379431],"[-2.270539853211, -2.991770447991]",0.000000,no penalty,0.123688
101,[1.2733870],"[-2.260130253020, -2.957889572268]",0.000000,no penalty,0.123688
102,[1.3088310],"[-2.249720652829, -2.924008696546]",0.000000,no penalty,0.123688
103,[1.3442749],"[-2.239311052638, -2.890127820823]",0.000000,no penalty,0.123688
104,[1.3797189],"[-2.228901452446, -2.856246945100]",0.000000,no penalty,0.123688
105,[1.4151628],"[-2.218491852255, -2.822366069378]",0.000000,no penalty,0.123688
106,[1.4506068],"[-2.208082252064, -2.788485193655]",0.000000,no penalty,0.123688
107,[1.4860507],"[-2.197672651873, -2.754604317933]",0.000000,no penalty,0.123688
108,[1.5214947],"[-2.187263051682, -2.720723442210]",-1.393122,penalty,0.123688
109,[1.5569386],"[-2.176853451490, -2.686842566488]",-4.781210,penalty,0.123688
110,[1.5923826],"[-2.166443851299, -2.652961690765]",-8.169298,penalty,0.123688
111,[1.6278265],"[-2.156034251108, -2.619080815042]",-11.557385,penalty,0.123688
112,[1.6632705],"[-2.145624650917, -2.585199939320]",-14.945473,penalty,0.123688
113,[1.6987144],"[-2.135215050725, -2.551319063597]",-18.333560,penalty,0.123688
114,[1.7341583],"[-2.124805450534, -2.517438187875]",-21.721648,penalty,0.123688
115,[1.7696023],"[-2.114395850343, -2.483557312152]",-25.109735,penalty,0.123688
116,[1.8050462],"[-2.103986250152, -2.449676436430]",-28.497823,penalty,0.123688
117,[1.8404902],"[-2.093576649960, -2.415795560707]",-31.885911,penalty,0.123688
118,[1.8759341],"[-2.083167049769, -2.381914684984]",-35.273998,penalty,0.123688
119,[1.9113781],"[-2.072757449578, -2.348033809262]",-38.662086,penalty,0.123688
120,[1.9468220],"[-2.062347849387, -2.314152933539]",-42.050173,penalty,0.123688
