,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-6.5708433],"[-8.602169563677, -1.715191467970]",-724.940275,penalty,-0.587734
1,[-6.5353993],"[-8.570047228210, -1.730172425217]",-720.229946,penalty,-0.587734
2,[-6.4999554],"[-8.537924892743, -1.745153382463]",-715.519616,penalty,-0.587734
3,[-6.4645114],"[-8.505802557276, -1.760134339710]",-710.809287,penalty,-0.587734
4,[-6.4290675],"[-8.473680221809, -1.775115296956]",-706.098958,penalty,-0.587734
5,[-6.3936235],"[-8.441557886342, -1.790096254203]",-701.388629,penalty,-0.587734
6,[-6.3581796],"[-8.409435550876, -1.805077211450]",-696.678299,penalty,-0.587734
7,[-6.3227356],"[-8.377313215409, -1.820058168696]",-691.967970,penalty,-0.587734
8,[-6.2872917],"[-8.345190879942, -1.835039125943]",-687.257641,penalty,-0.587734
9,[-6.2518477],"[-8.313068544475, -1.850020083189]",-682.547312,penalty,-0.587734
10,[-6.2164038],"[-8.280946209008, -1.865001040436]",-677.836982,penalty,-0.587734
11,[-6.1809598],"[-8.248823873541, -1.879981997682]",-673.126653,penalty,-0.587734
12,[-6.1455159],"[-8.216701538074, -1.894962954929]",-668.416324,penalty,-0.587734
13,[-6.1100719],"[-8.184579202607, -1.909943912175]",-663.705994,penalty,-0.587734
14,[-6.0746280],"[-8.152456867141, -1.924924869422]",-658.995665,penalty,-0.587734
15,[-6.0391840],"[-8.120334531674, -1.939905826669]",-654.285336,penalty,-0.587734
16,[-6.0037401],"[-8.088212196207, -1.954886783915]",-649.575007,penalty,-0.587734
17,[-5.9682961],"[-8.056089860740, -1.969867741162]",-644.864677,penalty,-0.587734
18,[-5.9328522],"[-8.023967525273, -1.984848698408]",-640.154348,penalty,-0.587734
19,[-5.8974082],"[-7.991845189806, -1.999829655655]",-635.444019,penalty,-0.587734
20,[-5.8619643],"[-7.959722854339, -2.014810612901]",-630.733690,penalty,-0.587734
21,[-5.8265203],"[-7.927600518872, -2.029791570148]",-626.023360,penalty,-0.587734
22,[-5.7910764],"[-7.895478183406, -2.044772527395]",-621.313031,penalty,-0.587734
23,[-5.7556324],"[-7.863355847939, -2.059753484641]",-616.602702,penalty,-0.587734
24,[-5.7201885],"[-7.831233512472, -2.074734441888]",-611.892372,penalty,-0.587734
25,[-5.6847445],"[-7.799111177005, -2.089715399134]",-607.182043,penalty,-0.587734
26,[-5.6493006],"[-7.766988841538, -2.104696356381]",-602.471714,penalty,-0.587734
27,[-5.6138566],"[-7.734866506071, -2.119677313627]",-597.761385,penalty,-0.587734
28,[-5.5784127],"[-7.702744170604, -2.134658270874]",-593.051055,penalty,-0.587734
29,[-5.5429687],"[-7.670621835137, -2.149639228120]",-588.340726,penalty,-0.587734
30,[-5.5075248],"[-7.638499499670, -2.164620185367]",-583.630397,penalty,-0.587734
31,[-5.4720808],"[-7.606377164204, -2.179601142614]",-578.920068,penalty,-0.587734
32,[-5.4366369],"[-7.574254828737, -2.194582099860]",-574.209738,penalty,-0.587734
33,[-5.4011930],"[-7.542132493270, -2.209563057107]",-569.499409,penalty,-0.587734
34,[-5.3657490],"[-7.510010157803, -2.224544014353]",-564.789080,penalty,-0.587734
35,[-5.3303051],"[-7.477887822336, -2.239524971600]",-560.078750,penalty,-0.587734
36,[-5.2948611],"[-7.445765486869, -2.254505928846]",-555.368421,penalty,-0.587734
37,[-5.2594172],"[-7.413643151402, -2.269486886093]",-550.658092,penalty,-0.587734
38,[-5.2239732],"[-7.381520815935, -2.284467843340]",-545.947763,penalty,-0.587734
39,[-5.1885293],"[-7.349398480469, -2.299448800586]",-541.237433,penalty,-0.587734
40,[-5.1530853],"[-7.317276145002, -2.314429757833]",-536.527104,penalty,-0.587734
41,[-5.1176414],"[-7.285153809535, -2.329410715079]",-531.816775,penalty,-0.587734
