,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-1.9944997],"[-3.652908117176, -6.194781481970]",-218.279192,penalty,-4.431272
1,[-1.9590558],"[-3.629640158722, -6.168044323833]",-213.278681,penalty,-4.431272
2,[-1.9236118],"[-3.606372200269, -6.141307165695]",-208.278170,penalty,-4.431271
3,[-1.8881679],"[-3.583104241815, -6.114570007558]",-203.277658,penalty,-4.431271
4,[-1.8527239],"[-3.559836283361, -6.087832849420]",-198.277147,penalty,-4.431270
5,[-1.8172800],"[-3.536568324908, -6.061095691283]",-193.276637,penalty,-4.431269
6,[-1.7818360],"[-3.513300366454, -6.034358533145]",-188.276126,penalty,-4.431268
7,[-1.7463921],"[-3.490032408000, -6.007621375008]",-183.275617,penalty,-4.431266
8,[-1.7109481],"[-3.466764449547, -5.980884216870]",-178.275108,penalty,-4.431263
9,[-1.6755042],"[-3.443496491093, -5.954147058733]",-173.274600,penalty,-4.431260
10,[-1.6400602],"[-3.420228532639, -5.927409900596]",-168.274093,penalty,-4.431254
11,[-1.6046163],"[-3.396960574186, -5.900672742458]",-163.273589,penalty,-4.431247
12,[-1.5691723],"[-3.373692615732, -5.873935584321]",-158.273087,penalty,-4.431237
13,[-1.5337284],"[-3.350424657278, -5.847198426183]",-153.272590,penalty,-4.431223
14,[-1.4982844],"[-3.327156698825, -5.820461268046]",-148.272098,penalty,-4.431203
15,[-1.4628405],"[-3.303888740371, -5.793724109908]",-143.271614,penalty,-4.431175
16,[-1.4273965],"[-3.280620781917, -5.766986951771]",-138.271141,penalty,-4.431137
17,[-1.3919526],"[-3.257352823464, -5.740249793633]",-133.270683,penalty,-4.431083
18,[-1.3565086],"[-3.234084865010, -5.713512635496]",-128.270245,penalty,-4.431009
19,[-1.3210647],"[-3.210816906556, -5.686775477358]",-123.269837,penalty,-4.430906
20,[-1.2856207],"[-3.187548948103, -5.660038319221]",-118.269468,penalty,-4.430763
21,[-1.2501768],"[-3.164280989649, -5.633301161083]",-113.269153,penalty,-4.430566
22,[-1.2147328],"[-3.141013031195, -5.606564002946]",-108.268913,penalty,-4.430295
23,[-1.1792889],"[-3.117745072742, -5.579826844808]",-103.268776,penalty,-4.429920
24,[-1.1438449],"[-3.094477114288, -5.553089686671]",-98.268778,penalty,-4.429406
25,[-1.1084010],"[-3.071209155834, -5.526352528534]",-93.268971,penalty,-4.428702
26,[-1.0729570],"[-3.047941197381, -5.499615370396]",-88.269422,penalty,-4.427739
