,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-8.9714685],"[-6.828944326835, -4.491221987003]",-649.730507,penalty,-1.972446
1,[-8.9360246],"[-6.813093310995, -4.459519955323]",-644.975202,penalty,-1.972447
2,[-8.9005806],"[-6.797242295154, -4.427817923642]",-640.219897,penalty,-1.972447
3,[-8.8651367],"[-6.781391279314, -4.396115891961]",-635.464592,penalty,-1.972448
4,[-8.8296927],"[-6.765540263473, -4.364413860280]",-630.709287,penalty,-1.972448
5,[-8.7942488],"[-6.749689247633, -4.332711828599]",-625.953981,penalty,-1.972449
6,[-8.7588048],"[-6.733838231792, -4.301009796918]",-621.198676,penalty,-1.972449
7,[-8.7233609],"[-6.717987215952, -4.269307765237]",-616.443370,penalty,-1.972450
8,[-8.6879169],"[-6.702136200112, -4.237605733556]",-611.688065,penalty,-1.972451
9,[-8.6524730],"[-6.686285184271, -4.205903701875]",-606.932759,penalty,-1.972451
10,[-8.6170290],"[-6.670434168431, -4.174201670195]",-602.177454,penalty,-1.972452
11,[-8.5815851],"[-6.654583152590, -4.142499638514]",-597.422148,penalty,-1.972453
12,[-8.5461411],"[-6.638732136750, -4.110797606833]",-592.666842,penalty,-1.972454
13,[-8.5106972],"[-6.622881120909, -4.079095575152]",-587.911536,penalty,-1.972456
14,[-8.4752532],"[-6.607030105069, -4.047393543471]",-583.156230,penalty,-1.972457
15,[-8.4398093],"[-6.591179089228, -4.015691511790]",-578.400924,penalty,-1.972458
16,[-8.4043653],"[-6.575328073388, -3.983989480109]",-573.645618,penalty,-1.972460
17,[-8.3689214],"[-6.559477057548, -3.952287448428]",-568.890311,penalty,-1.972462
18,[-8.3334774],"[-6.543626041707, -3.920585416747]",-564.135004,penalty,-1.972464
19,[-8.2980335],"[-6.527775025867, -3.888883385067]",-559.379698,penalty,-1.972466
20,[-8.2625896],"[-6.511924010026, -3.857181353386]",-554.624391,penalty,-1.972468
21,[-8.2271456],"[-6.496072994186, -3.825479321705]",-549.869083,penalty,-1.972471
22,[-8.1917017],"[-6.480221978345, -3.793777290024]",-545.113776,penalty,-1.972473
23,[-8.1562577],"[-6.464370962505, -3.762075258343]",-540.358468,penalty,-1.972476
24,[-8.1208138],"[-6.448519946664, -3.730373226662]",-535.603160,penalty,-1.972480
25,[-8.0853698],"[-6.432668930824, -3.698671194981]",-530.847851,penalty,-1.972483
26,[-8.0499259],"[-6.416817914984, -3.666969163300]",-526.092543,penalty,-1.972487
27,[-8.0144819],"[-6.400966899143, -3.635267131620]",-521.337233,penalty,-1.972492
28,[-7.9790380],"[-6.385115883303, -3.603565099939]",-516.581924,penalty,-1.972497
29,[-7.9435940],"[-6.369264867462, -3.571863068258]",-511.826614,penalty,-1.972502
30,[-7.9081501],"[-6.353413851622, -3.540161036577]",-507.071303,penalty,-1.972508
31,[-7.8727061],"[-6.337562835781, -3.508459004896]",-502.315992,penalty,-1.972514
32,[-7.8372622],"[-6.321711819941, -3.476756973215]",-497.560680,penalty,-1.972521
33,[-7.8018182],"[-6.305860804100, -3.445054941534]",-492.805368,penalty,-1.972529
34,[-7.7663743],"[-6.290009788260, -3.413352909853]",-488.050055,penalty,-1.972537
35,[-7.7309303],"[-6.274158772420, -3.381650878172]",-483.294741,penalty,-1.972547
36,[-7.6954864],"[-6.258307756579, -3.349948846492]",-478.539426,penalty,-1.972557
37,[-7.6600424],"[-6.242456740739, -3.318246814811]",-473.784110,penalty,-1.972568
38,[-7.6245985],"[-6.226605724898, -3.286544783130]",-469.028793,penalty,-1.972580
39,[-7.5891545],"[-6.210754709058, -3.254842751449]",-464.273475,penalty,-1.972594
40,[-7.5537106],"[-6.194903693217, -3.223140719768]",-459.518155,penalty,-1.972608
41,[-7.5182666],"[-6.179052677377, -3.191438688087]",-454.762835,penalty,-1.972624
42,[-7.4828227],"[-6.163201661536, -3.159736656406]",-450.007512,penalty,-1.972642
43,[-7.4473787],"[-6.147350645696, -3.128034624725]",-445.252188,penalty,-1.972661
44,[-7.4119348],"[-6.131499629856, -3.096332593044]",-440.496862,penalty,-1.972682
45,[-7.3764908],"[-6.115648614015, -3.064630561364]",-435.741534,penalty,-1.972705
46,[-7.3410469],"[-6.099797598175, -3.032928529683]",-430.986204,penalty,-1.972731
47,[-7.3056029],"[-6.083946582334, -3.001226498002]",-426.230872,penalty,-1.972758
48,[-7.2701590],"[-6.068095566494, -2.969524466321]",-421.475537,penalty,-1.972789
49,[-7.2347150],"[-6.052244550653, -2.937822434640]",-416.720199,penalty,-1.972822
50,[-7.1992711],"[-6.036393534813, -2.906120402959]",-411.964858,penalty,-1.972858
51,[-7.1638271],"[-6.020542518972, -2.874418371278]",-407.209513,penalty,-1.972898
52,[-7.1283832],"[-6.004691503132, -2.842716339597]",-402.454165,penalty,-1.972942
53,[-7.0929392],"[-5.988840487292, -2.811014307916]",-397.698813,penalty,-1.972989
54,[-7.0574953],"[-5.972989471451, -2.779312276236]",-392.943456,penalty,-1.973041
55,[-7.0220513],"[-5.957138455611, -2.747610244555]",-388.188094,penalty,-1.973098
56,[-6.9866074],"[-5.941287439770, -2.715908212874]",-383.432727,penalty,-1.973161
57,[-6.9511634],"[-5.925436423930, -2.684206181193]",-378.677354,penalty,-1.973229
58,[-6.9157195],"[-5.909585408089, -2.652504149512]",-373.921975,penalty,-1.973303
59,[-6.8802755],"[-5.893734392249, -2.620802117831]",-369.166588,penalty,-1.973385
60,[-6.8448316],"[-5.877883376408, -2.589100086150]",-364.411195,penalty,-1.973474
61,[-6.8093876],"[-5.862032360568, -2.557398054469]",-359.655792,penalty,-1.973571
62,[-6.7739437],"[-5.846181344728, -2.525696022788]",-354.900381,penalty,-1.973678
63,[-6.7384997],"[-5.830330328887, -2.493993991108]",-350.144960,penalty,-1.973794
64,[-6.7030558],"[-5.814479313047, -2.462291959427]",-345.389529,penalty,-1.973921
65,[-6.6676118],"[-5.798628297206, -2.430589927746]",-340.634085,penalty,-1.974060
66,[-6.6321679],"[-5.782777281366, -2.398887896065]",-335.878629,penalty,-1.974211
67,[-6.5967240],"[-5.766926265525, -2.367185864384]",-331.123159,penalty,-1.974376
68,[-6.5612800],"[-5.751075249685, -2.335483832703]",-326.367674,penalty,-1.974557
69,[-6.5258361],"[-5.735224233844, -2.303781801022]",-321.612172,penalty,-1.974754
70,[-6.4903921],"[-5.719373218004, -2.272079769341]",-316.856652,penalty,-1.974969
71,[-6.4549482],"[-5.703522202164, -2.240377737661]",-312.101113,penalty,-1.975204
72,[-6.4195042],"[-5.687671186323, -2.208675705980]",-307.345552,penalty,-1.975460
73,[-6.3840603],"[-5.671820170483, -2.176973674299]",-302.589968,penalty,-1.975739
74,[-6.3486163],"[-5.655969154642, -2.145271642618]",-297.834358,penalty,-1.976044
75,[-6.3131724],"[-5.640118138802, -2.113569610937]",-293.078722,penalty,-1.976376
76,[-6.2777284],"[-5.624267122961, -2.081867579256]",-288.323055,penalty,-1.976738
77,[-6.2422845],"[-5.608416107121, -2.050165547575]",-283.567355,penalty,-1.977132
78,[-6.2068405],"[-5.592565091280, -2.018463515894]",-278.811620,penalty,-1.977563
79,[-6.1713966],"[-5.576714075440, -1.986761484213]",-274.055847,penalty,-1.978031
80,[-6.1359526],"[-5.560863059600, -1.955059452533]",-269.300031,penalty,-1.978542
81,[-6.1005087],"[-5.545012043759, -1.923357420852]",-264.544170,penalty,-1.979099
82,[-6.0650647],"[-5.529161027919, -1.891655389171]",-259.788259,penalty,-1.979704
83,[-6.0296208],"[-5.513310012078, -1.859953357490]",-255.032295,penalty,-1.980364
84,[-5.9941768],"[-5.497458996238, -1.828251325809]",-250.276272,penalty,-1.981083
85,[-5.9587329],"[-5.481607980397, -1.796549294128]",-245.520185,penalty,-1.981865
86,[-5.9232889],"[-5.465756964557, -1.764847262447]",-240.764029,penalty,-1.982716
87,[-5.8878450],"[-5.449905948717, -1.733145230766]",-236.007798,penalty,-1.983642
88,[-5.8524010],"[-5.434054932876, -1.701443199085]",-231.251486,penalty,-1.984649
89,[-5.8169571],"[-5.418203917036, -1.669741167405]",-226.495085,penalty,-1.985745
90,[-5.7815131],"[-5.402352901195, -1.638039135724]",-221.738589,penalty,-1.986937
91,[-5.7460692],"[-5.386501885355, -1.606337104043]",-216.981988,penalty,-1.988233
92,[-5.7106252],"[-5.370650869514, -1.574635072362]",-212.225274,penalty,-1.989643
93,[-5.6751813],"[-5.354799853674, -1.542933040681]",-207.468437,penalty,-1.991175
94,[-5.6397373],"[-5.338948837833, -1.511231009000]",-202.711467,penalty,-1.992840
95,[-5.6042934],"[-5.323097821993, -1.479528977319]",-197.954353,penalty,-1.994649
96,[-5.5688494],"[-5.307246806153, -1.447826945638]",-193.197082,penalty,-1.996615
97,[-5.5334055],"[-5.291395790312, -1.416124913957]",-188.439641,penalty,-1.998751
98,[-5.4979615],"[-5.275544774472, -1.384422882277]",-183.682016,penalty,-2.001072
99,[-5.4625176],"[-5.259693758631, -1.352720850596]",-178.924191,penalty,-2.003592
100,[-5.4270736],"[-5.243842742791, -1.321018818915]",-174.166150,penalty,-2.006329
101,[-5.3916297],"[-5.227991726950, -1.289316787234]",-169.407873,penalty,-2.009301
102,[-5.3561857],"[-5.212140711110, -1.257614755553]",-164.649341,penalty,-2.012527
103,[-5.3207418],"[-5.196289695269, -1.225912723872]",-159.890534,penalty,-2.016031
104,[-5.2852978],"[-5.180438679429, -1.194210692191]",-155.131426,penalty,-2.019834
105,[-5.2498539],"[-5.164587663589, -1.162508660510]",-150.371993,penalty,-2.023962
106,[-5.2144099],"[-5.148736647748, -1.130806628830]",-145.612207,penalty,-2.028443
107,[-5.1789660],"[-5.132885631908, -1.099104597149]",-140.852039,penalty,-2.033306
108,[-5.1435220],"[-5.117034616067, -1.067402565468]",-136.091455,penalty,-2.038585
109,[-5.1080781],"[-5.101183600227, -1.035700533787]",-131.330421,penalty,-2.044315
110,[-5.0726341],"[-5.085332584386, -1.003998502106]",-126.568897,penalty,-2.050534
111,[-5.0371902],"[-5.069481568546, -0.972296470425]",-121.806843,penalty,-2.057283
112,[-5.0017462],"[-5.053630552705, -0.940594438744]",-117.044211,penalty,-2.064610
113,[-4.9663023],"[-5.037779536865, -0.908892407063]",-112.280953,penalty,-2.072564
114,[-4.9308584],"[-5.021928521025, -0.877190375382]",-107.517013,penalty,-2.081199
115,[-4.8954144],"[-5.006077505184, -0.845488343702]",-102.752333,penalty,-2.090574
116,[-4.8599705],"[-4.990226489344, -0.813786312021]",-98.976189,penalty,-2.100756
117,[-4.8245265],"[-4.974375473503, -0.782084280340]",-95.814710,penalty,-2.111814
118,[-4.7890826],"[-4.958524457663, -0.750382248659]",-92.652699,penalty,-2.123828
119,[-4.7536386],"[-4.942673441822, -0.718680216978]",-89.490080,penalty,-2.136882
120,[-4.7181947],"[-4.926822425982, -0.686978185297]",-86.326773,penalty,-2.151070
121,[-4.6827507],"[-4.910971410141, -0.655276153616]",-83.162685,penalty,-2.166496
122,[-4.6473068],"[-4.895120394301, -0.623574121935]",-79.997715,penalty,-2.183274
123,[-4.6118628],"[-4.879269378461, -0.591872090254]",-76.831750,penalty,-2.201529
124,[-4.5764189],"[-4.863418362620, -0.560170058574]",-73.664665,penalty,-2.221399
125,[-4.5409749],"[-4.847567346780, -0.528468026893]",-70.496320,penalty,-2.243038
126,[-4.5055310],"[-4.831716330939, -0.496765995212]",-67.326559,penalty,-2.266616
127,[-4.4700870],"[-4.815865315099, -0.465063963531]",-64.155210,penalty,-2.292320
128,[-4.4346431],"[-4.800014299258, -0.433361931850]",-60.982078,penalty,-2.320360
129,[-4.3991991],"[-4.784163283418, -0.401659900169]",-57.806944,penalty,-2.350969
130,[-4.3637552],"[-4.768312267577, -0.369957868488]",-54.629565,penalty,-2.384408
131,[-4.3283112],"[-4.752461251737, -0.338255836807]",-51.449666,penalty,-2.420969
132,[-4.2928673],"[-4.736610235897, -0.306553805126]",-48.266936,penalty,-2.460979
133,[-4.2574233],"[-4.720759220056, -0.274851773446]",-45.081025,penalty,-2.504807
134,[-4.2219794],"[-4.704908204216, -0.243149741765]",-41.891537,penalty,-2.552869
135,[-4.1865354],"[-4.689057188375, -0.211447710084]",-38.698017,penalty,-2.605636
136,[-4.1510915],"[-4.673206172535, -0.179745678403]",-35.499952,penalty,-2.663646
137,[-4.1156475],"[-4.657355156694, -0.148043646722]",-32.296749,penalty,-2.727510
138,[-4.0802036],"[-4.641504140854, -0.116341615041]",-29.087728,penalty,-2.797930
139,[-4.0447596],"[-4.625653125013, -0.084639583360]",-25.872105,penalty,-2.875714
140,[-4.0093157],"[-4.609802109173, -0.052937551679]",-22.648966,penalty,-2.961799
141,[-3.9738717],"[-4.593951093333, -0.021235519998]",-19.417247,penalty,-3.057274
142,[-3.9384278],"[-4.578100077492, 0.010466511682]",-16.175697,penalty,-3.163416
143,[-3.9029838],"[-4.562249061652, 0.042168543363]",-12.922840,penalty,-3.281728
144,[-3.8675399],"[-4.546398045811, 0.073870575044]",-9.656915,penalty,-3.413997
145,[-3.8320959],"[-4.530547029971, 0.105572606725]",-6.375815,penalty,-3.562361
146,[-3.7966520],"[-4.514696014130, 0.137274638406]",-3.076989,penalty,-3.729400
147,[-3.7612080],"[-4.498844998290, 0.168976670087]",0.000000,no penalty,-3.918257
148,[-3.7257641],"[-4.482993982449, 0.200678701768]",0.000000,no penalty,-4.132801
149,[-3.6903201],"[-4.467142966609, 0.232380733449]",0.000000,no penalty,-4.377844
150,[-3.6548762],"[-4.451291950769, 0.264082765129]",0.000000,no penalty,-4.659451
151,[-3.6194322],"[-4.435440934928, 0.295784796810]",0.000000,no penalty,-4.985368
152,[-3.5839883],"[-4.419589919088, 0.327486828491]",0.000000,no penalty,-5.365637
153,[-3.5485443],"[-4.403738903247, 0.359188860172]",0.000000,no penalty,-5.813495
154,[-3.5131004],"[-4.387887887407, 0.390890891853]",0.000000,no penalty,-6.346729
155,[-3.4776564],"[-4.372036871566, 0.422592923534]",0.000000,no penalty,-6.989745
156,[-3.4422125],"[-4.356185855726, 0.454294955215]",0.000000,no penalty,-7.776851
157,[-3.4067685],"[-4.340334839885, 0.485996986896]",0.000000,no penalty,-8.757623
158,[-3.3713246],"[-4.324483824045, 0.517699018577]",0.000000,no penalty,-10.006025
159,[-3.3358806],"[-4.308632808205, 0.549401050257]",0.000000,no penalty,-11.636598
160,[-3.3004367],"[-4.292781792364, 0.581103081938]",0.000000,no penalty,-13.834730
161,[-3.2649928],"[-4.276930776524, 0.612805113619]",0.000000,no penalty,-16.916784
162,[-3.2295488],"[-4.261079760683, 0.644507145300]",0.000000,no penalty,-21.458558
163,[-3.1941049],"[-4.245228744843, 0.676209176981]",0.000000,no penalty,-28.594678
164,[-3.1586609],"[-4.229377729002, 0.707911208662]",0.000000,no penalty,-40.792533
165,[-3.1232170],"[-4.213526713162, 0.739613240343]",0.000000,no penalty,-64.094115
166,[-3.0877730],"[-4.197675697322, 0.771315272024]",0.000000,no penalty,-115.063957
167,[-3.0523291],"[-4.181824681481, 0.803017303705]",0.000000,no penalty,-233.166928
168,[-3.0168851],"[-4.165973665641, 0.834719335385]",0.000000,no penalty,-350.876950
169,[-2.9814412],"[-4.150122649800, 0.866421367066]",0.000000,no penalty,-219.215797
170,[-2.9459972],"[-4.134271633960, 0.898123398747]",0.000000,no penalty,-108.630498
171,[-2.9105533],"[-4.118420618119, 0.929825430428]",0.000000,no penalty,-61.287521
172,[-2.8751093],"[-4.102569602279, 0.961527462109]",0.000000,no penalty,-39.387055
173,[-2.8396654],"[-4.086718586438, 0.993229493790]",0.000000,no penalty,-27.797593
174,[-2.8042214],"[-4.070867570598, 1.024931525471]",0.000000,no penalty,-20.960888
175,[-2.7687775],"[-4.055016554758, 1.056633557152]",0.000000,no penalty,-16.582228
176,[-2.7333335],"[-4.039165538917, 1.088335588833]",0.000000,no penalty,-13.596416
177,[-2.6978896],"[-4.023314523077, 1.120037620513]",0.000000,no penalty,-11.458759
178,[-2.6624456],"[-4.007463507236, 1.151739652194]",0.000000,no penalty,-9.868141
179,[-2.6270017],"[-3.991612491396, 1.183441683875]",0.000000,no penalty,-8.647227
180,[-2.5915577],"[-3.975761475555, 1.215143715556]",0.000000,no penalty,-7.685990
181,[-2.5561138],"[-3.959910459715, 1.246845747237]",0.000000,no penalty,-6.913137
182,[-2.5206698],"[-3.944059443874, 1.278547778918]",0.000000,no penalty,-6.280736
183,[-2.4852259],"[-3.928208428034, 1.310249810599]",0.000000,no penalty,-5.755532
184,[-2.4497819],"[-3.912357412194, 1.341951842280]",0.000000,no penalty,-5.313815
185,[-2.4143380],"[-3.896506396353, 1.373653873960]",0.000000,no penalty,-4.938269
186,[-2.3788940],"[-3.880655380513, 1.405355905641]",0.000000,no penalty,-4.615984
187,[-2.3434501],"[-3.864804364672, 1.437057937322]",0.000000,no penalty,-4.337150
188,[-2.3080061],"[-3.848953348832, 1.468759969003]",0.000000,no penalty,-4.094188
189,[-2.2725622],"[-3.833102332991, 1.500462000684]",0.000000,no penalty,-3.881155
190,[-2.2371182],"[-3.817251317151, 1.532164032365]",0.000000,no penalty,-3.693329
191,[-2.2016743],"[-3.801400301310, 1.563866064046]",0.000000,no penalty,-3.526906
192,[-2.1662303],"[-3.785549285470, 1.595568095727]",0.000000,no penalty,-3.378794
193,[-2.1307864],"[-3.769698269630, 1.627270127408]",0.000000,no penalty,-3.246449
194,[-2.0953424],"[-3.753847253789, 1.658972159088]",0.000000,no penalty,-3.127761
195,[-2.0598985],"[-3.737996237949, 1.690674190769]",0.000000,no penalty,-3.020961
196,[-2.0244545],"[-3.722145222108, 1.722376222450]",0.000000,no penalty,-2.924561
197,[-1.9890106],"[-3.706294206268, 1.754078254131]",0.000000,no penalty,-2.837292
198,[-1.9535666],"[-3.690443190427, 1.785780285812]",0.000000,no penalty,-2.758069
199,[-1.9181227],"[-3.674592174587, 1.817482317493]",0.000000,no penalty,-2.685960
200,[-1.8826787],"[-3.658741158746, 1.849184349174]",0.000000,no penalty,-2.620155
201,[-1.8472348],"[-3.642890142906, 1.880886380855]",0.000000,no penalty,-2.559950
202,[-1.8117908],"[-3.627039127066, 1.912588412536]",0.000000,no penalty,-2.504728
203,[-1.7763469],"[-3.611188111225, 1.944290444216]",0.000000,no penalty,-2.453948
204,[-1.7409029],"[-3.595337095385, 1.975992475897]",0.000000,no penalty,-2.407132
205,[-1.7054590],"[-3.579486079544, 2.007694507578]",0.000000,no penalty,-2.363855
206,[-1.6700150],"[-3.563635063704, 2.039396539259]",0.000000,no penalty,-2.323741
207,[-1.6345711],"[-3.547784047863, 2.071098570940]",0.000000,no penalty,-2.286453
208,[-1.5991272],"[-3.531933032023, 2.102800602621]",0.000000,no penalty,-2.251692
209,[-1.5636832],"[-3.516082016182, 2.134502634302]",0.000000,no penalty,-2.219187
210,[-1.5282393],"[-3.500231000342, 2.166204665983]",0.000000,no penalty,-2.188697
211,[-1.4927953],"[-3.484379984502, 2.197906697664]",0.000000,no penalty,-2.160004
212,[-1.4573514],"[-3.468528968661, 2.229608729344]",0.000000,no penalty,-2.132912
213,[-1.4219074],"[-3.452677952821, 2.261310761025]",0.000000,no penalty,-2.107245
214,[-1.3864635],"[-3.436826936980, 2.293012792706]",0.000000,no penalty,-2.082847
215,[-1.3510195],"[-3.420975921140, 2.324714824387]",0.000000,no penalty,-2.059574
216,[-1.3155756],"[-3.405124905299, 2.356416856068]",0.000000,no penalty,-2.037300
217,[-1.2801316],"[-3.389273889459, 2.388118887749]",0.000000,no penalty,-2.015913
218,[-1.2446877],"[-3.373422873618, 2.419820919430]",0.000000,no penalty,-1.995314
219,[-1.2092437],"[-3.357571857778, 2.451522951111]",0.000000,no penalty,-1.975417
220,[-1.1737998],"[-3.341720841938, 2.483224982791]",0.000000,no penalty,-1.956148
221,[-1.1383558],"[-3.325869826097, 2.514927014472]",0.000000,no penalty,-1.937444
222,[-1.1029119],"[-3.310018810257, 2.546629046153]",0.000000,no penalty,-1.919255
223,[-1.0674679],"[-3.294167794416, 2.578331077834]",0.000000,no penalty,-1.901542
224,[-1.0320240],"[-3.278316778576, 2.610033109515]",0.000000,no penalty,-1.884279
225,[-0.9965800],"[-3.262465762735, 2.641735141196]",0.000000,no penalty,-1.867448
226,[-0.9611361],"[-3.246614746895, 2.673437172877]",0.000000,no penalty,-1.851048
227,[-0.9256921],"[-3.230763731054, 2.705139204558]",0.000000,no penalty,-1.835084
228,[-0.8902482],"[-3.214912715214, 2.736841236239]",0.000000,no penalty,-1.819580
229,[-0.8548042],"[-3.199061699374, 2.768543267919]",0.000000,no penalty,-1.804567
230,[-0.8193603],"[-3.183210683533, 2.800245299600]",0.000000,no penalty,-1.790091
231,[-0.7839163],"[-3.167359667693, 2.831947331281]",0.000000,no penalty,-1.776214
232,[-0.7484724],"[-3.151508651852, 2.863649362962]",0.000000,no penalty,-1.763007
233,[-0.7130284],"[-3.135657636012, 2.895351394643]",0.000000,no penalty,-1.750561
234,[-0.6775845],"[-3.119806620171, 2.927053426324]",0.000000,no penalty,-1.738979
235,[-0.6421405],"[-3.103955604331, 2.958755458005]",0.000000,no penalty,-1.728382
236,[-0.6066966],"[-3.088104588490, 2.990457489686]",0.000000,no penalty,-1.718904
237,[-0.5712526],"[-3.072253572650, 3.022159521367]",0.000000,no penalty,-1.710703
238,[-0.5358087],"[-3.056402556810, 3.053861553047]",0.000000,no penalty,-1.703952
239,[-0.5003647],"[-3.040551540969, 3.085563584728]",0.000000,no penalty,-1.698846
