,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-4.7507996],"[0.414055813320, -8.525986896912]",-642.858577,penalty,-4.275975
1,[-4.7153557],"[0.392800382183, -8.497623537396]",-637.896698,penalty,-4.275975
2,[-4.6799117],"[0.371544951046, -8.469260177879]",-632.934819,penalty,-4.275975
3,[-4.6444678],"[0.350289519909, -8.440896818363]",-627.972940,penalty,-4.275975
4,[-4.6090238],"[0.329034088772, -8.412533458847]",-623.011061,penalty,-4.275975
5,[-4.5735799],"[0.307778657635, -8.384170099330]",-618.049182,penalty,-4.275975
6,[-4.5381359],"[0.286523226499, -8.355806739814]",-613.087303,penalty,-4.275975
7,[-4.5026920],"[0.265267795362, -8.327443380297]",-608.125424,penalty,-4.275975
8,[-4.4672481],"[0.244012364225, -8.299080020781]",-603.163545,penalty,-4.275975
9,[-4.4318041],"[0.222756933088, -8.270716661265]",-598.201666,penalty,-4.275975
10,[-4.3963602],"[0.201501501951, -8.242353301748]",-593.239787,penalty,-4.275975
11,[-4.3609162],"[0.180246070814, -8.213989942232]",-588.277908,penalty,-4.275975
12,[-4.3254723],"[0.158990639678, -8.185626582715]",-583.316029,penalty,-4.275975
13,[-4.2900283],"[0.137735208541, -8.157263223199]",-578.354150,penalty,-4.275975
14,[-4.2545844],"[0.116479777404, -8.128899863683]",-573.392271,penalty,-4.275975
15,[-4.2191404],"[0.095224346267, -8.100536504166]",-568.430391,penalty,-4.275975
16,[-4.1836965],"[0.073968915130, -8.072173144650]",-563.468512,penalty,-4.275975
17,[-4.1482525],"[0.052713483993, -8.043809785133]",-558.506633,penalty,-4.275975
18,[-4.1128086],"[0.031458052856, -8.015446425617]",-553.544754,penalty,-4.275975
19,[-4.0773646],"[0.010202621720, -7.987083066101]",-548.582875,penalty,-4.275975
20,[-4.0419207],"[-0.011052809417, -7.958719706584]",-543.620996,penalty,-4.275975
21,[-4.0064767],"[-0.032308240554, -7.930356347068]",-538.659117,penalty,-4.275975
22,[-3.9710328],"[-0.053563671691, -7.901992987551]",-533.697238,penalty,-4.275975
23,[-3.9355888],"[-0.074819102828, -7.873629628035]",-528.735359,penalty,-4.275975
24,[-3.9001449],"[-0.096074533965, -7.845266268519]",-523.773480,penalty,-4.275975
25,[-3.8647009],"[-0.117329965102, -7.816902909002]",-518.811601,penalty,-4.275975
26,[-3.8292570],"[-0.138585396238, -7.788539549486]",-513.849722,penalty,-4.275975
27,[-3.7938130],"[-0.159840827375, -7.760176189969]",-508.887843,penalty,-4.275975
28,[-3.7583691],"[-0.181096258512, -7.731812830453]",-503.925964,penalty,-4.275975
29,[-3.7229251],"[-0.202351689649, -7.703449470937]",-498.964085,penalty,-4.275975
30,[-3.6874812],"[-0.223607120786, -7.675086111420]",-494.002206,penalty,-4.275975
31,[-3.6520372],"[-0.244862551923, -7.646722751904]",-489.040326,penalty,-4.275975
32,[-3.6165933],"[-0.266117983060, -7.618359392387]",-484.078447,penalty,-4.275975
33,[-3.5811493],"[-0.287373414196, -7.589996032871]",-479.116568,penalty,-4.275975
34,[-3.5457054],"[-0.308628845333, -7.561632673355]",-474.154689,penalty,-4.275975
35,[-3.5102614],"[-0.329884276470, -7.533269313838]",-469.192810,penalty,-4.275975
36,[-3.4748175],"[-0.351139707607, -7.504905954322]",-464.230931,penalty,-4.275975
37,[-3.4393735],"[-0.372395138744, -7.476542594805]",-459.269052,penalty,-4.275975
38,[-3.4039296],"[-0.393650569881, -7.448179235289]",-454.307173,penalty,-4.275975
39,[-3.3684856],"[-0.414906001018, -7.419815875773]",-449.345294,penalty,-4.275975
40,[-3.3330417],"[-0.436161432154, -7.391452516256]",-444.383415,penalty,-4.275975
41,[-3.2975977],"[-0.457416863291, -7.363089156740]",-439.421536,penalty,-4.275975
42,[-3.2621538],"[-0.478672294428, -7.334725797224]",-434.459657,penalty,-4.275975
43,[-3.2267098],"[-0.499927725565, -7.306362437707]",-429.497778,penalty,-4.275975
44,[-3.1912659],"[-0.521183156702, -7.277999078191]",-424.535899,penalty,-4.275975
45,[-3.1558219],"[-0.542438587839, -7.249635718674]",-419.574020,penalty,-4.275975
46,[-3.1203780],"[-0.563694018975, -7.221272359158]",-414.612140,penalty,-4.275975
47,[-3.0849340],"[-0.584949450112, -7.192908999642]",-409.650261,penalty,-4.275975
48,[-3.0494901],"[-0.606204881249, -7.164545640125]",-404.688382,penalty,-4.275975
49,[-3.0140461],"[-0.627460312386, -7.136182280609]",-399.726503,penalty,-4.275975
50,[-2.9786022],"[-0.648715743523, -7.107818921092]",-394.764624,penalty,-4.275975
51,[-2.9431582],"[-0.669971174660, -7.079455561576]",-389.802745,penalty,-4.275975
52,[-2.9077143],"[-0.691226605797, -7.051092202060]",-384.840866,penalty,-4.275975
53,[-2.8722703],"[-0.712482036933, -7.022728842543]",-379.878987,penalty,-4.275975
54,[-2.8368264],"[-0.733737468070, -6.994365483027]",-374.917108,penalty,-4.275975
55,[-2.8013825],"[-0.754992899207, -6.966002123510]",-369.955229,penalty,-4.275975
56,[-2.7659385],"[-0.776248330344, -6.937638763994]",-364.993350,penalty,-4.275975
57,[-2.7304946],"[-0.797503761481, -6.909275404478]",-360.031471,penalty,-4.275975
58,[-2.6950506],"[-0.818759192618, -6.880912044961]",-355.069592,penalty,-4.275975
59,[-2.6596067],"[-0.840014623755, -6.852548685445]",-350.107713,penalty,-4.275975
60,[-2.6241627],"[-0.861270054891, -6.824185325928]",-345.145834,penalty,-4.275975
61,[-2.5887188],"[-0.882525486028, -6.795821966412]",-340.183954,penalty,-4.275975
62,[-2.5532748],"[-0.903780917165, -6.767458606896]",-335.222075,penalty,-4.275975
63,[-2.5178309],"[-0.925036348302, -6.739095247379]",-330.260196,penalty,-4.275975
64,[-2.4823869],"[-0.946291779439, -6.710731887863]",-325.298317,penalty,-4.275975
65,[-2.4469430],"[-0.967547210576, -6.682368528346]",-320.336438,penalty,-4.275975
66,[-2.4114990],"[-0.988802641713, -6.654005168830]",-315.374559,penalty,-4.275975
67,[-2.3760551],"[-1.010058072849, -6.625641809314]",-310.412680,penalty,-4.275975
68,[-2.3406111],"[-1.031313503986, -6.597278449797]",-305.450801,penalty,-4.275975
69,[-2.3051672],"[-1.052568935123, -6.568915090281]",-300.488922,penalty,-4.275975
70,[-2.2697232],"[-1.073824366260, -6.540551730764]",-295.527043,penalty,-4.275975
71,[-2.2342793],"[-1.095079797397, -6.512188371248]",-290.565164,penalty,-4.275975
72,[-2.1988353],"[-1.116335228534, -6.483825011732]",-285.603285,penalty,-4.275975
73,[-2.1633914],"[-1.137590659671, -6.455461652215]",-280.641406,penalty,-4.275975
74,[-2.1279474],"[-1.158846090807, -6.427098292699]",-275.679527,penalty,-4.275975
75,[-2.0925035],"[-1.180101521944, -6.398734933182]",-270.717648,penalty,-4.275975
76,[-2.0570595],"[-1.201356953081, -6.370371573666]",-265.755768,penalty,-4.275975
77,[-2.0216156],"[-1.222612384218, -6.342008214150]",-260.793889,penalty,-4.275975
78,[-1.9861716],"[-1.243867815355, -6.313644854633]",-255.832010,penalty,-4.275975
79,[-1.9507277],"[-1.265123246492, -6.285281495117]",-250.870131,penalty,-4.275975
80,[-1.9152837],"[-1.286378677628, -6.256918135600]",-245.908252,penalty,-4.275975
81,[-1.8798398],"[-1.307634108765, -6.228554776084]",-240.946373,penalty,-4.275975
82,[-1.8443958],"[-1.328889539902, -6.200191416568]",-235.984494,penalty,-4.275975
83,[-1.8089519],"[-1.350144971039, -6.171828057051]",-231.022615,penalty,-4.275975
84,[-1.7735079],"[-1.371400402176, -6.143464697535]",-226.060736,penalty,-4.275975
85,[-1.7380640],"[-1.392655833313, -6.115101338018]",-221.098857,penalty,-4.275975
