,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-8.9561600],"[-6.828944326835, -4.491221987003]",-649.165390,penalty,-1.540732
1,[-8.9207161],"[-6.813093310995, -4.459519955323]",-644.410085,penalty,-1.540732
2,[-8.8852721],"[-6.797242295154, -4.427817923642]",-639.654780,penalty,-1.540732
3,[-8.8498282],"[-6.781391279314, -4.396115891961]",-634.899475,penalty,-1.540732
4,[-8.8143842],"[-6.765540263473, -4.364413860280]",-630.144171,penalty,-1.540732
5,[-8.7789403],"[-6.749689247633, -4.332711828599]",-625.388866,penalty,-1.540732
6,[-8.7434963],"[-6.733838231792, -4.301009796918]",-620.633561,penalty,-1.540732
7,[-8.7080524],"[-6.717987215952, -4.269307765237]",-615.878256,penalty,-1.540732
8,[-8.6726084],"[-6.702136200112, -4.237605733556]",-611.122952,penalty,-1.540732
9,[-8.6371645],"[-6.686285184271, -4.205903701875]",-606.367647,penalty,-1.540732
10,[-8.6017205],"[-6.670434168431, -4.174201670195]",-601.612342,penalty,-1.540732
11,[-8.5662766],"[-6.654583152590, -4.142499638514]",-596.857037,penalty,-1.540732
12,[-8.5308327],"[-6.638732136750, -4.110797606833]",-592.101732,penalty,-1.540732
13,[-8.4953887],"[-6.622881120909, -4.079095575152]",-587.346428,penalty,-1.540732
14,[-8.4599448],"[-6.607030105069, -4.047393543471]",-582.591123,penalty,-1.540732
15,[-8.4245008],"[-6.591179089228, -4.015691511790]",-577.835818,penalty,-1.540732
16,[-8.3890569],"[-6.575328073388, -3.983989480109]",-573.080513,penalty,-1.540732
17,[-8.3536129],"[-6.559477057548, -3.952287448428]",-568.325209,penalty,-1.540732
18,[-8.3181690],"[-6.543626041707, -3.920585416747]",-563.569904,penalty,-1.540732
19,[-8.2827250],"[-6.527775025867, -3.888883385067]",-558.814599,penalty,-1.540732
20,[-8.2472811],"[-6.511924010026, -3.857181353386]",-554.059294,penalty,-1.540732
21,[-8.2118371],"[-6.496072994186, -3.825479321705]",-549.303989,penalty,-1.540732
22,[-8.1763932],"[-6.480221978345, -3.793777290024]",-544.548685,penalty,-1.540732
23,[-8.1409492],"[-6.464370962505, -3.762075258343]",-539.793380,penalty,-1.540732
24,[-8.1055053],"[-6.448519946664, -3.730373226662]",-535.038075,penalty,-1.540732
25,[-8.0700613],"[-6.432668930824, -3.698671194981]",-530.282770,penalty,-1.540732
26,[-8.0346174],"[-6.416817914984, -3.666969163300]",-525.527465,penalty,-1.540732
27,[-7.9991734],"[-6.400966899143, -3.635267131620]",-520.772160,penalty,-1.540732
28,[-7.9637295],"[-6.385115883303, -3.603565099939]",-516.016855,penalty,-1.540733
29,[-7.9282855],"[-6.369264867462, -3.571863068258]",-511.261551,penalty,-1.540733
30,[-7.8928416],"[-6.353413851622, -3.540161036577]",-506.506246,penalty,-1.540733
31,[-7.8573976],"[-6.337562835781, -3.508459004896]",-501.750941,penalty,-1.540733
32,[-7.8219537],"[-6.321711819941, -3.476756973215]",-496.995636,penalty,-1.540733
33,[-7.7865097],"[-6.305860804100, -3.445054941534]",-492.240331,penalty,-1.540733
34,[-7.7510658],"[-6.290009788260, -3.413352909853]",-487.485026,penalty,-1.540734
35,[-7.7156218],"[-6.274158772420, -3.381650878172]",-482.729721,penalty,-1.540734
36,[-7.6801779],"[-6.258307756579, -3.349948846492]",-477.974416,penalty,-1.540734
37,[-7.6447339],"[-6.242456740739, -3.318246814811]",-473.219111,penalty,-1.540735
38,[-7.6092900],"[-6.226605724898, -3.286544783130]",-468.463805,penalty,-1.540735
39,[-7.5738460],"[-6.210754709058, -3.254842751449]",-463.708500,penalty,-1.540736
40,[-7.5384021],"[-6.194903693217, -3.223140719768]",-458.953195,penalty,-1.540736
41,[-7.5029581],"[-6.179052677377, -3.191438688087]",-454.197889,penalty,-1.540737
42,[-7.4675142],"[-6.163201661536, -3.159736656406]",-449.442584,penalty,-1.540738
43,[-7.4320702],"[-6.147350645696, -3.128034624725]",-444.687278,penalty,-1.540738
44,[-7.3966263],"[-6.131499629856, -3.096332593044]",-439.931973,penalty,-1.540739
45,[-7.3611823],"[-6.115648614015, -3.064630561364]",-435.176667,penalty,-1.540740
46,[-7.3257384],"[-6.099797598175, -3.032928529683]",-430.421361,penalty,-1.540741
47,[-7.2902944],"[-6.083946582334, -3.001226498002]",-425.666055,penalty,-1.540743
48,[-7.2548505],"[-6.068095566494, -2.969524466321]",-420.910749,penalty,-1.540744
