,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-1.9346216],"[-3.640769899709, -6.195053161171]",-217.447500,penalty,-20.897011
1,[-1.8991777],"[-3.617662106473, -6.168177458249]",-212.447778,penalty,-20.898384
2,[-1.8637337],"[-3.594554313236, -6.141301755326]",-207.448081,penalty,-20.899731
3,[-1.8282898],"[-3.571446519999, -6.114426052403]",-202.448409,penalty,-20.901054
4,[-1.7928458],"[-3.548338726762, -6.087550349480]",-197.448762,penalty,-20.902351
5,[-1.7574019],"[-3.525230933526, -6.060674646557]",-192.449140,penalty,-20.903624
6,[-1.7219579],"[-3.502123140289, -6.033798943634]",-187.449542,penalty,-20.904871
7,[-1.6865140],"[-3.479015347052, -6.006923240711]",-182.449970,penalty,-20.906094
8,[-1.6510700],"[-3.455907553816, -5.980047537788]",-177.450423,penalty,-20.907292
9,[-1.6156261],"[-3.432799760579, -5.953171834866]",-172.450901,penalty,-20.908464
10,[-1.5801821],"[-3.409691967342, -5.926296131943]",-167.451404,penalty,-20.909612
11,[-1.5447382],"[-3.386584174105, -5.899420429020]",-162.451932,penalty,-20.910734
12,[-1.5092942],"[-3.363476380869, -5.872544726097]",-157.452485,penalty,-20.911831
13,[-1.4738503],"[-3.340368587632, -5.845669023174]",-152.453063,penalty,-20.912904
14,[-1.4384063],"[-3.317260794395, -5.818793320251]",-147.453666,penalty,-20.913951
15,[-1.4029624],"[-3.294153001158, -5.791917617328]",-142.454294,penalty,-20.914973
16,[-1.3675184],"[-3.271045207922, -5.765041914405]",-137.454948,penalty,-20.915970
17,[-1.3320745],"[-3.247937414685, -5.738166211483]",-132.455626,penalty,-20.916942
18,[-1.2966306],"[-3.224829621448, -5.711290508560]",-127.456330,penalty,-20.917888
19,[-1.2611866],"[-3.201721828212, -5.684414805637]",-122.457059,penalty,-20.918810
20,[-1.2257427],"[-3.178614034975, -5.657539102714]",-117.457813,penalty,-20.919706
21,[-1.1902987],"[-3.155506241738, -5.630663399791]",-112.458592,penalty,-20.920578
22,[-1.1548548],"[-3.132398448501, -5.603787696868]",-107.459396,penalty,-20.921424
23,[-1.1194108],"[-3.109290655265, -5.576911993945]",-102.460226,penalty,-20.922245
24,[-1.0839669],"[-3.086182862028, -5.550036291022]",-97.461080,penalty,-20.923041
25,[-1.0485229],"[-3.063075068791, -5.523160588100]",-92.461960,penalty,-20.923811
26,[-1.0130790],"[-3.039967275555, -5.496284885177]",-87.462865,penalty,-20.924557
27,[-0.9776350],"[-3.016859482318, -5.469409182254]",-82.463795,penalty,-20.925277
28,[-0.9421911],"[-2.993751689081, -5.442533479331]",-77.464751,penalty,-20.925972
