,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-5.3347412],"[-7.776151229256, -3.743086540700]",-539.268222,penalty,-5.245416
1,[-5.2992972],"[-7.741170824217, -3.748800101687]",-535.198825,penalty,-5.245416
2,[-5.2638533],"[-7.706190419178, -3.754513662674]",-531.129429,penalty,-5.245416
3,[-5.2284093],"[-7.671210014138, -3.760227223662]",-527.060032,penalty,-5.245416
4,[-5.1929654],"[-7.636229609099, -3.765940784649]",-522.990635,penalty,-5.245416
5,[-5.1575214],"[-7.601249204060, -3.771654345636]",-518.921239,penalty,-5.245416
6,[-5.1220775],"[-7.566268799020, -3.777367906623]",-514.851842,penalty,-5.245416
7,[-5.0866335],"[-7.531288393981, -3.783081467610]",-510.782445,penalty,-5.245416
8,[-5.0511896],"[-7.496307988942, -3.788795028597]",-506.713049,penalty,-5.245416
9,[-5.0157456],"[-7.461327583902, -3.794508589585]",-502.643652,penalty,-5.245416
10,[-4.9803017],"[-7.426347178863, -3.800222150572]",-498.574256,penalty,-5.245416
11,[-4.9448577],"[-7.391366773824, -3.805935711559]",-494.504859,penalty,-5.245416
12,[-4.9094138],"[-7.356386368784, -3.811649272546]",-490.435462,penalty,-5.245416
13,[-4.8739699],"[-7.321405963745, -3.817362833533]",-486.366066,penalty,-5.245416
14,[-4.8385259],"[-7.286425558706, -3.823076394520]",-482.296669,penalty,-5.245416
15,[-4.8030820],"[-7.251445153666, -3.828789955507]",-478.227273,penalty,-5.245416
16,[-4.7676380],"[-7.216464748627, -3.834503516495]",-474.157876,penalty,-5.245416
17,[-4.7321941],"[-7.181484343588, -3.840217077482]",-470.088479,penalty,-5.245416
18,[-4.6967501],"[-7.146503938548, -3.845930638469]",-466.019083,penalty,-5.245416
19,[-4.6613062],"[-7.111523533509, -3.851644199456]",-461.949686,penalty,-5.245416
20,[-4.6258622],"[-7.076543128470, -3.857357760443]",-457.880290,penalty,-5.245416
21,[-4.5904183],"[-7.041562723430, -3.863071321430]",-453.810893,penalty,-5.245416
22,[-4.5549743],"[-7.006582318391, -3.868784882418]",-449.741496,penalty,-5.245416
23,[-4.5195304],"[-6.971601913352, -3.874498443405]",-445.672100,penalty,-5.245416
24,[-4.4840864],"[-6.936621508312, -3.880212004392]",-441.602703,penalty,-5.245416
25,[-4.4486425],"[-6.901641103273, -3.885925565379]",-437.533307,penalty,-5.245416
26,[-4.4131985],"[-6.866660698234, -3.891639126366]",-433.463910,penalty,-5.245416
27,[-4.3777546],"[-6.831680293194, -3.897352687353]",-429.394513,penalty,-5.245416
28,[-4.3423106],"[-6.796699888155, -3.903066248340]",-425.325117,penalty,-5.245416
29,[-4.3068667],"[-6.761719483116, -3.908779809328]",-421.255720,penalty,-5.245416
30,[-4.2714227],"[-6.726739078076, -3.914493370315]",-417.186324,penalty,-5.245416
31,[-4.2359788],"[-6.691758673037, -3.920206931302]",-413.116927,penalty,-5.245416
32,[-4.2005348],"[-6.656778267998, -3.925920492289]",-409.047530,penalty,-5.245416
33,[-4.1650909],"[-6.621797862958, -3.931634053276]",-404.978134,penalty,-5.245416
34,[-4.1296469],"[-6.586817457919, -3.937347614263]",-400.908737,penalty,-5.245416
35,[-4.0942030],"[-6.551837052880, -3.943061175251]",-396.839341,penalty,-5.245416
36,[-4.0587590],"[-6.516856647840, -3.948774736238]",-392.769944,penalty,-5.245416
37,[-4.0233151],"[-6.481876242801, -3.954488297225]",-388.700547,penalty,-5.245416
38,[-3.9878711],"[-6.446895837762, -3.960201858212]",-384.631151,penalty,-5.245416
39,[-3.9524272],"[-6.411915432722, -3.965915419199]",-380.561754,penalty,-5.245416
40,[-3.9169832],"[-6.376935027683, -3.971628980186]",-376.492358,penalty,-5.245416
41,[-3.8815393],"[-6.341954622644, -3.977342541173]",-372.422961,penalty,-5.245416
42,[-3.8460953],"[-6.306974217604, -3.983056102161]",-368.353564,penalty,-5.245416
43,[-3.8106514],"[-6.271993812565, -3.988769663148]",-364.284168,penalty,-5.245416
44,[-3.7752074],"[-6.237013407526, -3.994483224135]",-360.214771,penalty,-5.245416
45,[-3.7397635],"[-6.202033002486, -4.000196785122]",-356.145375,penalty,-5.245416
