,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-8.2862706],"[-8.751851989658, 0.621834685735]",-1167.146021,penalty,-7.157081
1,[-8.2508267],"[-8.724846039537, 0.598879246860]",-1162.143357,penalty,-7.163607
2,[-8.2153827],"[-8.697840089416, 0.575923807985]",-1157.140624,penalty,-7.170200
3,[-8.1799388],"[-8.670834139296, 0.552968369110]",-1152.137822,penalty,-7.176863
4,[-8.1444948],"[-8.643828189175, 0.530012930235]",-1147.134951,penalty,-7.183596
5,[-8.1090509],"[-8.616822239054, 0.507057491360]",-1142.132008,penalty,-7.190399
6,[-8.0736069],"[-8.589816288933, 0.484102052485]",-1137.128994,penalty,-7.197275
7,[-8.0381630],"[-8.562810338812, 0.461146613610]",-1132.125907,penalty,-7.204223
8,[-8.0027191],"[-8.535804388692, 0.438191174736]",-1127.122746,penalty,-7.211245
9,[-7.9672751],"[-8.508798438571, 0.415235735861]",-1122.119511,penalty,-7.218341
10,[-7.9318312],"[-8.481792488450, 0.392280296986]",-1117.116200,penalty,-7.225513
11,[-7.8963872],"[-8.454786538329, 0.369324858111]",-1112.112812,penalty,-7.232762
12,[-7.8609433],"[-8.427780588208, 0.346369419236]",-1107.109348,penalty,-7.240088
13,[-7.8254993],"[-8.400774638088, 0.323413980361]",-1102.105804,penalty,-7.247492
14,[-7.7900554],"[-8.373768687967, 0.300458541486]",-1097.102182,penalty,-7.254976
15,[-7.7546114],"[-8.346762737846, 0.277503102611]",-1092.098479,penalty,-7.262540
16,[-7.7191675],"[-8.319756787725, 0.254547663736]",-1087.094694,penalty,-7.270186
17,[-7.6837235],"[-8.292750837604, 0.231592224861]",-1082.090826,penalty,-7.277914
18,[-7.6482796],"[-8.265744887484, 0.208636785986]",-1077.086875,penalty,-7.285727
19,[-7.6128356],"[-8.238738937363, 0.185681347111]",-1072.082839,penalty,-7.293624
20,[-7.5773917],"[-8.211732987242, 0.162725908236]",-1067.078718,penalty,-7.301607
21,[-7.5419477],"[-8.184727037121, 0.139770469361]",-1062.074509,penalty,-7.309677
22,[-7.5065038],"[-8.157721087000, 0.116815030486]",-1057.070211,penalty,-7.317835
23,[-7.4710598],"[-8.130715136880, 0.093859591611]",-1052.065825,penalty,-7.326082
24,[-7.4356159],"[-8.103709186759, 0.070904152736]",-1047.061348,penalty,-7.334421
25,[-7.4001719],"[-8.076703236638, 0.047948713861]",-1042.056779,penalty,-7.342851
26,[-7.3647280],"[-8.049697286517, 0.024993274986]",-1037.052117,penalty,-7.351374
27,[-7.3292840],"[-8.022691336396, 0.002037836111]",-1032.047360,penalty,-7.359991
28,[-7.2938401],"[-7.995685386276, -0.020917602764]",-1027.042508,penalty,-7.368705
29,[-7.2583961],"[-7.968679436155, -0.043873041639]",-1022.037559,penalty,-7.377515
30,[-7.2229522],"[-7.941673486034, -0.066828480514]",-1017.032512,penalty,-7.386423
31,[-7.1875082],"[-7.914667535913, -0.089783919389]",-1012.027365,penalty,-7.395431
32,[-7.1520643],"[-7.887661585792, -0.112739358264]",-1007.022117,penalty,-7.404540
33,[-7.1166203],"[-7.860655635672, -0.135694797139]",-1002.016767,penalty,-7.413752
34,[-7.0811764],"[-7.833649685551, -0.158650236014]",-997.011313,penalty,-7.423067
35,[-7.0457324],"[-7.806643735430, -0.181605674889]",-992.005753,penalty,-7.432487
36,[-7.0102885],"[-7.779637785309, -0.204561113764]",-987.000087,penalty,-7.442015
37,[-6.9748445],"[-7.752631835188, -0.227516552639]",-981.994312,penalty,-7.451651
38,[-6.9394006],"[-7.725625885068, -0.250471991514]",-976.988428,penalty,-7.461396
39,[-6.9039566],"[-7.698619934947, -0.273427430389]",-971.982432,penalty,-7.471253
40,[-6.8685127],"[-7.671613984826, -0.296382869264]",-966.976323,penalty,-7.481223
41,[-6.8330687],"[-7.644608034705, -0.319338308139]",-961.970099,penalty,-7.491308
42,[-6.7976248],"[-7.617602084584, -0.342293747014]",-956.963760,penalty,-7.501509
43,[-6.7621808],"[-7.590596134464, -0.365249185889]",-951.957302,penalty,-7.511828
44,[-6.7267369],"[-7.563590184343, -0.388204624764]",-946.950724,penalty,-7.522266
45,[-6.6912929],"[-7.536584234222, -0.411160063639]",-941.944025,penalty,-7.532826
46,[-6.6558490],"[-7.509578284101, -0.434115502514]",-936.937203,penalty,-7.543510
47,[-6.6204050],"[-7.482572333980, -0.457070941389]",-931.930255,penalty,-7.554318
48,[-6.5849611],"[-7.455566383860, -0.480026380264]",-926.923181,penalty,-7.565254
49,[-6.5495171],"[-7.428560433739, -0.502981819139]",-921.915978,penalty,-7.576318
50,[-6.5140732],"[-7.401554483618, -0.525937258014]",-916.908644,penalty,-7.587513
51,[-6.4786292],"[-7.374548533497, -0.548892696889]",-911.901178,penalty,-7.598841
52,[-6.4431853],"[-7.347542583376, -0.571848135764]",-906.893576,penalty,-7.610303
