,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-2.1286734],"[-3.341380266928, -6.349449297491]",-134.944930,penalty,0.239199
1,[-2.0932294],"[-3.330431935828, -6.315738652852]",-131.573865,penalty,0.239199
2,[-2.0577855],"[-3.319483604728, -6.282028008212]",-128.202801,penalty,0.239199
3,[-2.0223415],"[-3.308535273629, -6.248317363573]",-124.831736,penalty,0.239199
4,[-1.9868976],"[-3.297586942529, -6.214606718934]",-121.460672,penalty,0.239199
5,[-1.9514536],"[-3.286638611429, -6.180896074295]",-118.089607,penalty,0.239199
6,[-1.9160097],"[-3.275690280329, -6.147185429655]",-114.718543,penalty,0.239199
7,[-1.8805657],"[-3.264741949229, -6.113474785016]",-111.347479,penalty,0.239199
8,[-1.8451218],"[-3.253793618129, -6.079764140377]",-107.976414,penalty,0.239199
9,[-1.8096778],"[-3.242845287029, -6.046053495738]",-104.605350,penalty,0.239199
10,[-1.7742339],"[-3.231896955929, -6.012342851098]",-101.234285,penalty,0.239199
11,[-1.7387900],"[-3.220948624829, -5.978632206459]",-97.863221,penalty,0.239199
12,[-1.7033460],"[-3.210000293729, -5.944921561820]",-94.492156,penalty,0.239199
13,[-1.6679021],"[-3.199051962629, -5.911210917180]",-91.121092,penalty,0.239199
14,[-1.6324581],"[-3.188103631529, -5.877500272541]",-87.750027,penalty,0.239199
15,[-1.5970142],"[-3.177155300429, -5.843789627902]",-84.378963,penalty,0.239199
16,[-1.5615702],"[-3.166206969329, -5.810078983263]",-81.007898,penalty,0.239199
17,[-1.5261263],"[-3.155258638229, -5.776368338623]",-77.636834,penalty,0.239199
18,[-1.4906823],"[-3.144310307129, -5.742657693984]",-74.265769,penalty,0.239199
19,[-1.4552384],"[-3.133361976029, -5.708947049345]",-70.894705,penalty,0.239199
20,[-1.4197944],"[-3.122413644929, -5.675236404706]",-67.523640,penalty,0.239199
21,[-1.3843505],"[-3.111465313829, -5.641525760066]",-64.152576,penalty,0.239199
22,[-1.3489065],"[-3.100516982729, -5.607815115427]",-60.781512,penalty,0.239199
23,[-1.3134626],"[-3.089568651629, -5.574104470788]",-57.410447,penalty,0.239199
24,[-1.2780186],"[-3.078620320529, -5.540393826148]",-54.039383,penalty,0.239199
25,[-1.2425747],"[-3.067671989429, -5.506683181509]",-50.668318,penalty,0.239199
26,[-1.2071307],"[-3.056723658329, -5.472972536870]",-47.297254,penalty,0.239199
27,[-1.1716868],"[-3.045775327229, -5.439261892231]",-43.926189,penalty,0.239199
28,[-1.1362428],"[-3.034826996129, -5.405551247591]",-40.555125,penalty,0.239199
29,[-1.1007989],"[-3.023878665029, -5.371840602952]",-37.184060,penalty,0.239199
30,[-1.0653549],"[-3.012930333929, -5.338129958313]",-33.812996,penalty,0.239199
31,[-1.0299110],"[-3.001982002829, -5.304419313674]",-30.441931,penalty,0.239199
32,[-0.9944670],"[-2.991033671729, -5.270708669034]",-27.070867,penalty,0.239199
33,[-0.9590231],"[-2.980085340629, -5.236998024395]",-23.699802,penalty,0.239199
34,[-0.9235791],"[-2.969137009529, -5.203287379756]",-20.328738,penalty,0.239199
35,[-0.8881352],"[-2.958188678429, -5.169576735116]",-16.957674,penalty,0.239199
36,[-0.8526912],"[-2.947240347329, -5.135866090477]",-13.586609,penalty,0.239199
37,[-0.8172473],"[-2.936292016229, -5.102155445838]",-10.215545,penalty,0.239199
38,[-0.7818033],"[-2.925343685129, -5.068444801199]",-6.844480,penalty,0.239199
39,[-0.7463594],"[-2.914395354029, -5.034734156559]",-3.473416,penalty,0.239199
40,[-0.7109154],"[-2.903447022929, -5.001023511920]",-0.102351,penalty,0.239199
41,[-0.6754715],"[-2.892498691829, -4.967312867281]",0.000000,no penalty,0.239199
42,[-0.6400275],"[-2.881550360729, -4.933602222642]",0.000000,no penalty,0.239199
43,[-0.6045836],"[-2.870602029630, -4.899891578002]",0.000000,no penalty,0.239199
44,[-0.5691396],"[-2.859653698530, -4.866180933363]",0.000000,no penalty,0.239199
45,[-0.5336957],"[-2.848705367430, -4.832470288724]",0.000000,no penalty,0.239199
46,[-0.4982517],"[-2.837757036330, -4.798759644084]",0.000000,no penalty,0.239199
47,[-0.4628078],"[-2.826808705230, -4.765048999445]",0.000000,no penalty,0.239199
48,[-0.4273638],"[-2.815860374130, -4.731338354806]",0.000000,no penalty,0.239199
49,[-0.3919199],"[-2.804912043030, -4.697627710167]",0.000000,no penalty,0.239199
50,[-0.3564759],"[-2.793963711930, -4.663917065527]",0.000000,no penalty,0.239199
51,[-0.3210320],"[-2.783015380830, -4.630206420888]",0.000000,no penalty,0.239199
52,[-0.2855880],"[-2.772067049730, -4.596495776249]",0.000000,no penalty,0.239199
53,[-0.2501441],"[-2.761118718630, -4.562785131610]",0.000000,no penalty,0.239199
54,[-0.2147001],"[-2.750170387530, -4.529074486970]",0.000000,no penalty,0.239199
55,[-0.1792562],"[-2.739222056430, -4.495363842331]",0.000000,no penalty,0.239199
56,[-0.1438122],"[-2.728273725330, -4.461653197692]",0.000000,no penalty,0.239199
57,[-0.1083683],"[-2.717325394230, -4.427942553053]",0.000000,no penalty,0.239199
58,[-0.0729244],"[-2.706377063130, -4.394231908413]",0.000000,no penalty,0.239199
59,[-0.0374804],"[-2.695428732030, -4.360521263774]",0.000000,no penalty,0.239199
60,[-0.0020365],"[-2.684480400930, -4.326810619135]",0.000000,no penalty,0.239199
61,[0.0334075],"[-2.673532069830, -4.293099974495]",0.000000,no penalty,0.239199
62,[0.0688514],"[-2.662583738730, -4.259389329856]",0.000000,no penalty,0.239199
63,[0.1042954],"[-2.651635407630, -4.225678685217]",0.000000,no penalty,0.239199
64,[0.1397393],"[-2.640687076530, -4.191968040578]",0.000000,no penalty,0.239199
65,[0.1751833],"[-2.629738745430, -4.158257395938]",0.000000,no penalty,0.239199
66,[0.2106272],"[-2.618790414330, -4.124546751299]",0.000000,no penalty,0.239199
67,[0.2460712],"[-2.607842083230, -4.090836106660]",0.000000,no penalty,0.239199
68,[0.2815151],"[-2.596893752130, -4.057125462021]",0.000000,no penalty,0.239199
69,[0.3169591],"[-2.585945421030, -4.023414817381]",0.000000,no penalty,0.239199
70,[0.3524030],"[-2.574997089930, -3.989704172742]",0.000000,no penalty,0.239199
71,[0.3878470],"[-2.564048758830, -3.955993528103]",0.000000,no penalty,0.239199
72,[0.4232909],"[-2.553100427730, -3.922282883463]",0.000000,no penalty,0.239199
73,[0.4587349],"[-2.542152096630, -3.888572238824]",0.000000,no penalty,0.239199
74,[0.4941788],"[-2.531203765530, -3.854861594185]",0.000000,no penalty,0.239199
75,[0.5296228],"[-2.520255434430, -3.821150949546]",0.000000,no penalty,0.239199
76,[0.5650667],"[-2.509307103330, -3.787440304906]",0.000000,no penalty,0.239199
77,[0.6005107],"[-2.498358772230, -3.753729660267]",0.000000,no penalty,0.239199
78,[0.6359546],"[-2.487410441130, -3.720019015628]",0.000000,no penalty,0.239199
79,[0.6713986],"[-2.476462110030, -3.686308370989]",0.000000,no penalty,0.239199
80,[0.7068425],"[-2.465513778930, -3.652597726349]",0.000000,no penalty,0.239199
81,[0.7422865],"[-2.454565447830, -3.618887081710]",0.000000,no penalty,0.239199
82,[0.7777304],"[-2.443617116731, -3.585176437071]",0.000000,no penalty,0.239199
83,[0.8131744],"[-2.432668785631, -3.551465792431]",0.000000,no penalty,0.239199
84,[0.8486183],"[-2.421720454531, -3.517755147792]",0.000000,no penalty,0.239199
85,[0.8840623],"[-2.410772123431, -3.484044503153]",0.000000,no penalty,0.239199
86,[0.9195062],"[-2.399823792331, -3.450333858514]",0.000000,no penalty,0.239199
87,[0.9549502],"[-2.388875461231, -3.416623213874]",0.000000,no penalty,0.239199
88,[0.9903941],"[-2.377927130131, -3.382912569235]",0.000000,no penalty,0.239199
89,[1.0258381],"[-2.366978799031, -3.349201924596]",0.000000,no penalty,0.239199
90,[1.0612820],"[-2.356030467931, -3.315491279957]",0.000000,no penalty,0.239199
91,[1.0967260],"[-2.345082136831, -3.281780635317]",0.000000,no penalty,0.239199
92,[1.1321699],"[-2.334133805731, -3.248069990678]",0.000000,no penalty,0.239199
93,[1.1676139],"[-2.323185474631, -3.214359346039]",0.000000,no penalty,0.239199
94,[1.2030578],"[-2.312237143531, -3.180648701399]",0.000000,no penalty,0.239199
95,[1.2385018],"[-2.301288812431, -3.146938056760]",0.000000,no penalty,0.239199
96,[1.2739457],"[-2.290340481331, -3.113227412121]",0.000000,no penalty,0.239199
97,[1.3093897],"[-2.279392150231, -3.079516767482]",0.000000,no penalty,0.239199
98,[1.3448336],"[-2.268443819131, -3.045806122842]",0.000000,no penalty,0.239199
99,[1.3802776],"[-2.257495488031, -3.012095478203]",0.000000,no penalty,0.239199
100,[1.4157215],"[-2.246547156931, -2.978384833564]",0.000000,no penalty,0.239199
101,[1.4511655],"[-2.235598825831, -2.944674188925]",0.000000,no penalty,0.239199
102,[1.4866094],"[-2.224650494731, -2.910963544285]",0.000000,no penalty,0.239199
103,[1.5220534],"[-2.213702163631, -2.877252899646]",0.000000,no penalty,0.239199
104,[1.5574973],"[-2.202753832531, -2.843542255007]",0.000000,no penalty,0.239199
105,[1.5929412],"[-2.191805501431, -2.809831610368]",0.000000,no penalty,0.239199
106,[1.6283852],"[-2.180857170331, -2.776120965728]",0.000000,no penalty,0.239199
107,[1.6638291],"[-2.169908839231, -2.742410321089]",0.000000,no penalty,0.239199
108,[1.6992731],"[-2.158960508131, -2.708699676450]",-2.595499,penalty,0.239199
109,[1.7347170],"[-2.148012177031, -2.674989031810]",-5.966563,penalty,0.239199
110,[1.7701610],"[-2.137063845931, -2.641278387171]",-9.337628,penalty,0.239199
111,[1.8056049],"[-2.126115514831, -2.607567742532]",-12.708692,penalty,0.239199
112,[1.8410489],"[-2.115167183731, -2.573857097893]",-16.079757,penalty,0.239199
113,[1.8764928],"[-2.104218852631, -2.540146453253]",-19.450821,penalty,0.239199
114,[1.9119368],"[-2.093270521531, -2.506435808614]",-22.821886,penalty,0.239199
115,[1.9473807],"[-2.082322190431, -2.472725163975]",-26.192950,penalty,0.239199
116,[1.9828247],"[-2.071373859331, -2.439014519336]",-29.564015,penalty,0.239199
