,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-8.0816784],"[-7.313991832923, -3.770638613367]",-680.274842,penalty,-1.278499
1,[-8.0462345],"[-7.295226841816, -3.740569549121]",-675.391437,penalty,-1.278499
2,[-8.0107906],"[-7.276461850709, -3.710500484875]",-670.508031,penalty,-1.278499
3,[-7.9753466],"[-7.257696859602, -3.680431420629]",-665.624625,penalty,-1.278499
4,[-7.9399027],"[-7.238931868495, -3.650362356384]",-660.741220,penalty,-1.278499
5,[-7.9044587],"[-7.220166877387, -3.620293292138]",-655.857814,penalty,-1.278499
6,[-7.8690148],"[-7.201401886280, -3.590224227892]",-650.974409,penalty,-1.278499
7,[-7.8335708],"[-7.182636895173, -3.560155163646]",-646.091003,penalty,-1.278499
8,[-7.7981269],"[-7.163871904066, -3.530086099401]",-641.207598,penalty,-1.278499
9,[-7.7626829],"[-7.145106912958, -3.500017035155]",-636.324192,penalty,-1.278499
10,[-7.7272390],"[-7.126341921851, -3.469947970909]",-631.440787,penalty,-1.278499
11,[-7.6917950],"[-7.107576930744, -3.439878906663]",-626.557381,penalty,-1.278499
12,[-7.6563511],"[-7.088811939637, -3.409809842418]",-621.673976,penalty,-1.278499
13,[-7.6209071],"[-7.070046948529, -3.379740778172]",-616.790570,penalty,-1.278499
14,[-7.5854632],"[-7.051281957422, -3.349671713926]",-611.907165,penalty,-1.278499
15,[-7.5500192],"[-7.032516966315, -3.319602649680]",-607.023759,penalty,-1.278499
16,[-7.5145753],"[-7.013751975208, -3.289533585435]",-602.140354,penalty,-1.278499
17,[-7.4791313],"[-6.994986984100, -3.259464521189]",-597.256948,penalty,-1.278499
18,[-7.4436874],"[-6.976221992993, -3.229395456943]",-592.373542,penalty,-1.278499
19,[-7.4082434],"[-6.957457001886, -3.199326392697]",-587.490137,penalty,-1.278499
20,[-7.3727995],"[-6.938692010779, -3.169257328452]",-582.606731,penalty,-1.278499
21,[-7.3373555],"[-6.919927019672, -3.139188264206]",-577.723326,penalty,-1.278499
22,[-7.3019116],"[-6.901162028564, -3.109119199960]",-572.839920,penalty,-1.278499
23,[-7.2664676],"[-6.882397037457, -3.079050135714]",-567.956515,penalty,-1.278499
24,[-7.2310237],"[-6.863632046350, -3.048981071469]",-563.073109,penalty,-1.278499
25,[-7.1955797],"[-6.844867055243, -3.018912007223]",-558.189704,penalty,-1.278499
26,[-7.1601358],"[-6.826102064135, -2.988842942977]",-553.306298,penalty,-1.278499
27,[-7.1246918],"[-6.807337073028, -2.958773878731]",-548.422893,penalty,-1.278499
28,[-7.0892479],"[-6.788572081921, -2.928704814486]",-543.539487,penalty,-1.278499
29,[-7.0538039],"[-6.769807090814, -2.898635750240]",-538.656082,penalty,-1.278499
