x,z,p,acqf,penalty,pacqf
[-4.25 -0.75],[0.8817903],[111.67998603],1.1537881928812122e-33,0.0,1.1537881928812122e-33
[-2.75  0.25],[2.6293163],[53.35022576],1.944304887930301e-37,0.0,1.944304887930301e-37
[ 0.25 -3.25],[2.0427568],[43.1221888],1.839655192510489e-35,0.0,1.839655192510489e-35
[-2.25 -2.75],[0.73812085],[111.9771473],1.2878614582754314e-33,0.0,1.2878614582754314e-33
[3.25 4.75],[9.990477],[121.50865477],5.742656385493946e-12,0.0,5.742656385493946e-12
[3.75 3.75],[9.583504],[101.03344815],5.1351330313118606e-14,0.0,5.1351330313118606e-14
[-4.75  3.25],[3.5150971],[128.87908852],1.17977021590753e-39,0.0,1.17977021590753e-39
[2.25 4.25],[8.949144],[70.86382932],2.5263408355578765e-16,0.0,2.5263408355578765e-16
[ 0.75 -1.75],[3.4910622],[121.02686166],1.2233948411782877e-39,0.0,1.2233948411782877e-39
[4.25 1.25],[8.063364],[107.65854508],1.897233748859612e-17,0.0,1.897233748859612e-17
[-1.25 -4.75],[-0.07582515],[49.86484295],7.131586565818852e-34,0.0,7.131586565818852e-34
[-1.75 -3.75],[0.3311478],[50.38595452],1.3979629204742482e-33,0.0,1.3979629204742482e-33
[ 1.75 -0.25],[5.2745056],[116.59060814],1.4883644742216862e-30,0.0,1.4883644742216862e-30
[ 1.25 -1.25],[4.197256],[121.45618665],1.898416221267032e-38,0.0,1.898416221267032e-38
[-0.25  2.25],[5.7892303],[108.18742116],4.55468879538911e-26,0.0,4.55468879538911e-26
[-0.75 -2.25],[2.1145914],[110.89715111],1.115858614107824e-35,0.0,1.115858614107824e-35
[-3.75  0.75],[2.3300955],[114.10064827],2.1979160775180908e-36,0.0,2.1979160775180908e-36
[-3.25  1.75],[3.4073448],[118.20545864],1.47893279926669e-39,0.0,1.47893279926669e-39
[4.75 2.75],[9.511669],[93.55054646],2.39546018273e-14,0.0,2.39546018273e-14
[ 2.75 -4.25],[2.9763367],[108.37994603],1.3419215362130596e-38,0.0,1.3419215362130596e-38
[-2.55523658 -4.37793398],[-0.67458034],[60.61066437],1.742001923620294e-36,0.0,1.742001923620294e-36
[-2.81137872 -4.22176933],[-0.7303749],[47.85477066],5.748312509043795e-37,0.0,5.748312509043795e-37
[-2.44276786 -4.44650364],[-0.6500815],[73.81440735],2.7320036077199306e-36,0.0,2.7320036077199306e-36
[-3.04500031 -4.91640854],[-1.4024656],[66.90139771],5.964396438880847e-45,0.0,5.964396438880847e-45
