x,z,p,acqf,penalty,pacqf
[-4.25 -0.75],[0.3957435],[111.67998603],9.2248922710918e-25,0.0,9.2248922710918e-25
[-2.75  0.25],[2.1030443],[53.35022576],4.155419611081381e-31,0.0,4.155419611081381e-31
[ 0.25 -3.25],[1.1588547],[43.1221888],2.3371617314880424e-27,0.0,2.3371617314880424e-27
[-2.25 -2.75],[0.03045285],[111.9771473],4.418927675723379e-24,0.0,4.418927675723379e-24
[3.25 4.75],[9.328501],[121.50865477],1.1499431812720225e-10,0.0,1.1499431812720225e-10
[3.75 3.75],[8.840924],[101.03344815],4.4050755958328767e-13,0.0,4.4050755958328767e-13
[-4.75  3.25],[3.260842],[128.87908852],7.096036410956784e-30,0.0,7.096036410956784e-30
[2.25 4.25],[8.322385],[70.86382932],6.660104967618551e-15,0.0,6.660104967618551e-15
[ 0.75 -1.75],[2.652547],[121.02686166],1.1919850878301257e-31,0.0,1.1919850878301257e-31
[4.25 1.25],[7.164587],[107.65854508],1.4604974764422208e-15,0.0,1.4604974764422208e-15
[-1.25 -4.75],[-0.94469994],[49.86484295],3.688086534213151e-24,0.0,3.688086534213151e-24
[-1.75 -3.75],[-0.45712352],[50.38595452],9.082514149327141e-24,0.0,9.082514149327141e-24
[ 1.75 -0.25],[4.4511704],[116.59060814],7.924284521060515e-23,0.0,7.924284521060515e-23
[ 1.25 -1.25],[3.3537316],[121.45618665],2.0348522286113746e-29,0.0,2.0348522286113746e-29
[-0.25  2.25],[5.212714],[108.18742116],5.349046446306201e-19,0.0,5.349046446306201e-19
[-0.75 -2.25],[1.3414998],[110.89715111],3.779681610184461e-28,0.0,3.779681610184461e-28
[-3.75  0.75],[1.8894356],[114.10064827],1.9516157295148613e-30,0.0,1.9516157295148613e-30
[-3.25  1.75],[2.986874],[118.20545864],5.755481813326667e-31,0.0,5.755481813326667e-31
[4.75 2.75],[8.658279],[93.55054646],7.482826655618054e-14,0.0,7.482826655618054e-14
[ 2.75 -4.25],[1.8910027],[108.37994603],1.927002294144593e-30,0.0,1.927002294144593e-30
[-2.55523658 -4.37793398],[-1.4458493],[60.61066437],3.7387095637305367e-25,0.0,3.7387095637305367e-25
[-2.81137872 -4.22176933],[-1.478299],[47.85477066],3.285948570817947e-25,0.0,3.285948570817947e-25
[-2.44276786 -4.44650364],[-1.4316008],[73.81440735],3.9721132940590877e-25,0.0,3.9721132940590877e-25
[-3.04500031 -4.91640854],[-2.1712828],[66.90139771],4.452335990242252e-22,0.0,4.452335990242252e-22
[-3.02806807 -4.92728567],[-2.1695766],[66.26763916],4.211974849001599e-22,0.0,4.211974849001599e-22
[-3.42924881 -4.66957617],[-2.2100048],[64.94470215],1.6242354032621667e-21,0.0,1.6242354032621667e-21
[-3.20860195 -4.9999876 ],[-2.337294],[66.96813202],2.0093524665080335e-19,0.0,2.0093524665080335e-19
[-3.47367954 -4.82406664],[-2.3595364],[87.39178467],4.983768880589157e-19,0.0,4.983768880589157e-19
[-3.60098839 -4.73957729],[-2.3702188],[67.64946747],7.744450076821708e-19,0.0,7.744450076821708e-19
[-3.30067468 -4.99992275],[-2.3933945],[70.28611755],2.0351383988634884e-18,0.0,2.0351383988634884e-18
[-3.60719705 -4.79168701],[-2.4153025],[77.58226013],5.119211476476622e-18,0.0,5.119211476476622e-18
[-3.3148489 -4.9902935],[-2.3944075],[71.08956909],2.1246369169311597e-18,0.0,2.1246369169311597e-18
[-2.50051546 -3.78041673],[-0.9389399],[94.02774811],3.7631811277349706e-24,0.0,3.7631811277349706e-24
[-3.08968353 -3.37714863],[-0.9786584],[115.34157562],3.255031019740664e-24,0.0,3.255031019740664e-24
[-1.72212553 -4.31320143],[-0.8864653],[60.03807068],4.4866086908815956e-24,0.0,4.4866086908815956e-24
[-3.30537033 -4.99961853],[-2.396017],[70.51244354],2.2717537474003166e-18,0.0,2.2717537474003166e-18
[-3.33626819 -4.97867727],[-2.3982644],[72.10201263],2.496672001009617e-18,0.0,2.496672001009617e-18
[-4.17748976 -4.4085269 ],[-2.4594452],[83.08187866],3.33704269399763e-17,0.0,3.33704269399763e-17
[-3.35786057 -4.99201202],[-2.4220006],[72.21579742],6.794924142516109e-18,0.0,6.794924142516109e-18
[-3.44943404 -4.92923784],[-2.428099],[78.45144653],8.796446069139652e-18,0.0,8.796446069139652e-18
[-3.66946721 -4.77840424],[-2.4427521],[70.69231415],1.6391055533584867e-17,0.0,1.6391055533584867e-17
[-3.39109373 -4.99784279],[-2.4468892],[72.96128082],1.954640876976921e-17,0.0,1.954640876976921e-17
[-3.47278929 -4.94142151],[-2.451998],[78.62025452],2.429538126318959e-17,0.0,2.429538126318959e-17
[-3.52484965 -4.90546703],[-2.4552536],[83.24240875],2.791129776345698e-17,0.0,2.791129776345698e-17
[-2.33262038 -3.45209026],[-0.5763459],[101.74038696],8.502436860663739e-24,0.0,8.502436860663739e-24
[-2.85671616 -3.08989453],[-0.60892934],[114.82279968],8.211189795782973e-24,0.0,8.211189795782973e-24
[-3.1129632  -2.91280556],[-0.62486047],[117.64095306],8.047390919630608e-24,0.0,8.047390919630608e-24
[-3.45313358 -4.99424887],[-2.4818769],[75.06719208],8.67717358788228e-17,0.0,8.67717358788228e-17
[-3.50173235 -4.96032619],[-2.4846315],[78.61190796],9.764285993971086e-17,0.0,9.764285993971086e-17
[-4.0435729 -4.5821147],[-2.5153441],[53.10005951],3.604757407582228e-16,0.0,3.604757407582228e-16
[-3.53304625 -4.99149847],[-2.5284328],[78.02925873],6.274223477774931e-16,0.0,6.274223477774931e-16
[-4.00199795 -4.65113878],[-2.544691],[51.71977615],1.2450922774166447e-15,0.0,1.2450922774166447e-15
[-3.95880008 -4.6824913 ],[-2.5431938],[52.28097916],1.169238946985082e-15,0.0,1.169238946985082e-15
[-3.65121794 -4.99074459],[-2.5999036],[82.76416779],1.2346218121098105e-14,0.0,1.2346218121098105e-14
[-3.70076013 -4.95262003],[-2.5999036],[87.53586578],1.2346218121098105e-14,0.0,1.2346218121098105e-14
[-3.97016263 -4.74530554],[-2.5999036],[55.61611938],1.2346218121098105e-14,0.0,1.2346218121098105e-14
