x,z,p,acqf,penalty,pacqf
[-4.25 -0.75],[0.492468],[111.67998603],1.7654470723937043e-14,0.0,1.7654470723937043e-14
[-2.75  0.25],[-1.1528172],[53.35022576],3.0418965775050935e-29,0.0,3.0418965775050935e-29
[ 0.25 -3.25],[0.21155775],[43.1221888],6.947129649972538e-17,0.0,6.947129649972538e-17
[-2.25 -2.75],[1.1199336],[111.9771473],2.615979204723482e-10,0.0,2.615979204723482e-10
[3.25 4.75],[-8.157136],[121.50865477],5.040836003327579e-10,0.0,5.040836003327579e-10
[3.75 3.75],[-7.5770926],[101.03344815],1.6919094240464364e-13,0.0,1.6919094240464364e-13
[-4.75  3.25],[-2.6266367],[128.87908852],8.500111400321674e-29,0.0,8.500111400321674e-29
[2.25 4.25],[-7.2013383],[70.86382932],1.1240397494733879e-14,0.0,1.1240397494733879e-14
[ 0.75 -1.75],[-1.3242835],[121.02686166],2.736009578343497e-30,0.0,2.736009578343497e-30
[4.25 1.25],[-5.7275186],[107.65854508],1.7096591281447418e-13,0.0,1.7096591281447418e-13
[-1.25 -4.75],[2.2800202],[49.86484295],3.4636862824352726e-07,0.0,3.4636862824352726e-07
[-1.75 -3.75],[1.6999769],[50.38595452],4.789893100619766e-08,0.0,4.789893100619766e-08
[ 1.75 -0.25],[-3.1264353],[116.59060814],6.390240292524277e-25,0.0,6.390240292524277e-25
[ 1.25 -1.25],[-2.013771],[121.45618665],1.2493145425743065e-31,0.0,1.2493145425743065e-31
[-0.25  2.25],[-4.177078],[108.18742116],1.5458364948575804e-17,0.0,1.5458364948575804e-17
[-0.75 -2.25],[-0.10217495],[110.89715111],7.793158699851473e-20,0.0,7.793158699851473e-20
[-3.75  0.75],[-1.0433732],[114.10064827],1.8434436142444945e-28,0.0,1.8434436142444945e-28
[-3.25  1.75],[-2.1560376],[118.20545864],2.8292921894863704e-31,0.0,2.8292921894863704e-31
[4.75 2.75],[-7.26336],[93.55054646],1.4339305790228567e-14,0.0,1.4339305790228567e-14
[ 2.75 -4.25],[-0.273641],[108.37994603],1.6689411224015709e-21,0.0,1.6689411224015709e-21
[-2.55523658 -4.37793398],[2.6603172],[60.61066437],3.306130778486435e-07,0.0,3.306130778486435e-07
[-2.70729232 -4.59734344],[2.9270034],[72.29985046],3.413515154856373e-07,0.0,3.413515154856373e-07
[-2.83679008 -4.80325031],[3.1702468],[65.76197052],8.81963658423994e-07,0.0,8.81963658423994e-07
[-2.97283673 -4.99847078],[3.4079337],[60.84605026],7.534242299271096e-06,0.0,7.534242299271096e-06
[-2.98852539 -4.99906969],[3.4167967],[61.17208099],8.30405259132965e-06,0.0,8.30405259132965e-06
[-3.00123096 -4.99999046],[3.424343],[61.41567993],9.02714891954258e-06,0.0,9.02714891954258e-06
[-3.01089382 -4.99987316],[3.4293904],[61.64964676],9.54938592107555e-06,0.0,9.54938592107555e-06
[-3.01885247 -4.99999905],[3.4337358],[61.8315506],1.0024052813195702e-05,0.0,1.0024052813195702e-05
[-3.02511954 -4.99973822],[3.4368532],[61.99708557],1.0379778776389808e-05,0.0,1.0379778776389808e-05
[-3.03050566 -4.99991226],[3.4398694],[62.11681747],1.0737496591265546e-05,0.0,1.0737496591265546e-05
[-3.03470278 -4.99966049],[3.4418917],[62.2336998],1.0984671792376321e-05,0.0,1.0984671792376321e-05
[-3.03851271 -4.99998951],[3.4441993],[62.30685806],1.127456944072713e-05,0.0,1.127456944072713e-05
[-3.04150414 -4.99998951],[3.4457927],[62.38001633],1.1478714923007295e-05,0.0,1.1478714923007295e-05
[-3.04398966 -4.99999189],[3.4471185],[62.44084167],1.1651624181549075e-05,0.0,1.1651624181549075e-05
