x,z,p,acqf,penalty,pacqf
[-4.25 -0.75],[-1.1218859],[111.67998603],1.460398411240253e-10,0.0,1.460398411240253e-10
[-2.75  0.25],[0.54820377],[53.35022576],3.2506710117480776e-23,0.0,3.2506710117480776e-23
[ 0.25 -3.25],[-0.66108936],[43.1221888],1.2590166073894873e-13,0.0,1.2590166073894873e-13
[-2.25 -2.75],[-1.6523557],[111.9771473],5.1762299574568465e-08,0.0,5.1762299574568465e-08
[3.25 4.75],[7.64215],[121.50865477],8.8945933888337e-09,0.0,8.8945933888337e-09
[3.75 3.75],[7.0959444],[101.03344815],1.8568746815240435e-11,0.0,1.8568746815240435e-11
[-4.75  3.25],[1.9058502],[128.87908852],3.172027939982884e-24,0.0,3.172027939982884e-24
[2.25 4.25],[6.66662],[70.86382932],3.672639093921573e-12,0.0,3.672639093921573e-12
[ 0.75 -1.75],[0.8606467],[121.02686166],5.963857842199233e-25,0.0,5.963857842199233e-25
[4.25 1.25],[5.3089733],[107.65854508],3.6669262811901867e-10,0.0,3.6669262811901867e-10
[-1.25 -4.75],[-2.7447674],[49.86484295],7.069528156959273e-06,0.0,7.069528156959273e-06
[-1.75 -3.75],[-2.1985617],[50.38595452],1.8877043059287172e-06,0.0,1.8877043059287172e-06
[ 1.75 -0.25],[2.6633537],[116.59060814],3.5946984803771876e-19,0.0,3.5946984803771876e-19
[ 1.25 -1.25],[1.5552061],[121.45618665],1.1750111355539352e-25,0.0,1.1750111355539352e-25
[-0.25  2.25],[3.6074116],[108.18742116],1.4153171461987078e-13,0.0,1.4153171461987078e-13
[-0.75 -2.25],[-0.39585444],[110.89715111],1.0717285619599634e-15,0.0,1.0717285619599634e-15
[-3.75  0.75],[0.39985],[114.10064827],3.5439780552934387e-22,0.0,3.5439780552934387e-22
[-3.25  1.75],[1.5079978],[118.20545864],9.155871514854636e-26,0.0,9.155871514854636e-26
[4.75 2.75],[6.830709],[93.55054646],4.333195156069131e-12,0.0,4.333195156069131e-12
[ 2.75 -4.25],[-0.08341169],[108.37994603],2.7226364606952877e-18,0.0,2.7226364606952877e-18
[-2.55523658 -4.37793398],[-3.1704702],[60.61066437],6.516612742867786e-06,0.0,6.516612742867786e-06
[-2.81137872 -4.22176933],[-3.1852314],[47.85477066],6.475734294433551e-06,0.0,6.475734294433551e-06
[-2.44276786 -4.44650364],[-3.1639886],[73.81440735],6.53574432876154e-06,0.0,6.53574432876154e-06
[-3.04500031 -4.91640854],[-3.8911026],[66.90139771],3.527985043989159e-05,0.0,3.527985043989159e-05
[-3.02806807 -4.92728567],[-3.890585],[66.26763916],3.5171293254501106e-05,0.0,3.5171293254501106e-05
[-3.42924881 -4.66957617],[-3.9028537],[64.94470215],3.786756396266745e-05,0.0,3.786756396266745e-05
[-3.20860195 -4.9999876 ],[-4.0521717],[66.96813202],9.961954996243126e-05,0.0,9.961954996243126e-05
[-3.47367954 -4.82406664],[-4.055612],[87.39178467],0.0001019730827125153,0.0,0.0001019730827125153
[-3.60098839 -4.73957729],[-4.057265],[67.64946747],0.00010312516747164294,0.0,0.00010312516747164294
[-3.30067468 -4.99992275],[-4.1038575],[70.28611755],0.00014174435988173012,0.0,0.00014174435988173012
[-3.60719705 -4.79168701],[-4.1038575],[77.58226013],0.00014174435988173012,0.0,0.00014174435988173012
[-3.3148489 -4.9902935],[-4.1038575],[71.08956909],0.00014174435988173012,0.0,0.00014174435988173012
