x,z,p,acqf,penalty,pacqf
[2.75 1.25],[-3.296561],[-259.32159818],4.4932771474476766e-23,0.0,4.4932771474476766e-23
[-3.25  2.75],[1.0582736],[-199.13727311],4.466843426534881e-23,0.0,4.466843426534881e-23
[0.75 3.25],[-2.6220808],[-166.87364979],4.480094026493028e-23,0.0,4.480094026493028e-23
[0.25 0.25],[-0.64015436],[-215.59007859],4.467207005048792e-23,0.0,4.467207005048792e-23
[4.25 0.75],[-4.3205085],[-138.65391208],4.51743919751114e-23,0.0,4.51743919751114e-23
[-1.25  2.25],[-0.39333797],[-165.79644514],4.466081055711792e-23,0.0,4.466081055711792e-23
[-0.25 -0.75],[0.30559692],[-222.33431346],4.467196114731591e-23,0.0,4.467196114731591e-23
[-1.75  4.25],[-1.001849],[-175.11887143],4.467848911124398e-23,0.0,4.467848911124398e-23
[-2.75 -1.75],[2.9620037],[-124.4326751],4.494683786467761e-23,0.0,4.494683786467761e-23
[-2.25 -2.25],[2.7933834],[-251.58165637],4.493039883059685e-23,0.0,4.493039883059685e-23
[-0.75 -3.75],[2.2875233],[-190.77420103],4.481797481571009e-23,0.0,4.481797481571009e-23
[-4.25 -0.25],[3.467864],[-71.34721007],4.5066977674344796e-23,0.0,4.5066977674344796e-23
[3.75 3.75],[-5.4471073],[-208.40844434],4.552068711900676e-23,0.0,4.552068711900676e-23
[-4.75 -1.25],[4.413615],[-244.21438106],4.5303329673046705e-23,0.0,4.5303329673046705e-23
[2.25 1.75],[-3.127941],[-128.12446043],4.492499448585025e-23,0.0,4.492499448585025e-23
[ 3.25 -4.75],[-0.61569977],[-170.75070124],4.4678774616068174e-23,0.0,4.4678774616068174e-23
[1.75 4.75],[-4.2545395],[-133.61129632],4.517310717072597e-23,0.0,4.517310717072597e-23
[ 4.75 -3.25],[-2.6758225],[-153.59115234],4.48199919548585e-23,0.0,4.48199919548585e-23
[ 1.25 -2.75],[0.05878031],[-192.88412356],4.465347344651176e-23,0.0,4.465347344651176e-23
[-3.75 -4.25],[5.11255],[-104.04137675],4.552682415289233e-23,0.0,4.552682415289233e-23
[4.27329826 2.63454556],[-5.316796],[-80.36997223],4.54632470917672e-23,0.0,4.54632470917672e-23
[-4.02611446 -2.5573101 ],[4.471757],[-221.96838379],4.531861247858048e-23,0.0,4.531861247858048e-23
[-4.26288891 -2.6385901 ],[4.716387],[-211.53930664],4.5388892094603055e-23,0.0,4.5388892094603055e-23
[-4.48613024 -2.72926784],[4.9543104],[-212.13136292],4.546703485515533e-23,0.0,4.546703485515533e-23
[-4.69458675 -2.81934762],[5.1792784],[-201.59382629],4.5528766197047313e-23,0.0,4.5528766197047313e-23
[-4.86990786 -2.92332053],[5.3831024],[-9.72360992],4.5605553420401155e-23,0.0,4.5605553420401155e-23
[-4.99137592 -3.00826883],[5.5310082],[56.78436279],4.5660508936146327e-23,0.0,4.5660508936146327e-23
[-0.86473477 -0.52870762],[0.7167478],[-8.75953293],4.4676409246653605e-23,0.0,4.4676409246653605e-23
[3.41871405 2.06613278],[-4.291359],[-193.6075592],4.5180527146423705e-23,0.0,4.5180527146423705e-23
[3.52368641 2.12729025],[-4.4128294],[-184.64318848],4.5201020790541845e-23,0.0,4.5201020790541845e-23
[3.70440722 2.23759341],[-4.624552],[-227.6197052],4.5263687938650964e-23,0.0,4.5263687938650964e-23
[3.87196755 2.32074404],[-4.8109503],[-57.63354111],4.533323920566076e-23,0.0,4.533323920566076e-23
[3.98762679 2.39636421],[-4.9490547],[3.47457671],4.5345307505843427e-23,0.0,4.5345307505843427e-23
[4.08964634 2.46335244],[-5.07102],[-75.39316559],4.5400957432621025e-23,0.0,4.5400957432621025e-23
[-0.56388628 -0.34633851],[0.36494058],[-171.13624573],4.4671325740347773e-23,0.0,4.4671325740347773e-23
[-0.5522747  -0.33910322],[0.35126036],[-182.17189026],4.466462225017382e-23,0.0,4.466462225017382e-23
[-0.55508471 -0.34107131],[0.3546835],[-177.75521851],4.466335165004905e-23,0.0,4.466335165004905e-23
[-0.55241477 -0.33969027],[0.3516843],[-182.14326477],4.465919018525964e-23,0.0,4.465919018525964e-23
[-0.55028063 -0.33861387],[0.34930125],[-178.75498962],4.466906963256025e-23,0.0,4.466906963256025e-23
[-0.6125648  -0.37665933],[0.4222855],[-20.4366684],4.4672596563215255e-23,0.0,4.4672596563215255e-23
[-4.40285921 -2.68324542],[4.8592424],[-242.69046021],4.543971699323988e-23,0.0,4.543971699323988e-23
[-4.50853777 -2.7358644 ],[4.9768934],[-199.77764893],4.545992389012845e-23,0.0,4.545992389012845e-23
