x,z,p,acqf,penalty,pacqf
[2.75 1.25],[-3.6839566],[-259.32159818],6.44125130588998e-28,0.0,6.44125130588998e-28
[-3.25  2.75],[0.6755223],[-199.13727311],6.397699534835438e-28,0.0,6.397699534835438e-28
[0.75 3.25],[-3.0065703],[-166.87364979],6.426497899439731e-28,0.0,6.426497899439731e-28
[0.25 0.25],[-1.0270861],[-215.59007859],6.4047328349741625e-28,0.0,6.4047328349741625e-28
[4.25 0.75],[-4.7091784],[-138.65391208],6.464286247210662e-28,0.0,6.464286247210662e-28
[-1.25  2.25],[-0.77763736],[-165.79644514],6.402494789722574e-28,0.0,6.402494789722574e-28
[-0.25 -0.75],[-0.08196621],[-222.33431346],6.400787487960514e-28,0.0,6.400787487960514e-28
[-1.75  4.25],[-1.3840641],[-175.11887143],6.408314326937899e-28,0.0,6.408314326937899e-28
[-2.75 -1.75],[2.5749044],[-124.4326751],6.41646373354883e-28,0.0,6.41646373354883e-28
[-2.25 -2.25],[2.4055576],[-251.58165637],6.409131400829051e-28,0.0,6.409131400829051e-28
[-0.75 -3.75],[1.897518],[-190.77420103],6.40392111206233e-28,0.0,6.40392111206233e-28
[-4.25 -0.25],[3.0829442],[-71.34721007],6.419034814208807e-28,0.0,6.419034814208807e-28
[3.75 3.75],[-5.8327875],[-208.40844434],6.494448519935072e-28,0.0,6.494448519935072e-28
[-4.75 -1.25],[4.028064],[-244.21438106],6.432096317819584e-28,0.0,6.432096317819584e-28
[2.25 1.75],[-3.5146098],[-128.12446043],6.432581893389616e-28,0.0,6.432581893389616e-28
[ 3.25 -4.75],[-1.0088015],[-170.75070124],6.4047328349741625e-28,0.0,6.4047328349741625e-28
[1.75 4.75],[-4.638219],[-133.61129632],6.467161172210197e-28,0.0,6.467161172210197e-28
[ 4.75 -3.25],[-3.068388],[-153.59115234],6.427599738746902e-28,0.0,6.427599738746902e-28
[ 1.25 -2.75],[-0.33141494],[-192.88412356],6.402047284884087e-28,0.0,6.402047284884087e-28
[-3.75 -4.25],[4.7237353],[-104.04137675],6.4480116303128175e-28,0.0,6.4480116303128175e-28
[4.27329826 2.63454556],[-5.7037725],[-80.36997223],6.485299684469379e-28,0.0,6.485299684469379e-28
[4.25878    2.65805697],[-5.703506],[-28.31081581],6.488678032222738e-28,0.0,6.488678032222738e-28
[4.51236057 2.24739766],[-5.7081537],[-192.3714447],6.487440546318529e-28,0.0,6.487440546318529e-28
[-3.78128791 -2.23057437],[3.7061028],[-227.04188538],6.432586415501763e-28,0.0,6.432586415501763e-28
[-3.93169022 -1.97469831],[3.702494],[-193.4493103],6.430218318959679e-28,0.0,6.430218318959679e-28
[-3.86708546 -2.08460927],[3.704044],[-225.96182251],6.429359100301615e-28,0.0,6.429359100301615e-28
[-4.38222837 -2.42441368],[4.3206835],[-247.18255615],6.438557076835124e-28,0.0,6.438557076835124e-28
[-4.50189257 -2.20949793],[4.31195],[-241.23088074],6.44252513993376e-28,0.0,6.44252513993376e-28
[-4.23308754 -2.69226885],[4.3315673],[-230.38798523],6.445183721570129e-28,0.0,6.445183721570129e-28
[-4.87606812 -2.69888711],[4.8853016],[-138.92359924],6.457518475275813e-28,0.0,6.457518475275813e-28
[-4.43321133 -3.49561548],[4.918325],[-224.26869202],6.456534581661162e-28,0.0,6.456534581661162e-28
[-4.42391586 -3.51233935],[4.9190183],[-228.1789856],6.453994369798165e-28,0.0,6.453994369798165e-28
[-4.99998379 -2.98072362],[5.1371183],[57.47424316],6.462115170720453e-28,0.0,6.462115170720453e-28
[-4.88507509 -3.17529154],[5.139398],[45.31920242],6.466261199171451e-28,0.0,6.466261199171451e-28
[-4.73853683 -3.42341614],[5.1423054],[-181.38473511],6.463263607462485e-28,0.0,6.463263607462485e-28
[-1.00099468 -0.64033204],[0.5040733],[-106.63582611],6.398187056774538e-28,0.0,6.398187056774538e-28
[-1.165622   -0.36503294],[0.502594],[-191.62802124],6.396478951103875e-28,0.0,6.396478951103875e-28
[-0.6111446 -1.2922616],[0.5075765],[-61.82791901],6.399446353401868e-28,0.0,6.399446353401868e-28
[3.09715891 1.80315316],[-4.2671623],[-234.75747681],6.4458754485014725e-28,0.0,6.4458754485014725e-28
[3.6066196  0.95239443],[-4.2632003],[-162.25704956],6.445507119980153e-28,0.0,6.445507119980153e-28
[2.50434613 2.79310322],[-4.271773],[-235.79518127],6.454316483097127e-28,0.0,6.454316483097127e-28
[3.39832544 2.08188152],[-4.669077],[-198.03445435],6.4606741830669715e-28,0.0,6.4606741830669715e-28
[3.44286156 2.0100379 ],[-4.6700377],[-191.0333252],6.462191634739173e-28,0.0,6.462191634739173e-28
[3.56386352 1.81484258],[-4.672649],[-185.36064148],6.4607972412903e-28,0.0,6.4607972412903e-28
[-4.64161301 -2.88785219],[4.7823663],[-199.77763367],6.455879151488674e-28,0.0,6.455879151488674e-28
[-4.74837542 -2.71397972],[4.783818],[-190.16304016],6.449403311127283e-28,0.0,6.449403311127283e-28
[-4.90519094 -2.45859098],[4.7859497],[-166.50683594],6.450756580829725e-28,0.0,6.450756580829725e-28
[3.43391228 2.09421587],[-4.7059135],[-190.53483582],6.465804527523019e-28,0.0,6.465804527523019e-28
[3.50436783 1.97974944],[-4.707015],[-178.33590698],6.464163123553028e-28,0.0,6.464163123553028e-28
[4.26326942 0.74678898],[-4.718875],[-150.22612],6.462560901697538e-28,0.0,6.462560901697538e-28
[-4.8055234  -2.97809863],[4.969327],[-25.63289833],6.4572724879350905e-28,0.0,6.4572724879350905e-28
[-4.89239597 -2.83486819],[4.969603],[15.11879063],6.452886251973112e-28,0.0,6.452886251973112e-28
[-4.69507122 -3.16020513],[4.968976],[-190.15136719],6.452394633757876e-28,0.0,6.452394633757876e-28
[3.48680711 2.06402159],[-4.735569],[-165.16390991],6.46929617548709e-28,0.0,6.46929617548709e-28
[3.72656727 1.6708796 ],[-4.7374477],[-137.79634094],6.4656813754113025e-28,0.0,6.4656813754113025e-28
[3.71353292 1.69225252],[-4.7373457],[-134.81745911],6.4640400022174295e-28,0.0,6.4640400022174295e-28
[3.72661448 2.16804838],[-4.994615],[-222.38406372],6.473570061905073e-28,0.0,6.473570061905073e-28
[3.62411189 2.33767819],[-4.994615],[-227.6849823],6.473570061905073e-28,0.0,6.473570061905073e-28
[3.8965621 1.8868053],[-4.994615],[-140.45257568],6.473570061905073e-28,0.0,6.473570061905073e-28
