x,z,p,acqf,penalty,pacqf
[4.75 4.75],[-4.0853553],[148.9741192],208.58305151053543,-4.072418,-4.072418212890625
[-4.75  1.75],[3.5400193],[9446.97064861],1.6412730233753124e-14,0.0,1.6412730233753124e-14
[ 0.25 -1.75],[3.8140974],[1079.74899399],4.593499980070225e-07,0.0,4.593499980070225e-07
[-3.75  3.75],[1.3156087],[727.30933293],98.49721449274976,0.0,98.49721449274976
[-0.25  3.25],[-0.13864404],[296.32178911],187.03257356827916,0.0,187.03257356827916
[2.25 2.25],[-0.6347234],[-0.53666452],105.58730875522595,0.0,105.58730875522595
[2.75 4.25],[-2.5910864],[80.10340094],233.89123937817465,0.0,233.89123937817465
[ 3.75 -0.75],[1.0936077],[239.23001243],137.95291109984655,0.0,137.95291109984655
[-3.25  0.75],[3.5800347],[6719.6654869],4.165920902431017e-14,0.0,4.165920902431017e-14
[ 0.75 -3.25],[4.812287],[3588.78296806],6.753513855837485e-05,0.0,6.753513855837485e-05
[-1.25 -4.75],[7.150713],[7416.69332725],1.4380101093702555e-20,0.0,1.4380101093702555e-20
[-2.75 -2.75],[6.2665396],[13190.30263562],2.249128587339708e-38,0.0,2.249128587339708e-38
[-4.25 -2.25],[6.648603],[11780.61113676],5.167039539299993e-53,0.0,5.167039539299993e-53
[-2.25 -1.25],[4.7322555],[3379.29733611],0.00021979317955550886,0.0,0.00021979317955550886
[1.25 0.25],[1.5896871],[187.03608295],150.5745301041729,0.0,150.5745301041729
[ 4.25 -3.75],[3.3580337],[576.85770824],8.597780901544086e-11,0.0,8.597780901544086e-11
[3.25 1.25],[-0.32666045],[38.77613552],136.9463344853021,0.0,136.9463344853021
[1.75 2.75],[-0.78875494],[14.85498533],146.63950943398933,0.0,146.63950943398933
[-0.75 -0.25],[3.0839553],[2772.10264973],0.01641082492326139,0.0,0.01641082492326139
[-1.75 -4.25],[6.9966817],[8694.53564329],5.917932439036523e-37,0.0,5.917932439036523e-37
[2.99915361 3.33815384],[-1.9549143],[-26.19082832],138.71200136550712,0.0,138.71200136550712
[3.08519292 3.26248884],[-1.9371665],[-24.82301331],140.5364517126469,0.0,140.5364517126469
[2.64811707 3.64686418],[-2.0273256],[-0.36304036],133.8691079708038,0.0,133.8691079708038
[1.98350453 2.32034016],[-0.5512348],[6.05758572],100.47409963281137,0.0,100.47409963281137
[1.64282537 2.60203767],[-0.6063956],[-5.83607197],102.13064810218091,0.0,102.13064810218091
[1.4712317  2.74392343],[-0.6341791],[3.37708807],105.5052282217606,0.0,105.5052282217606
[3.82702732 4.77327871],[-3.6102052],[209.88912964],138.40209755528824,-0.061397552,-0.061397552490234375
[3.54757524 4.99592638],[-3.6483421],[185.17585754],134.57534891670304,-0.38333893,-0.38333892822265625
[4.2601819  4.42817116],[-3.551092],[206.6137085],149.88975543697597,0.0,149.88975543697597
[2.38218474 2.97973204],[-1.3215959],[-16.45302391],172.04360474813325,0.0,172.04360474813325
[2.22104478 3.10603571],[-1.3418299],[-29.80399895],169.37155702253028,0.0,169.37155702253028
[1.69234776 3.52043533],[-1.4082168],[-22.00726509],163.03764860346985,0.0,163.03764860346985
[2.37452078 3.14730716],[-1.4589472],[-28.92492104],161.1342078838279,0.0,161.1342078838279
[2.1431067  3.31677532],[-1.4779452],[-35.20252609],161.03600645196772,0.0,161.03600645196772
[2.47053599 3.0769937 ],[-1.4510648],[-31.3284626],161.26655364324253,0.0,161.26655364324253
[1.90560508 2.56268835],[-0.71405345],[44.88716888],123.50572484187857,0.0,123.50572484187857
[2.20184994 2.35511827],[-0.69764686],[55.28370285],118.9905795654983,0.0,118.9905795654983
[2.8644774  1.89083481],[-0.66094947],[18.62598991],110.30207650168353,0.0,110.30207650168353
[2.78491974 3.78654742],[-2.2185795],[-1.4970659],145.76849205936256,0.0,145.76849205936256
[2.19610786 4.19182348],[-2.2450376],[18.34926224],150.00662270007058,0.0,150.00662270007058
[2.22266245 4.17354584],[-2.2438443],[17.48152733],149.8039417519788,0.0,149.8039417519788
[2.56180573 3.60061026],[-1.942009],[2.44316602],140.01901660087893,0.0,140.01901660087893
[2.23614049 3.81542182],[-1.9487565],[-17.39427948],139.32226156017956,0.0,139.32226156017956
[2.89241934 3.38253474],[-1.9351592],[-6.83602619],140.7564372038612,0.0,140.7564372038612
[1.80203247 2.45720482],[-0.56948394],[-5.69978189],100.29780466555532,0.0,100.29780466555532
[2.62013316 1.92412066],[-0.5580563],[-4.84357882],100.32916012981853,0.0,100.32916012981853
[2.55437136 1.96697187],[-0.5589749],[1.30685687],100.31777085427963,0.0,100.31777085427963
[1.28587818 1.5821166 ],[0.44593623],[133.04629517],324.42273635986726,0.0,324.42273635986726
[1.15515387 1.66513503],[0.44593623],[95.53207397],324.42304151287595,0.0,324.42304151287595
[1.68337727 1.32967901],[0.44593623],[69.29567719],324.42273635986726,0.0,324.42273635986726
