x,z,p,acqf,penalty,pacqf
[4.75 4.75],[-3.9705493],[148.9741192],160.01385732876415,-4.458685,-4.458684921264648
[-4.75  1.75],[2.8822646],[9446.97064861],2.7844959646773045e-19,0.0,2.7844959646773045e-19
[ 0.25 -1.75],[3.8429382],[1079.74899399],2.0509204956194917,0.0,2.0509204956194917
[-3.75  3.75],[0.64633167],[727.30933293],86.36263451487102,0.0,86.36263451487102
[-0.25  3.25],[-0.4348011],[296.32178911],109.35006144888867,0.0,109.35006144888867
[2.25 2.25],[-0.6289277],[-0.53666452],83.92837414969786,0.0,83.92837414969786
[2.75 4.25],[-2.6461782],[80.10340094],117.91458723471679,0.0,117.91458723471679
[ 3.75 -0.75],[1.4128785],[239.23001243],109.69733413761193,0.0,109.69733413761193
[-3.25  0.75],[3.1255026],[6719.6654869],9.919858941461065e-15,0.0,9.919858941461065e-15
[ 0.75 -3.25],[4.9731827],[3588.78296806],0.00011191648362329652,0.0,0.00011191648362329652
[-1.25 -4.75],[7.1968374],[7416.69332725],3.738563941306881e-20,0.0,3.738563941306881e-20
[-2.75 -2.75],[6.0543156],[13190.30263562],8.200066572412462e-58,0.0,8.200066572412462e-58
[-4.25 -2.25],[6.26072],[11780.61113676],4.32670934691341e-61,0.0,4.32670934691341e-61
[-2.25 -1.25],[4.4867067],[3379.29733611],0.06307936432477608,0.0,0.06307936432477608
[1.25 0.25],[1.6070052],[187.03608295],60.568666816891785,0.0,60.568666816891785
[ 4.25 -3.75],[3.8920493],[576.85770824],4.117957483627221,0.0,4.117957483627221
[3.25 1.25],[-0.16700768],[38.77613552],140.02620634453442,0.0,140.02620634453442
[1.75 2.75],[-0.85988766],[14.85498533],140.47676055493557,0.0,140.47676055493557
[-0.75 -0.25],[2.931376],[2772.10264973],3.185134022931167e-21,0.0,3.185134022931167e-21
[-1.75 -4.25],[6.9658775],[8694.53564329],4.4227377786768e-30,0.0,4.4227377786768e-30
[2.99915361 3.33815384],[-1.9351404],[-26.19082832],132.86791102167146,0.0,132.86791102167146
[3.08519292 3.26248884],[-1.9047266],[-24.82301331],139.15568371360695,0.0,139.15568371360695
[2.64811707 3.64686418],[-2.059228],[-0.36304036],127.62355308005277,0.0,127.62355308005277
[1.98350453 2.32034016],[-0.57562786],[6.05758572],83.96683491460918,0.0,83.96683491460918
[1.64282537 2.60203767],[-0.6799531],[-5.83607197],90.58622467881887,0.0,90.58622467881887
[1.4712317  2.74392343],[-0.7324998],[3.37708807],103.04095145815876,0.0,103.04095145815876
[3.82702732 4.77327871],[-3.5878084],[209.88912964],109.76964533184966,-1.0167503,-1.0167503356933594
[3.54757524 4.99592638],[-3.6658092],[185.17585754],112.29050354884801,-1.7182016,-1.7182016372680664
[4.2601819  4.42817116],[-3.4669046],[206.6137085],126.80726460770155,0.0,126.80726460770155
[2.38218474 2.97973204],[-1.3429772],[-16.45302391],130.01235482845198,0.0,130.01235482845198
[2.22104478 3.10603571],[-1.3860832],[-29.80399895],128.80936153812652,0.0,128.80936153812652
[1.69234776 3.52043533],[-1.527513],[-22.00726509],144.16695188451166,0.0,144.16695188451166
[2.37452078 3.14730716],[-1.490323],[-28.92492104],137.07975097641358,0.0,137.07975097641358
[2.1431067  3.31677532],[-1.5415107],[-35.20252609],147.20951792616577,0.0,147.20951792616577
[2.47053599 3.0769937 ],[-1.4690847],[-31.3284626],133.92386567148253,0.0,133.92386567148253
[1.90560508 2.56268835],[-0.75949734],[44.88716888],110.83884194995682,0.0,110.83884194995682
[2.20184994 2.35511827],[-0.7023998],[55.28370285],95.3404677658447,0.0,95.3404677658447
[2.8644774  1.89083481],[-0.5746865],[18.62598991],84.02933535733756,0.0,84.02933535733756
[2.78491974 3.78654742],[-2.2446756],[-1.4970659],139.6098018880623,0.0,139.6098018880623
[2.19610786 4.19182348],[-2.3516085],[18.34926224],136.05774305008316,0.0,136.05774305008316
[2.22266245 4.17354584],[-2.3467858],[17.48152733],136.3366193169852,0.0,136.3366193169852
[2.56180573 3.60061026],[-1.979883],[2.44316602],127.0704006498488,0.0,127.0704006498488
[2.23614049 3.81542182],[-2.0306253],[-17.39427948],126.07766819973817,0.0,126.07766819973817
[2.89241934 3.38253474],[-1.9283698],[-6.83602619],134.12828368931366,0.0,134.12828368931366
[1.80203247 2.45720482],[-0.6193387],[-5.69978189],83.3998960048464,0.0,83.3998960048464
[2.62013316 1.92412066],[-0.49775255],[-4.84357882],95.10754020045685,0.0,95.10754020045685
[2.55437136 1.96697187],[-0.5075261],[1.30685687],93.17488741695101,0.0,93.17488741695101
[1.28587818 1.5821166 ],[0.39336187],[133.04629517],82.60819262163555,0.0,82.60819262163555
[1.15515387 1.66513503],[0.37587887],[95.53207397],86.96003418613404,0.0,86.96003418613404
[1.68337727 1.32967901],[0.44652313],[69.29567719],72.8164983820638,0.0,72.8164983820638
[3.11831951 4.47015381],[-3.005249],[46.26060104],130.64983230431284,0.0,130.64983230431284
[2.85197496 4.63839436],[-3.0400558],[81.1817627],132.33625888866104,0.0,132.33625888866104
[2.99146748 4.550282  ],[-3.0218267],[62.38647079],131.19569608885786,0.0,131.19569608885786
[2.09796286 2.89531946],[-1.1427578],[10.93271923],150.7028804745545,0.0,150.7028804745545
[2.04034066 2.9306581 ],[-1.1493354],[6.63566971],149.85431136634747,0.0,149.85431136634747
[1.2500813  3.41530895],[-1.2395431],[-17.39238167],138.74997282755504,0.0,138.74997282755504
[1.48200393 1.92897201],[-0.00433815],[31.71847153],137.93443041421514,0.0,137.93443041421514
[1.03012371 2.20325756],[-0.05336256],[50.93231583],137.40976494077498,0.0,137.40976494077498
[2.91022921 1.0620575 ],[0.15060967],[126.03852081],137.9820450706254,0.0,137.9820450706254
