x,z,p,acqf,penalty,pacqf
[ 0. -4.],[-8.08098263],-88.91057435865517,-331.34424,0.0,-331.34424
[-2.  4.],[-2.15744435],-31.552651869685306,-635.03644,0.0,-635.03644
[4. 2.],[-0.88445504],-93.14777066008914,-434.0054,0.0,-434.0054
[-4. -2.],[-8.35256325],-63.524459787082435,-376.09497,0.0,-376.09497
[2. 0.],[-3.61710046],-101.99135512504593,-198.2851,0.0,-198.2851
[4.63612147 2.59404375],[-0.05173108],-88.4465255980978,-249.4799,0.0,-249.4799
[4.83086519 3.6455822 ],[0.95600895],-97.97860335402697,-291.35535,0.0,-291.35535
[5.00003939 4.23480483],[1.55075714],-90.97763928762201,-815.11633,0.0,-815.11633
[5.00102209 4.47967677],[1.76321483],-94.40916631576756,-1247.0239,0.0,-1247.0239
[5.00000939 4.71416487],[1.96568498],-78.16416503969532,-1551.2324,0.0,-1551.2324
[5.00387061 4.93510883],[2.15887145],-71.69878773890568,-1437.3575,-131.18172,-131.18172
[4.92273978 5.00355806],[2.1774998],-71.72946978277245,-1408.6042,-147.30644,-147.30644
[4.82302273 5.00009305],[2.12457167],-89.99322065849313,-1482.8083,-101.490974,-101.490974
[4.77004434 5.00043521],[2.09834135],-76.3868141723816,-1513.9485,-78.785416,-78.785416
[4.71629644 5.0030669 ],[2.07370757],-71.33638645757273,-1536.0656,-57.462215,-57.462215
[4.6817139  5.01077291],[2.06306241],-78.94448818886495,-1544.0199,-48.247337,-48.247337
[4.63768159 5.00038334],[2.03202183],-72.9897812048194,-1559.2155,-21.37804,-21.37804
[4.61255164 5.00304623],[2.02174421],-76.16240904971617,-1562.1218,-12.481689,-12.481689
[4.59109774 5.00359259],[2.011475],-89.40480971005084,-1563.3673,-3.5924911,-3.5924911
