x,z,p,acqf,penalty,pacqf
[-3.25  4.75],[-4.755914],[5.68205425],2.9315666901834484e-06,0.0,2.9315666901834484e-06
[-0.25  3.25],[-1.6706955],[-2.17971135],2.9084725874017197e-06,0.0,2.9084725874017197e-06
[-2.25  0.25],[-0.6784979],[89.66466842],2.904478481334385e-06,0.0,2.904478481334385e-06
[ 1.75 -2.75],[4.197379],[77.16027465],2.9152188170998288e-06,0.0,2.9152188170998288e-06
[-3.75  4.25],[-4.6984277],[213.42857865],2.9302096363870866e-06,0.0,2.9302096363870866e-06
[-0.75  2.25],[-1.2320831],[47.11591164],2.9066222544688568e-06,0.0,2.9066222544688568e-06
[ 2.25 -1.25],[3.3776402],[10.33635653],2.9101992815898224e-06,0.0,2.9101992815898224e-06
[ 3.25 -4.75],[6.6928043],[72.99626557],2.9389918610945926e-06,0.0,2.9389918610945926e-06
[ 3.75 -1.75],[4.7296867],[-19.56106947],2.9191263743226894e-06,0.0,2.9191263743226894e-06
[1.25 1.75],[0.4436031],[-15.94788776],2.90303134776737e-06,0.0,2.90303134776737e-06
[ 0.75 -0.75],[2.0255942],[126.34137332],2.905019051373933e-06,0.0,2.905019051373933e-06
[-4.75  0.75],[-2.6778238],[925.95993007],2.913343535894749e-06,0.0,2.913343535894749e-06
[ 4.25 -3.25],[6.1967053],[-14.37182087],2.9334044538965248e-06,0.0,2.9334044538965248e-06
[ 2.75 -0.25],[2.9390278],[-16.50034667],2.9083383412487573e-06,0.0,2.9083383412487573e-06
[0.25 3.75],[-1.7281817],[-27.58646628],2.9087117176084973e-06,0.0,2.9087117176084973e-06
[-1.25 -3.75],[3.0177917],[905.43297802],2.908646024839161e-06,0.0,2.908646024839161e-06
[-4.25  1.25],[-2.73531],[276.64423865],2.9141430198874e-06,0.0,2.9141430198874e-06
[4.75 2.75],[1.9468304],[-24.9789202],2.9047838714281347e-06,0.0,2.9047838714281347e-06
[-1.75 -4.25],[3.0752783],[443.19257299],2.908751074502222e-06,0.0,2.908751074502222e-06
[-2.75 -2.25],[0.90349317],[521.17132602],2.902521657029687e-06,0.0,2.902521657029687e-06
[ 3.52499056 -3.6343751 ],[6.020412],[49.29413605],2.9314516881981823e-06,0.0,2.9314516881981823e-06
[ 3.37499094 -4.02726126],[6.2227983],[4.81139803],2.933622448274774e-06,0.0,2.933622448274774e-06
[ 3.24766874 -4.42767048],[6.4455986],[146.89352417],2.9362117533975817e-06,0.0,2.9362117533975817e-06
[ 3.1565237  -4.72755861],[6.6151924],[181.27983093],2.9378457639414286e-06,0.0,2.9378457639414286e-06
[ 3.06885052 -4.97649908],[6.748199],[187.51480103],2.939633290769111e-06,0.0,2.939633290769111e-06
[ 2.87333918 -4.95046663],[6.601805],[29.17059708],2.9375654952802492e-06,0.0,2.9375654952802492e-06
[-1.1548655   3.58940744],[-2.515111],[-6.49018812],2.913077883393629e-06,0.0,2.913077883393629e-06
[-1.37331212  3.74518061],[-2.7752457],[29.49910736],2.9144746777698066e-06,0.0,2.9144746777698066e-06
[ 2.98137283 -4.94481993],[6.667429],[187.99545288],2.9388132985228822e-06,0.0,2.9388132985228822e-06
[-1.38425112  3.68325448],[-2.7351227],[-8.17591953],2.9138884565853656e-06,0.0,2.9138884565853656e-06
[-1.5919801   3.84773302],[-2.9949558],[-7.4355669],2.9160144448157126e-06,0.0,2.9160144448157126e-06
[-1.75258172  3.91243792],[-3.1482313],[41.21811676],2.916941629650341e-06,0.0,2.916941629650341e-06
[-1.92908478  4.01732206],[-3.3424263],[-14.92823124],2.9180355649912883e-06,0.0,2.9180355649912883e-06
[-1.97951722  3.92111969],[-3.30174],[64.19906616],2.9174643265698795e-06,0.0,2.9174643265698795e-06
[-2.24638391  4.19433832],[-3.6827388],[27.42163658],2.920605694739231e-06,0.0,2.920605694739231e-06
[-2.40516138  4.26528311],[-3.83959],[2.96337557],2.9228998637832785e-06,0.0,2.9228998637832785e-06
[-2.55962896  4.33596325],[-3.9934502],[80.19068146],2.924051834727221e-06,0.0,2.924051834727221e-06
[-2.64536858  4.33943748],[-4.0515957],[1.75904572],2.924466185726019e-06,0.0,2.924466185726019e-06
[-2.83634806  4.46255016],[-4.269056],[49.75875854],2.9264909228980342e-06,0.0,2.9264909228980342e-06
[-2.95692992  4.51040268],[-4.383582],[86.12013245],2.9269836994604204e-06,0.0,2.9269836994604204e-06
[-3.08499932  4.58504772],[-4.5233774],[4.73990822],2.9291350829027563e-06,0.0,2.9291350829027563e-06
[-3.08668923  4.46307373],[-4.4314957],[63.06563568],2.928402341757764e-06,0.0,2.928402341757764e-06
[-3.33107901  4.68000841],[-4.7550435],[108.78186798],2.931367216648603e-06,0.0,2.931367216648603e-06
[-3.44646883  4.74616718],[-4.8801627],[17.2632637],2.9328411685961057e-06,0.0,2.9328411685961057e-06
[-3.57054186  4.78898239],[-4.9931083],[65.8309021],2.933983579562165e-06,0.0,2.933983579562165e-06
