x,z,p,acqf,penalty,pacqf
[-3.25  4.75],[-6.709914],[5.68205425],2.714959239887653e-05,-2.8145218,-2.8145217895507812
[-0.25  3.25],[-4.037542],[-2.17971135],2.710272334940135e-05,0.0,2.710272334940135e-05
[-2.25  0.25],[-2.2318048],[89.66466842],2.708874235878517e-05,0.0,2.708874235878517e-05
[ 1.75 -2.75],[2.2281885],[77.16027465],2.708946021053394e-05,0.0,2.708946021053394e-05
[-3.75  4.25],[-6.482688],[213.42857865],2.7146706479489016e-05,-0.77668667,-0.7766866683959961
[-0.75  2.25],[-3.3619003],[47.11591164],2.7096691013276204e-05,0.0,2.7096691013276204e-05
[ 2.25 -1.25],[1.1041319],[10.33635653],2.7080258603973178e-05,0.0,2.7080258603973178e-05
[ 3.25 -4.75],[4.685412],[72.99626557],2.711209962702864e-05,0.0,2.711209962702864e-05
[ 3.75 -1.75],[2.2161107],[-19.56106947],2.708792924889205e-05,0.0,2.708792924889205e-05
[1.25 1.75],[-2.0287335],[-15.94788776],2.7085252344534817e-05,0.0,2.7085252344534817e-05
[ 0.75 -0.75],[-0.00784696],[126.34137332],2.7077531563856383e-05,0.0,2.7077531563856383e-05
[-4.75  0.75],[-3.7861595],[925.95993007],2.7102570817523127e-05,0.0,2.7102570817523127e-05
[ 4.25 -3.25],[3.7825434],[-14.37182087],2.710137337676413e-05,0.0,2.710137337676413e-05
[ 2.75 -0.25],[0.4284902],[-16.50034667],2.7078255524167198e-05,0.0,2.7078255524167198e-05
[0.25 3.75],[-4.264769],[-27.58646628],2.710905563951692e-05,0.0,2.710905563951692e-05
[-1.25 -3.75],[1.7978904],[905.43297802],2.708396665709476e-05,0.0,2.708396665709476e-05
[-4.25  1.25],[-4.0133862],[276.64423865],2.7103288989802176e-05,0.0,2.7103288989802176e-05
[4.75 2.75],[-1.3772473],[-24.9789202],2.7081442518695492e-05,0.0,2.7081442518695492e-05
[-1.75 -4.25],[2.0251174],[443.19257299],2.7087160616341387e-05,0.0,2.7087160616341387e-05
[-2.75 -2.25],[-0.2109183],[521.17132602],2.7077175961250252e-05,0.0,2.7077175961250252e-05
[ 3.52499056 -3.6343751 ],[3.8065357],[49.29413605],2.7102396582301015e-05,0.0,2.7102396582301015e-05
[ 3.37499094 -4.02726126],[4.0925317],[4.81139803],2.7104778887288508e-05,0.0,2.7104778887288508e-05
[ 3.24766874 -4.42767048],[4.395306],[146.89352417],2.7110088107757465e-05,0.0,2.7110088107757465e-05
[ 3.1565237  -4.72755861],[4.6239343],[181.27983093],2.7111423102748497e-05,0.0,2.7111423102748497e-05
[ 3.06885052 -4.97649908],[4.8084073],[187.51480103],2.7114365596346482e-05,-0.48521996,-0.48521995544433594
[ 2.87333918 -4.95046663],[4.698571],[29.17059708],2.7113987861896542e-05,0.0,2.7113987861896542e-05
[-1.1548655   3.58940744],[-4.7422233],[-6.49018812],2.7114727988283616e-05,0.0,2.7114727988283616e-05
[-1.37331212  3.74518061],[-4.978561],[29.49910736],2.711668260077995e-05,0.0,2.711668260077995e-05
[ 2.98137283 -4.94481993],[4.7412987],[187.99545288],2.7112512854436067e-05,0.0,2.7112512854436067e-05
[-1.38425112  3.68325448],[-4.927862],[-8.17591953],2.711796967898967e-05,0.0,2.711796967898967e-05
