x,z,p,acqf,penalty,pacqf
[-3.25  4.75],[-5.469253],[5.68205425],1.5139857961164517e-05,0.0,1.5139857961164517e-05
[-0.25  3.25],[-2.4922347],[-2.17971135],1.5062899959747879e-05,0.0,1.5062899959747879e-05
[-2.25  0.25],[-1.241055],[89.66466842],1.5045923091261102e-05,0.0,1.5045923091261102e-05
[ 1.75 -2.75],[3.5372677],[77.16027465],1.5062578326909437e-05,0.0,1.5062578326909437e-05
[-3.75  4.25],[-5.3587],[213.42857865],1.5135757043318223e-05,0.0,1.5135757043318223e-05
[-0.75  2.25],[-1.9771986],[47.11591164],1.5055619989297256e-05,0.0,1.5055619989297256e-05
[ 2.25 -1.25],[2.6177492],[10.33635653],1.5051200205184674e-05,0.0,1.5051200205184674e-05
[ 3.25 -4.75],[6.0369825],[72.99626557],1.5121549105007752e-05,0.0,1.5121549105007752e-05
[ 3.75 -1.75],[3.9040174],[-19.56106947],1.5068585705685416e-05,0.0,1.5068585705685416e-05
[1.25 1.75],[-0.3970018],[-15.94788776],1.5041128455259078e-05,0.0,1.5041128455259078e-05
[ 0.75 -0.75],[1.3314812],[126.34137332],1.50403454707378e-05,0.0,1.50403454707378e-05
[-4.75  0.75],[-3.1151805],[925.95993007],1.5076263392149797e-05,0.0,1.5076263392149797e-05
[ 4.25 -3.25],[5.411393],[-14.37182087],1.5102579513161271e-05,0.0,1.5102579513161271e-05
[ 2.75 -0.25],[2.1027133],[-16.50034667],1.5047708329483414e-05,0.0,1.5047708329483414e-05
[0.25 3.75],[-2.6027884],[-27.58646628],1.5066707897469602e-05,0.0,1.5066707897469602e-05
[-1.25 -3.75],[2.582661],[905.43297802],1.5050834057639734e-05,0.0,1.5050834057639734e-05
[-4.25  1.25],[-3.2257342],[276.64423865],1.5077170195396286e-05,0.0,1.5077170195396286e-05
[4.75 2.75],[0.85153353],[-24.9789202],1.5040516868388249e-05,0.0,1.5040516868388249e-05
[-1.75 -4.25],[2.6932147],[443.19257299],1.5053747358981768e-05,0.0,1.5053747358981768e-05
[-2.75 -2.25],[0.48742795],[521.17132602],1.5037806310094669e-05,0.0,1.5037806310094669e-05
[ 3.52499056 -3.6343751 ],[5.296137],[49.29413605],1.5102007198759845e-05,0.0,1.5102007198759845e-05
[ 3.37499094 -4.02726126],[5.52579],[4.81139803],1.5106261655273968e-05,0.0,1.5106261655273968e-05
[ 3.24766874 -4.42767048],[5.774859],[146.89352417],1.5113334311073718e-05,0.0,1.5113334311073718e-05
[ 3.1565237  -4.72755861],[5.963878],[181.27983093],1.5120267035611504e-05,0.0,1.5120267035611504e-05
[ 3.06885052 -4.97649908],[6.113723],[187.51480103],1.5124350315874575e-05,0.0,1.5124350315874575e-05
[ 2.87333918 -4.95046663],[5.9777308],[29.17059708],1.5119469465824096e-05,0.0,1.5119469465824096e-05
[-1.1548655   3.58940744],[-3.2987351],[-6.49018812],1.5079172744963717e-05,0.0,1.5079172744963717e-05
[-1.37331212  3.74518061],[-3.5531654],[29.49910736],1.5081948285622615e-05,0.0,1.5081948285622615e-05
[ 2.98137283 -4.94481993],[6.036671],[187.99545288],1.5123869822190275e-05,0.0,1.5123869822190275e-05
[-1.38425112  3.68325448],[-3.5095],[-8.17591953],1.5083510054802782e-05,0.0,1.5083510054802782e-05
[-1.5919801   3.84773302],[-3.7646723],[-7.4355669],1.5088904068498167e-05,0.0,1.5088904068498167e-05
[-1.75258172  3.91243792],[-3.911427],[41.21811676],1.5093525011608943e-05,0.0,1.5093525011608943e-05
[-1.92908478  4.01732206],[-4.1000333],[-14.92823124],1.509680983144344e-05,0.0,1.509680983144344e-05
[-1.97951722  3.92111969],[-4.051856],[64.19906616],1.5097216203775977e-05,0.0,1.5097216203775977e-05
[-2.24638391  4.19433832],[-4.42976],[27.42163658],1.5107329135657322e-05,0.0,1.5107329135657322e-05
[-2.40516138  4.26528311],[-4.58049],[2.96337557],1.511189807093279e-05,0.0,1.511189807093279e-05
[-2.55962896  4.33596325],[-4.7284727],[80.19068146],1.5116293907658421e-05,0.0,1.5116293907658421e-05
[-2.64536858  4.33943748],[-4.781686],[1.75904572],1.5117091389268772e-05,0.0,1.5117091389268772e-05
[-2.83634806  4.46255016],[-4.9935484],[49.75875854],1.5123865455654107e-05,0.0,1.5123865455654107e-05
