x,z,p,acqf,penalty,pacqf
[-3.25  4.75],[-6.2911277],[5.68205425],3.7084883259255414e-05,-4.2848253,-4.284825325012207
[-0.25  3.25],[-3.748949],[-2.17971135],3.6769576435054996e-05,0.0,3.6769576435054996e-05
[-2.25  0.25],[-1.7540433],[89.66466842],3.6625057191784704e-05,0.0,3.6625057191784704e-05
[ 1.75 -2.75],[2.5579507],[77.16027465],3.660061754128528e-05,0.0,3.660061754128528e-05
[-3.75  4.25],[-6.0230064],[213.42857865],3.704919856162444e-05,-1.811614,-1.8116140365600586
[-0.75  2.25],[-3.0196168],[47.11591164],3.6710706316234896e-05,0.0,3.6710706316234896e-05
[ 2.25 -1.25],[1.3674071],[10.33635653],3.656618668714027e-05,0.0,3.656618668714027e-05
[ 3.25 -4.75],[4.9820685],[72.99626557],3.6768310561670616e-05,0.0,3.6768310561670616e-05
[ 3.75 -1.75],[2.4078906],[-19.56106947],3.659890553909491e-05,0.0,3.659890553909491e-05
[1.25 1.75],[-1.7860428],[-15.94788776],3.662363351431258e-05,0.0,3.662363351431258e-05
[ 0.75 -0.75],[0.32692364],[126.34137332],3.656366140181054e-05,0.0,3.656366140181054e-05
[-4.75  0.75],[-3.1807082],[925.95993007],3.671935691235956e-05,0.0,3.671935691235956e-05
[ 4.25 -3.25],[3.9846153],[-14.37182087],3.668040992264278e-05,0.0,3.668040992264278e-05
[ 2.75 -0.25],[0.638075],[-16.50034667],3.6557464520331986e-05,0.0,3.6557464520331986e-05
[0.25 3.75],[-4.01707],[-27.58646628],3.679912430221381e-05,0.0,3.679912430221381e-05
[-1.25 -3.75],[2.3218296],[905.43297802],3.658945216189379e-05,0.0,3.658945216189379e-05
[-4.25  1.25],[-3.4488287],[276.64423865],3.674059755199903e-05,0.0,3.674059755199903e-05
[4.75 2.75],[-1.356831],[-24.9789202],3.659915029199589e-05,0.0,3.659915029199589e-05
[-1.75 -4.25],[2.5899503],[443.19257299],3.659977275958305e-05,0.0,3.659977275958305e-05
[-2.75 -2.25],[0.35892308],[521.17132602],3.6563574751633414e-05,0.0,3.6563574751633414e-05
[ 3.52499056 -3.6343751 ],[4.059187],[49.29413605],3.669118201173978e-05,0.0,3.669118201173978e-05
[ 3.80510163 -3.38569403],[3.937971],[35.84277725],3.6680332971484045e-05,0.0,3.6680332971484045e-05
[ 3.05968332 -4.04747248],[4.2605443],[21.16361618],3.6704298825350884e-05,0.0,3.6704298825350884e-05
[ 3.2701335 -4.6243763],[4.8739653],[31.75141335],3.675522627699385e-05,0.0,3.675522627699385e-05
[ 3.36440921 -4.56556654],[4.8561254],[136.37814331],3.675602558047424e-05,0.0,3.675602558047424e-05
[ 2.90694928 -4.85093355],[4.9426923],[179.85910034],3.676178298359635e-05,0.0,3.676178298359635e-05
[ 2.93330383 -4.99764872],[5.0882034],[38.90917969],3.677934007949635e-05,-0.6807184,-0.6807184219360352
[ 2.98898721 -4.97036409],[5.0845385],[167.90795898],3.6779687213161805e-05,-0.64691544,-0.6469154357910156
[ 3.02632236 -4.95206976],[5.0820823],[213.44812012],3.677910688342894e-05,-0.62425613,-0.6242561340332031
[-0.75214422  3.13473153],[-3.8365417],[-21.79651642],3.6781422496740134e-05,0.0,3.6781422496740134e-05
[-0.17717957  3.37785745],[-3.8387659],[-27.72887039],3.677923037816155e-05,0.0,3.677923037816155e-05
[0.14150035 3.51261234],[-3.8399985],[-31.26736259],3.677910618761245e-05,0.0,3.677910618761245e-05
[-0.952344    3.72460127],[-4.4579644],[-24.29442406],3.6843995632526435e-05,0.0,3.6843995632526435e-05
[-0.63459462  3.85832334],[-4.458604],[-20.37705231],3.6842924132523805e-05,0.0,3.6842924132523805e-05
[-0.2906245   4.00307989],[-4.4592957],[-24.95218086],3.6843995632526435e-05,0.0,3.6843995632526435e-05
[-1.12491989  4.22351122],[-4.984816],[-26.25899124],3.691107791978009e-05,0.0,3.691107791978009e-05
[-1.18235493  4.19946527],[-4.984816],[4.09580612],3.6910497391354636e-05,0.0,3.6910497391354636e-05
[-0.90053362  4.31745291],[-4.984816],[-21.53356552],3.6910497391354636e-05,0.0,3.6910497391354636e-05
