x,z,p,acqf,penalty,pacqf
[-3.25  4.75],[-5.3448086],[5.68205425],1.1763397388535165e-05,0.0,1.1763397388535165e-05
[-0.25  3.25],[-2.346624],[-2.17971135],1.1734403999447672e-05,0.0,1.1734403999447672e-05
[-2.25  0.25],[-1.142515],[89.66466842],1.1728767527436401e-05,0.0,1.1728767527436401e-05
[ 1.75 -2.75],[3.6557894],[77.16027465],1.173753473532723e-05,0.0,1.173753473532723e-05
[-3.75  4.25],[-5.2439623],[213.42857865],1.1762428097220247e-05,0.0,1.1762428097220247e-05
[-0.75  2.25],[-1.8454154],[47.11591164],1.1734262358952073e-05,0.0,1.1734262358952073e-05
[ 2.25 -1.25],[2.7542186],[10.33635653],1.1732103028505504e-05,0.0,1.1732103028505504e-05
[ 3.25 -4.75],[6.155787],[72.99626557],1.1760231369718803e-05,0.0,1.1760231369718803e-05
[ 3.75 -1.75],[4.0531297],[-19.56106947],1.1738640364406905e-05,0.0,1.1738640364406905e-05
[1.25 1.75],[-0.246988],[-15.94788776],1.172625541650867e-05,0.0,1.172625541650867e-05
[ 0.75 -0.75],[1.4553074],[126.34137332],1.1726849243294715e-05,0.0,1.1726849243294715e-05
[-4.75  0.75],[-3.0404587],[925.95993007],1.174085410470641e-05,0.0,1.174085410470641e-05
[ 4.25 -3.25],[5.553733],[-14.37182087],1.1753396888390855e-05,0.0,1.1753396888390855e-05
[ 2.75 -0.25],[2.25301],[-16.50034667],1.1729221616846604e-05,0.0,1.1729221616846604e-05
[0.25 3.75],[-2.44747],[-27.58646628],1.1736971436890362e-05,0.0,1.1736971436890362e-05
[-1.25 -3.75],[2.659416],[905.43297802],1.1730727711276446e-05,0.0,1.1730727711276446e-05
[-4.25  1.25],[-3.1413045],[276.64423865],1.1739926630163677e-05,0.0,1.1739926630163677e-05
[4.75 2.75],[1.0489011],[-24.9789202],1.1728320917420949e-05,0.0,1.1728320917420949e-05
[-1.75 -4.25],[2.7602623],[443.19257299],1.1731607982979117e-05,0.0,1.1731607982979117e-05
[-2.75 -2.25],[0.5597807],[521.17132602],1.172858815473943e-05,0.0,1.172858815473943e-05
[ 3.52499056 -3.6343751 ],[5.427207],[49.29413605],1.1750152824768054e-05,0.0,1.1750152824768054e-05
[ 3.37499094 -4.02726126],[5.651946],[4.81139803],1.175292879539467e-05,0.0,1.175292879539467e-05
[ 3.24766874 -4.42767048],[5.8962936],[146.89352417],1.1757394818283484e-05,0.0,1.1757394818283484e-05
[ 3.1565237  -4.72755861],[6.0818224],[181.27983093],1.1757456183927482e-05,0.0,1.1757456183927482e-05
[ 3.06885052 -4.97649908],[6.2286363],[187.51480103],1.1760233670433464e-05,0.0,1.1760233670433464e-05
[ 2.87333918 -4.95046663],[6.0906734],[29.17059708],1.175932141115304e-05,0.0,1.175932141115304e-05
[-1.1548655   3.58940744],[-3.1604395],[-6.49018812],1.1740634564807e-05,0.0,1.1740634564807e-05
[-1.37331212  3.74518061],[-3.4160275],[29.49910736],1.1742757249044395e-05,0.0,1.1742757249044395e-05
[ 2.98137283 -4.94481993],[6.150868],[187.99545288],1.1758423402887347e-05,0.0,1.1758423402887347e-05
[-1.38425112  3.68325448],[-3.3729947],[-8.17591953],1.174153374368163e-05,0.0,1.174153374368163e-05
[-1.5919801   3.84773302],[-3.629133],[-7.4355669],1.1743595834233031e-05,0.0,1.1743595834233031e-05
[-1.75258172  3.91243792],[-3.7771497],[41.21811676],1.174519936081237e-05,0.0,1.174519936081237e-05
[-1.92908478  4.01732206],[-3.9668639],[-14.92823124],1.1747775271937615e-05,0.0,1.1747775271937615e-05
[-1.97951722  3.92111969],[-3.920043],[64.19906616],1.1748682768421121e-05,0.0,1.1748682768421121e-05
[-2.24638391  4.19433832],[-4.2986774],[27.42163658],1.1751602673182496e-05,0.0,1.1751602673182496e-05
[-2.40516138  4.26528311],[-4.450598],[2.96337557],1.175440279725902e-05,0.0,1.175440279725902e-05
[-2.55962896  4.33596325],[-4.5997243],[80.19068146],1.1755425953107572e-05,0.0,1.1755425953107572e-05
[-2.64536858  4.33943748],[-4.653867],[1.75904572],1.1755799449593776e-05,0.0,1.1755799449593776e-05
[-2.83634806  4.46255016],[-4.8668494],[49.75875854],1.1756948112569205e-05,0.0,1.1756948112569205e-05
[-2.95692992  4.51040268],[-4.977399],[86.12013245],1.1757718343392414e-05,0.0,1.1757718343392414e-05
