x,z,p,acqf,penalty,pacqf
[-3.25  4.75],[-4.709227],[5.68205425],3.9034066527853506,-2.5263023,-2.5263023376464844
[-0.25  3.25],[-1.9296904],[-2.17971135],0.014933070713084844,0.0,0.014933070713084844
[-2.25  0.25],[-0.29786468],[89.66466842],0.003519640129839117,0.0,0.003519640129839117
[ 1.75 -2.75],[4.279397],[77.16027465],0.00010477262707018842,0.0,0.00010477262707018842
[-3.75  4.25],[-4.519074],[213.42857865],2.8593516466019318,-0.8696604,-0.8696603775024414
[-0.75  2.25],[-1.3039308],[47.11591164],0.00797506448570059,0.0,0.00797506448570059
[ 2.25 -1.25],[3.218031],[10.33635653],0.00013645357125411753,0.0,0.00013645357125411753
[ 3.25 -4.75],[6.7581816],[72.99626557],0.026292662823892508,0.0,0.026292662823892508
[ 3.75 -1.75],[4.3899965],[-19.56106947],0.00010918123474042782,0.0,0.00010918123474042782
[1.25 1.75],[0.11348742],[-15.94788776],0.00248522230470882,0.0,0.00248522230470882
[ 0.75 -0.75],[2.0460658],[126.34137332],0.00037715036149943334,0.0,0.00037715036149943334
[-4.75  0.75],[-1.960736],[925.95993007],0.015499038817667949,0.0,0.015499038817667949
[ 4.25 -3.25],[5.9422684],[-14.37182087],0.0017558401500953652,0.0,0.0017558401500953652
[ 2.75 -0.25],[2.5922716],[-16.50034667],0.00022397265723741452,0.0,0.00022397265723741452
[0.25 3.75],[-2.1198437],[-27.58646628],0.01899306747447466,0.0,0.01899306747447466
[-1.25 -3.75],[3.6778915],[905.43297802],0.00010784610528720522,0.0,0.00010784610528720522
[-4.25  1.25],[-2.1508892],[276.64423865],0.019814448516310947,0.0,0.019814448516310947
[4.75 2.75],[0.960446],[-24.9789202],0.0011280790016698886,0.0,0.0011280790016698886
[-1.75 -4.25],[3.8680449],[443.19257299],0.00010262832214507768,0.0,0.00010262832214507768
[-2.75 -2.25],[1.6347138],[521.17132602],0.0005714369780956215,0.0,0.0005714369780956215
[ 3.52499056 -3.6343751 ],[5.9212294],[49.29413605],0.0016455544141538506,0.0,0.0016455544141538506
[ 3.80510163 -3.38569403],[5.8420835],[35.84277725],0.001295530781107238,0.0,0.001295530781107238
[ 3.05968332 -4.04747248],[6.052703],[21.16361618],0.0024875913019361665,0.0,0.0024875913019361665
[ 3.2701335 -4.6243763],[6.65862],[31.75141335],0.018890325344754804,0.0,0.018890325344754804
[ 3.36440921 -4.56556654],[6.6536646],[136.37814331],0.018579542281046968,0.0,0.018579542281046968
[ 2.90694928 -4.85093355],[6.6777105],[179.85910034],0.020133768532424125,0.0,0.020133768532424125
[ 2.93330383 -4.99764872],[6.818468],[38.90917969],0.032033474856766816,0.0,0.032033474856766816
[ 2.98898721 -4.97036409],[6.8220325],[167.90795898],0.032406948641750866,0.0,0.032406948641750866
[ 3.02632236 -4.95206976],[6.824422],[213.44812012],0.03265996204795253,0.0,0.03265996204795253
[-0.75214422  3.13473153],[-2.0757728],[-21.79651642],0.01791471020608041,0.0,0.01791471020608041
[-0.17717957  3.37785745],[-2.0053337],[-27.72887039],0.016372389589048537,0.0,0.016372389589048537
[0.14150035 3.51261234],[-1.9662918],[-31.26736259],0.015603217576813766,0.0,0.015603217576813766
[-0.952344    3.72460127],[-2.687954],[-24.29442406],0.048174698011379295,0.0,0.048174698011379295
[-0.63459462  3.85832334],[-2.6484692],[-20.37705231],0.0446477784007713,0.0,0.0446477784007713
[-0.2906245   4.00307989],[-2.6057258],[-24.95218086],0.041202839783123724,0.0,0.041202839783123724
[-1.12491989  4.22351122],[-3.207329],[-26.25899124],0.15087270859936136,0.0,0.15087270859936136
[-1.18235493  4.19946527],[-3.2145753],[4.09580612],0.15352065398994466,0.0,0.15352065398994466
[-0.90053362  4.31745291],[-3.1790197],[-21.53356552],0.14099826784327812,0.0,0.14099826784327812
[-1.37650037  4.58174467],[-3.6429286],[-26.4188118],0.43929378895658794,0.0,0.43929378895658794
[-1.42171931  4.5618186 ],[-3.6477673],[-17.14239502],0.44453213870169195,0.0,0.44453213870169195
[-1.36535037  4.586658  ],[-3.6417358],[-23.93370247],0.4380234066344768,0.0,0.4380234066344768
[-1.62185836  4.89748192],[-4.0384507],[-26.60898018],1.1087747695404553,0.0,1.1087747695404553
[-2.71866989  4.39016724],[-4.134903],[-5.16043091],1.365210172692395,0.0,1.365210172692395
[-2.89598632  4.30815172],[-4.150496],[-0.17179358],1.410790567198258,0.0,1.410790567198258
[-1.90242982  4.9999876 ],[-4.265489],[-14.49806881],1.7844412624115544,0.0,1.7844412624115544
[-2.51755285  4.69221926],[-4.299325],[32.13680649],1.9074439591185104,0.0,1.9074439591185104
[-2.32024384  4.79093981],[-4.2884717],[-0.99433929],1.8673109755364148,0.0,1.8673109755364148
[-2.04615402  4.99999714],[-4.3360524],[16.83452225],2.047902035722945,0.0,2.047902035722945
[-2.280828    4.87590981],[-4.343149],[0.57474363],2.0758740826546487,0.0,2.0758740826546487
[-3.19633102  4.39182472],[-4.370834],[10.08811855],2.187724500857705,0.0,2.187724500857705
[-2.21562791  4.99999523],[-4.4192467],[-17.09928703],2.393482677689628,0.0,2.393482677689628
[-2.24883628  4.98128319],[-4.4192467],[11.82492352],2.393482677689628,0.0,2.393482677689628
[-2.36506605  4.91579056],[-4.4192467],[-18.64168167],2.39345047658185,0.0,2.39345047658185
