x,z,p,acqf,penalty,pacqf
[-3.25  4.75],[-4.3220577],[5.68205425],6.262763973505251e-07,0.0,6.262763973505251e-07
[-0.25  3.25],[-1.1891544],[-2.17971135],6.253549339131813e-07,0.0,6.253549339131813e-07
[-2.25  0.25],[-0.3291369],[89.66466842],6.252852236890177e-07,0.0,6.252852236890177e-07
[ 1.75 -2.75],[4.585223],[77.16027465],6.260410940639984e-07,0.0,6.260410940639984e-07
[-3.75  4.25],[-4.291342],[213.42857865],6.262744118054155e-07,0.0,6.262744118054155e-07
[-0.75  2.25],[-0.78986126],[47.11591164],6.252891888768491e-07,0.0,6.252891888768491e-07
[ 2.25 -1.25],[3.8173523],[10.33635653],6.256060066181374e-07,0.0,6.256060066181374e-07
[ 3.25 -4.75],[7.073118],[72.99626557],6.270388566814682e-07,0.0,6.270388566814682e-07
[ 3.75 -1.75],[5.1995153],[-19.56106947],6.26215389031896e-07,0.0,6.26215389031896e-07
[1.25 1.75],[0.9301635],[-15.94788776],6.252227751938939e-07,0.0,6.252227751938939e-07
[ 0.75 -0.75],[2.4351892],[126.34137332],6.254394794415412e-07,0.0,6.254394794415412e-07
[-4.75  0.75],[-2.3870232],[925.95993007],6.25674188353685e-07,0.0,6.25674188353685e-07
[ 4.25 -3.25],[6.64311],[-14.37182087],6.268862274093109e-07,0.0,6.268862274093109e-07
[ 2.75 -0.25],[3.418059],[-16.50034667],6.254305486430402e-07,0.0,6.254305486430402e-07
[0.25 3.75],[-1.21987],[-27.58646628],6.253608823261627e-07,0.0,6.253608823261627e-07
[-1.25 -3.75],[3.295207],[905.43297802],6.254523619790996e-07,0.0,6.254523619790996e-07
[-4.25  1.25],[-2.4177392],[276.64423865],6.256404654456701e-07,0.0,6.256404654456701e-07
[4.75 2.75],[2.5580416],[-24.9789202],6.255049079571102e-07,0.0,6.255049079571102e-07
[-1.75 -4.25],[3.3259223],[443.19257299],6.254920098067588e-07,0.0,6.254920098067588e-07
[-2.75 -2.25],[1.1758888],[521.17132602],6.252102129724459e-07,0.0,6.252102129724459e-07
[ 3.52499056 -3.6343751 ],[6.4365478],[49.29413605],6.268650398543049e-07,0.0,6.268650398543049e-07
[ 3.37499094 -4.02726126],[6.6248074],[4.81139803],6.269507984638367e-07,0.0,6.269507984638367e-07
[ 3.24766874 -4.42767048],[6.8339367],[146.89352417],6.270209770659324e-07,0.0,6.270209770659324e-07
[ 3.1565237  -4.72755861],[6.9934115],[181.27983093],6.269683248746338e-07,0.0,6.269683248746338e-07
[ 3.06885052 -4.97649908],[7.1176763],[187.51480103],6.271448473642528e-07,0.0,6.271448473642528e-07
[ 2.87333918 -4.95046663],[6.966375],[29.17059708],6.270587442784291e-07,0.0,6.270587442784291e-07
[-1.1548655   3.58940744],[-2.050789],[-6.49018812],6.255697344454626e-07,0.0,6.255697344454626e-07
[-1.37331212  3.74518061],[-2.3132277],[29.49910736],6.256249343025143e-07,0.0,6.256249343025143e-07
[ 2.98137283 -4.94481993],[7.0352135],[187.99545288],6.271097463076365e-07,0.0,6.271097463076365e-07
[-1.38425112  3.68325448],[-2.2749705],[-8.17591953],6.255003325631721e-07,0.0,6.255003325631721e-07
[-1.5919801   3.84773302],[-2.536584],[-7.4355669],6.256249343025143e-07,0.0,6.256249343025143e-07
[-1.75258172  3.91243792],[-2.6928039],[41.21811676],6.255915526340293e-07,0.0,6.255915526340293e-07
[-1.92908478  4.01732206],[-2.889387],[-14.92823124],6.258103885501968e-07,0.0,6.258103885501968e-07
[-1.97951722  3.92111969],[-2.8525493],[64.19906616],6.257736904944111e-07,0.0,6.257736904944111e-07
[-2.24638391  4.19433832],[-3.234282],[27.42163658],6.259836533876176e-07,0.0,6.259836533876176e-07
[-2.40516138  4.26528311],[-3.393869],[2.96337557],6.260296246981596e-07,0.0,6.260296246981596e-07
[-2.55962896  4.33596325],[-3.5503483],[80.19068146],6.259826610521056e-07,0.0,6.259826610521056e-07
[-2.64536858  4.33943748],[-3.6108456],[1.75904572],6.26041211456157e-07,0.0,6.26041211456157e-07
[-2.83634806  4.46255016],[-3.8306482],[49.75875854],6.259995391451233e-07,0.0,6.259995391451233e-07
[-2.95692992  4.51040268],[-3.947403],[86.12013245],6.261043648054609e-07,0.0,6.261043648054609e-07
[-3.08499932  4.58504772],[-4.0889673],[4.73990822],6.262744118054155e-07,0.0,6.262744118054155e-07
[-3.08668923  4.46307373],[-4.0001955],[63.06563568],6.260832167995898e-07,0.0,6.260832167995898e-07
[-3.33107901  4.68000841],[-4.32525],[108.78186798],6.262793756795442e-07,0.0,6.262793756795442e-07
[-3.44646883  4.74616718],[-4.451991],[17.2632637],6.264286135953709e-07,0.0,6.264286135953709e-07
[-3.57054186  4.78898239],[-4.5673914],[65.8309021],6.264981095235138e-07,0.0,6.264981095235138e-07
[-3.67263174  4.83179092],[-4.6679325],[151.52476501],6.265394713808326e-07,0.0,6.265394713808326e-07
[-3.77335143  4.89417458],[-4.7819777],[71.48187256],6.26526560348346e-07,0.0,6.26526560348346e-07
[-3.88091564  4.9467659 ],[-4.8934293],[13.79275227],6.266596278662339e-07,0.0,6.266596278662339e-07
[-3.98428345  4.97359276],[-4.9830537],[142.2849884],6.266970255472736e-07,0.0,6.266970255472736e-07
