x,z,p,acqf,penalty,pacqf
[1.25 1.75],[-0.81689936],[3.82321173],3.8724544645137355e-12,0.0,3.8724544645137355e-12
[-0.75  3.25],[-2.9728358],[14.79772188],3.877155646383055e-12,0.0,3.877155646383055e-12
[-3.25  1.25],[-2.0932953],[88.40733861],3.875226567578588e-12,0.0,3.875226567578588e-12
[-0.25 -0.25],[0.44877812],[-5.14470127],3.872345955170974e-12,0.0,3.872345955170974e-12
[ 3.25 -0.75],[2.2614784],[42.14965627],3.874385117417623e-12,0.0,3.874385117417623e-12
[-3.75 -3.25],[1.8646233],[217.21658794],3.873757087715742e-12,0.0,3.873757087715742e-12
[-4.75 -4.25],[2.4009278],[311.46732571],3.875603440669576e-12,0.0,3.875603440669576e-12
[ 0.75 -4.75],[4.9859023],[-17.16746961],3.884345072219496e-12,0.0,3.884345072219496e-12
[-1.25  4.25],[-4.0883455],[32.09821999],3.882137610806239e-12,0.0,3.882137610806239e-12
[ 4.75 -1.25],[3.3019047],[111.92699089],3.877604052015272e-12,0.0,3.877604052015272e-12
[-2.75  0.75],[-1.4390059],[52.51632032],3.873860633699467e-12,0.0,3.873860633699467e-12
[2.25 2.75],[-1.3532038],[74.74356788],3.873259236589234e-12,0.0,3.873259236589234e-12
[ 3.75 -1.75],[3.376989],[38.56401584],3.878040588819982e-12,0.0,3.878040588819982e-12
[4.25 3.75],[-1.5033712],[229.46049535],3.873858133039987e-12,0.0,3.873858133039987e-12
[-4.25 -2.75],[1.2103341],[223.63212734],3.873385760986937e-12,0.0,3.873385760986937e-12
[0.25 2.25],[-1.6642572],[19.4202158],3.873736017417756e-12,0.0,3.873736017417756e-12
[-2.25 -3.75],[2.9050496],[131.93641577],3.875549143286575e-12,0.0,3.875549143286575e-12
[2.75 0.25],[1.1459686],[41.76442314],3.8731797607265936e-12,0.0,3.8731797607265936e-12
[ 1.75 -2.25],[3.0659354],[-31.85818895],3.8768502415558185e-12,0.0,3.8768502415558185e-12
[-1.75  4.75],[-4.742635],[61.35494516],3.884193327641026e-12,0.0,3.884193327641026e-12
[-1.67040503  4.68954802],[-4.6561375],[54.58261871],3.884001930215781e-12,0.0,3.884001930215781e-12
[-1.85567474  4.87787628],[-4.9013987],[55.10152054],3.885469953452481e-12,0.0,3.885469953452481e-12
[ 0.93029702 -1.91066384],[2.4364],[-34.83876038],3.875001790162148e-12,0.0,3.875001790162148e-12
[-1.94658732  4.91993618],[-4.9753],[45.3395462],3.88708729016987e-12,0.0,3.88708729016987e-12
