x,z,p,acqf,penalty,pacqf
[1.25 1.75],[-1.5985956],[3.82321173],0.0015827842581744127,0.0,0.0015827842581744127
[-0.75  3.25],[-3.7082312],[14.79772188],0.19958692207928844,0.0,0.19958692207928844
[-3.25  1.25],[-2.7199392],[88.40733861],1.4483765559686022e-06,0.0,1.4483765559686022e-06
[-0.25 -0.25],[-0.25716394],[-5.14470127],0.15565421146725034,0.0,0.15565421146725034
[ 3.25 -0.75],[1.4466107],[42.14965627],2.5289154160457e-16,0.0,2.5289154160457e-16
[-3.75 -3.25],[1.3135587],[217.21658794],1.7180061360561708e-15,0.0,1.7180061360561708e-15
[-4.75 -4.25],[1.8959899],[311.46732571],1.2735632451230214e-15,0.0,1.2735632451230214e-15
[ 0.75 -4.75],[4.306044],[-17.16746961],1.1246359104223094,0.0,1.1246359104223094
[-1.25  4.25],[-4.8203716],[32.09821999],0.07152277539491525,0.0,0.07152277539491525
[ 4.75 -1.25],[2.4441056],[111.92699089],3.438958175718094e-08,0.0,3.438958175718094e-08
[-2.75  0.75],[-2.075584],[52.51632032],1.3620006981553944e-07,0.0,1.3620006981553944e-07
[2.25 2.75],[-2.1810265],[74.74356788],8.109219181710478e-09,0.0,8.109219181710478e-09
[ 3.75 -1.75],[2.558751],[38.56401584],9.747276962825975e-06,0.0,9.747276962825975e-06
[4.25 3.75],[-2.4103174],[229.46049535],6.562027354895901e-10,0.0,6.562027354895901e-10
[-4.25 -2.75],[0.6692035],[223.63212734],1.0106868715330608e-09,0.0,1.0106868715330608e-09
[0.25 2.25],[-2.4195209],[19.4202158],7.121945149549024e-10,0.0,7.121945149549024e-10
[-2.25 -3.75],[2.3110538],[131.93641577],4.3912939143809605e-11,0.0,4.3912939143809605e-11
[2.75 0.25],[0.3344702],[41.76442314],1.0109012051231577e-05,0.0,1.0109012051231577e-05
[ 1.75 -2.25],[2.320257],[-31.85818895],6.691239950772678e-11,0.0,6.691239950772678e-11
[-1.75  4.75],[-5.464727],[61.35494516],2.7991147946402438e-08,0.0,2.7991147946402438e-08
[-1.67040503  4.68954802],[-5.3800616],[54.58261871],8.835118638357782e-07,0.0,8.835118638357782e-07
[-2.0452702   4.54765844],[-5.3796935],[45.91280365],8.963738144886099e-07,0.0,8.963738144886099e-07
[-1.23860765  4.85298681],[-5.380485],[26.28900528],8.689283107869978e-07,0.0,8.689283107869978e-07
[-0.32676831  1.10966814],[-1.5563395],[-15.58168888],0.0029021192641939496,0.0,0.0029021192641939496
[1.05338788 1.67095327],[-1.5940734],[25.49725151],0.0016900081209108451,0.0,0.0016900081209108451
[-1.73849547  0.53554368],[-1.5177424],[29.48817825],0.004966417743820185,0.0,0.004966417743820185
[-1.83668959  4.9987936 ],[-5.728104],[51.20236206],3.1498995173419093e-09,-0.19969463,-0.19969463348388672
[-2.26233768  4.83373642],[-5.7239947],[58.7253685],2.669755853258952e-09,-0.16125202,-0.16125202178955078
[-2.20679331  4.85527515],[-5.7245307],[70.5178833],2.727276590782115e-09,-0.16626358,-0.16626358032226562
[-2.02881122  4.99555969],[-5.7929244],[35.95269394],6.994453138003628e-08,-0.80613613,-0.8061361312866211
[-2.31513762  4.8724494 ],[-5.778859],[56.9102211],3.383214867748816e-08,-0.6745434,-0.6745433807373047
[-2.35199881  4.85660028],[-5.777048],[63.62570572],3.0849611177822504e-08,-0.65760136,-0.6576013565063477
[-0.07948458  0.45829165],[-0.85960495],[-10.24376774],0.28269112886616987,0.0,0.28269112886616987
[-0.08758107  0.4546361 ],[-0.8590442],[-10.37214184],0.283047991670573,0.0,0.283047991670573
[1.80361092 1.30850494],[-0.99004376],[29.64651108],0.20858090557449313,0.0,0.20858090557449313
[ 1.55782056 -3.19340181],[3.1350098],[-41.60531616],0.867790251076059,0.0,0.867790251076059
[ 1.78181851 -3.09576011],[3.1227615],[-26.87615967],0.8093601444575506,0.0,0.8093601444575506
[ 0.84713203 -3.50319409],[3.1738698],[-32.18456268],1.0601987504356578,0.0,1.0601987504356578
[ 1.60514963 -3.64822984],[3.5772471],[-18.72332001],2.3155572520779177,0.0,2.3155572520779177
[ 1.40742075 -3.72890544],[3.5828989],[-40.38399124],2.316572451857508,0.0,2.316572451857508
[ 2.49064159 -3.28693962],[3.5519373],[-9.78286839],2.306424376585314,0.0,2.306424376585314
[ 1.76261652 -4.01662159],[3.9775116],[-42.51203156],1.763536590476357,0.0,1.763536590476357
[ 1.50631833 -4.12066746],[3.9843447],[-27.49527931],1.7483677862646267,0.0,1.7483677862646267
[ 2.31669235 -3.79169083],[3.9627395],[-12.65568924],1.796280147498239,0.0,1.796280147498239
[ 1.88276339 -4.36300755],[4.3440094],[-23.06659317],1.0845869066034222,0.0,1.0845869066034222
[ 1.57470644 -4.4863615 ],[4.3506284],[-39.24166489],1.0789392423894246,0.0,1.0789392423894246
[ 2.1078074  -4.27289438],[4.339174],[-16.87789154],1.08897377487146,0.0,1.08897377487146
[ 1.96337569 -4.69562674],[4.6836653],[-35.1680603],1.5128943403306072,0.0,1.5128943403306072
[ 1.53310716 -4.86351109],[4.6887884],[-15.63607025],1.5335000725564043,0.0,1.5335000725564043
[ 1.58859956 -4.84185886],[4.6881275],[-26.02105331],1.530803135463051,0.0,1.530803135463051
[ 2.00082374 -4.99810457],[4.9798784],[-17.54435539],3.297478721146527,0.0,3.297478721146527
[ 2.2179482  -4.91614914],[4.9798784],[-13.95051289],3.297478721146527,0.0,3.297478721146527
[ 3.05689573 -4.59948063],[4.9798784],[-16.13715363],3.297478721146527,0.0,3.297478721146527
