x,z,p,acqf,penalty,pacqf
[1.25 1.75],[0.46983477],[3.82321173],0.09116943606781577,0.0,0.09116943606781577
[-0.75  3.25],[-1.7202791],[14.79772188],0.8402814038230979,0.0,0.8402814038230979
[-3.25  1.25],[-0.926208],[88.40733861],0.02654231002972994,0.0,0.02654231002972994
[-0.25 -0.25],[1.6754055],[-5.14470127],0.48299246965183795,0.0,0.48299246965183795
[ 3.25 -0.75],[3.5713587],[42.14965627],1.619486771260342e-09,0.0,1.619486771260342e-09
[-3.75 -3.25],[2.969387],[217.21658794],5.571935437559571e-10,0.0,5.571935437559571e-10
[-4.75 -4.25],[3.4692974],[311.46732571],2.754054763337395e-10,0.0,2.754054763337395e-10
[ 0.75 -4.75],[6.1882496],[-17.16746961],4.431070443013313,0.0,4.431070443013313
[-1.25  4.25],[-2.8374388],[32.09821999],0.43832536004209943,0.0,0.43832536004209943
[ 4.75 -1.25],[4.644313],[111.92699089],0.027105047052709316,0.0,0.027105047052709316
[-2.75  0.75],[-0.26475328],[52.51632032],2.7444561831145585e-05,0.0,2.7444561831145585e-05
[2.25 2.75],[-0.03007567],[74.74356788],3.39194224417298e-05,0.0,3.39194224417298e-05
[ 3.75 -1.75],[4.6885185],[38.56401584],0.04321681182998456,0.0,0.04321681182998456
[4.25 3.75],[-0.1184864],[229.46049535],1.9478495296144968e-05,0.0,1.9478495296144968e-05
[-4.25 -2.75],[2.3079324],[223.63212734],9.012408110880367e-06,0.0,9.012408110880367e-06
[0.25 2.25],[-0.3973697],[19.4202158],0.00010895407028223446,0.0,0.00010895407028223446
[-2.25 -3.75],[4.042341],[131.93641577],4.080278204211567e-05,0.0,4.080278204211567e-05
[2.75 0.25],[2.454199],[41.76442314],3.7280654439108715e-07,0.0,3.7280654439108715e-07
[ 1.75 -2.25],[4.3212247],[-31.85818895],0.0012117134977748904,0.0,0.0012117134977748904
[-1.75  4.75],[-3.4988937],[61.35494516],0.00010330036833665533,0.0,0.00010330036833665533
[-1.67040503  4.68954802],[-3.4110436],[54.58261871],0.0006752512572627589,0.0,0.0006752512572627589
[-2.0452702   4.54765844],[-3.435981],[45.91280365],0.0003994286758340542,0.0,0.0003994286758340542
[-1.23860765  4.85298681],[-3.3823192],[26.28900528],0.0012119784040791266,0.0,0.0012119784040791266
[-0.32676831  1.10966814],[0.40460026],[-15.58168888],0.030338318213381104,0.0,0.030338318213381104
[1.05338788 1.67095327],[0.46097296],[25.49725151],0.07907224033584298,0.0,0.07907224033584298
[-1.73849547  0.53554368],[0.34693798],[29.48817825],0.010733116061769434,0.0,0.010733116061769434
[-1.83668959  4.9987936 ],[-3.7613194],[51.20236206],1.4493497023478621e-05,0.0,1.4493497023478621e-05
[-2.26233768  4.83373642],[-3.7860386],[58.7253685],2.261622538054623e-05,0.0,2.261622538054623e-05
[-2.20679331  4.85527515],[-3.7828126],[70.5178833],2.12172839535986e-05,0.0,2.12172839535986e-05
[-2.02881122  4.99555969],[-3.8374298],[35.95269394],7.471109363852598e-05,0.0,7.471109363852598e-05
[-2.31513762  4.8724494 ],[-3.843049],[56.9102211],8.642738898436038e-05,0.0,8.642738898436038e-05
[-2.35199881  4.85660028],[-3.8437724],[63.62570572],8.80777695720951e-05,0.0,8.80777695720951e-05
[-0.07948458  0.45829165],[1.1000285],[-10.24376774],4.125018640426175,0.0,4.125018640426175
[-0.08758107  0.4546361 ],[1.1000285],[-10.37214184],4.125022053344035,0.0,4.125022053344035
[1.80361092 1.30850494],[1.1000285],[29.64651108],4.125018640426175,0.0,4.125018640426175
