x,z,p,acqf,penalty,pacqf
[1.25 1.75],[-2.5796525],[3.82321173],0.0003833087712461521,0.0,0.0003833087712461521
[-0.75  3.25],[-4.6969624],[14.79772188],0.11949802936801203,0.0,0.11949802936801203
[-3.25  1.25],[-3.7261863],[88.40733861],2.0764085617695467e-07,0.0,2.0764085617695467e-07
[-0.25 -0.25],[-1.2503667],[-5.14470127],0.09321084133456584,0.0,0.09321084133456584
[ 3.25 -0.75],[0.4711825],[42.14965627],2.9099412520803895e-20,0.0,2.9099412520803895e-20
[-3.75 -3.25],[0.29542446],[217.21658794],9.0991824018632e-19,0.0,9.0991824018632e-19
[-4.75 -4.25],[0.87043977],[311.46732571],4.337311474998281e-19,0.0,4.337311474998281e-19
[ 0.75 -4.75],[3.3090098],[-17.16746961],0.38137222385049563,0.0,0.38137222385049563
[-1.25  4.25],[-5.809743],[32.09821999],0.03332653887051332,0.0,0.03332653887051332
[ 4.75 -1.25],[1.4757109],[111.92699089],5.052089856277985e-09,0.0,5.052089856277985e-09
[-2.75  0.75],[-3.0801682],[52.51632032],1.280605375514168e-09,0.0,1.280605375514168e-09
[2.25 2.75],[-3.1546679],[74.74356788],8.779834421312425e-11,0.0,8.779834421312425e-11
[ 3.75 -1.75],[1.5839634],[38.56401584],2.1406288352721652e-06,0.0,2.1406288352721652e-06
[4.25 3.75],[-3.371173],[229.46049535],2.346028654178261e-12,0.0,2.346028654178261e-12
[-4.25 -2.75],[-0.35059357],[223.63212734],5.641049506827377e-12,0.0,5.641049506827377e-12
[0.25 2.25],[-3.4049256],[19.4202158],3.4940095471802517e-12,0.0,3.4940095471802517e-12
[-2.25 -3.75],[1.2999529],[131.93641577],1.877376285706792e-13,0.0,1.877376285706792e-13
[2.75 0.25],[-0.64159846],[41.76442314],2.1022839518444664e-07,0.0,2.1022839518444664e-07
[ 1.75 -2.25],[1.3337055],[-31.85818895],1.1057875298692539e-12,0.0,1.1057875298692539e-12
[-1.75  4.75],[-6.455761],[61.35494516],5.539191824087862e-10,0.0,5.539191824087862e-10
[-1.67040503  4.68954802],[-6.3707914],[54.58261871],4.158694479800226e-08,0.0,4.158694479800226e-08
[-2.0452702   4.54765844],[-6.3727264],[45.91280365],3.7857630693728145e-08,0.0,3.7857630693728145e-08
[-1.23860765  4.85298681],[-6.368562],[26.28900528],4.632416725478407e-08,0.0,4.632416725478407e-08
[-0.32676831  1.10966814],[-2.547174],[-15.58168888],0.0006835278942318474,0.0,0.0006835278942318474
[1.05338788 1.67095327],[-2.5763478],[25.49725151],0.0004066618900380199,0.0,0.0004066618900380199
[-1.73849547  0.53554368],[-2.5173328],[29.48817825],0.0011526311503638085,0.0,0.0011526311503638085
[-1.83668959  4.9987936 ],[-6.719095],[51.20236206],1.963766729815204e-11,-0.35392284,-0.35392284393310547
[-2.26233768  4.83373642],[-6.7176094],[58.7253685],1.8185105658809478e-11,-0.34004688,-0.34004688262939453
[-2.20679331  4.85527515],[-6.7178035],[70.5178833],1.8366599432871936e-11,-0.34185886,-0.3418588638305664
[-2.02881122  4.99555969],[-6.784954],[35.95269394],1.1766076946498202e-09,-0.96872807,-0.9687280654907227
[-2.31513762  4.8724494 ],[-6.7726774],[56.9102211],5.121583386785563e-10,-0.854125,-0.8541250228881836
[-2.35199881  4.85660028],[-6.771097],[63.62570572],4.6075346551465085e-10,-0.8393717,-0.8393716812133789
[-0.07948458  0.45829165],[-1.8504436],[-10.24376774],0.1536775660595536,0.0,0.1536775660595536
[-0.08758107  0.4546361 ],[-1.8499336],[-10.37214184],0.1538911509874533,0.0,0.1538911509874533
[1.80361092 1.30850494],[-1.9690304],[29.64651108],0.1133787715635318,0.0,0.1133787715635318
[ 1.55782056 -3.19340181],[2.1454973],[-41.60531616],0.2092117079459978,0.0,0.2092117079459978
[ 1.78181851 -3.09576011],[2.1346517],[-26.87615967],0.2004913694213636,0.0,0.2004913694213636
[ 0.84713203 -3.50319409],[2.1799068],[-32.18456268],0.2350401629370913,0.0,0.2350401629370913
[ 1.60514963 -3.64822984],[2.5870585],[-18.72332001],0.30785130850973075,0.0,0.30785130850973075
[ 1.40742075 -3.72890544],[2.5914836],[-40.38399124],0.3075772040711555,0.0,0.3075772040711555
[ 2.49064159 -3.28693962],[2.567243],[-9.78286839],0.30909112510522785,0.0,0.30909112510522785
[ 1.76261652 -4.01662159],[2.9874153],[-42.51203156],0.25592067979625166,0.0,0.25592067979625166
[ 1.50631833 -4.12066746],[2.9926596],[-27.49527931],0.2557171104057058,0.0,0.2557171104057058
[ 2.31669235 -3.79169083],[2.9760787],[-12.65568924],0.2565739598101038,0.0,0.2565739598101038
[ 1.88276339 -4.36300755],[3.3538496],[-23.06659317],0.4116055718038322,0.0,0.4116055718038322
[ 1.57470644 -4.4863615 ],[3.3585622],[-39.24166489],0.41466410723443653,0.0,0.41466410723443653
[ 2.1078074  -4.27289438],[3.3504071],[-16.87789154],0.40934338531560505,0.0,0.40934338531560505
[ 1.96337569 -4.69562674],[3.6932585],[-35.1680603],0.349701457045899,0.0,0.349701457045899
[ 1.53310716 -4.86351109],[3.695727],[-15.63607025],0.346977502744767,0.0,0.346977502744767
[ 1.58859956 -4.84185886],[3.6954088],[-26.02105331],0.3473349514863525,0.0,0.3473349514863525
[ 2.00082374 -4.99810457],[3.989055],[-17.54435539],0.17992087770300536,0.0,0.17992087770300536
[ 2.2179482  -4.91614914],[3.9903889],[-13.95051289],0.1806122536343458,0.0,0.1806122536343458
[ 3.05689573 -4.59948063],[3.995542],[-16.13715363],0.18346260400631756,0.0,0.18346260400631756
[ 1.54951656 -3.6978786 ],[2.613462],[-16.52298927],0.306301600602247,0.0,0.306301600602247
[ 1.75680208 -3.6187849 ],[2.6139402],[-16.95693588],0.3062778389825414,0.0,0.3062778389825414
[ 2.10393596 -3.48632956],[2.6147408],[-26.6994133],0.3062306276332634,0.0,0.3062306276332634
