x,z,p,acqf,penalty,pacqf
[1.25 1.75],[-3.3538527],[3.82321173],2.7431666717292067e-13,0.0,2.7431666717292067e-13
[-0.75  3.25],[-5.4691143],[14.79772188],6.3478529317552845e-09,0.0,6.3478529317552845e-09
[-3.25  1.25],[-4.4936457],[88.40733861],9.41167115629344e-38,0.0,9.41167115629344e-38
[-0.25 -0.25],[-2.02131],[-5.14470127],0.00012191492696765004,0.0,0.00012191492696765004
[ 3.25 -0.75],[-0.30451447],[42.14965627],3.22320640749637e-17,0.0,3.22320640749637e-17
[-3.75 -3.25],[-0.46883845],[217.21658794],1.0101189758136977e-138,0.0,1.0101189758136977e-138
[-4.75 -4.25],[0.10816431],[311.46732571],1.185726262510158e-253,0.0,1.185726262510158e-253
[ 0.75 -4.75],[2.539107],[-17.16746961],0.009080093765981697,0.0,0.009080093765981697
[-1.25  4.25],[-6.5817275],[32.09821999],7.717818009115466e-14,0.0,7.717818009115466e-14
[ 4.75 -1.25],[0.6981341],[111.92699089],2.4214847696833998e-51,0.0,2.4214847696833998e-51
[-2.75  0.75],[-3.8480706],[52.51632032],4.186192492888388e-21,0.0,4.186192492888388e-21
[2.25 2.75],[-3.9308558],[74.74356788],8.424083651490512e-31,0.0,8.424083651490512e-31
[ 3.75 -1.75],[0.8080988],[38.56401584],5.624854330774929e-16,0.0,5.624854330774929e-16
[4.25 3.75],[-4.1507845],[229.46049535],3.450728136187972e-149,0.0,3.450728136187972e-149
[-4.25 -2.75],[-1.1144135],[223.63212734],1.909971709236316e-145,0.0,1.909971709236316e-145
[0.25 2.25],[-4.1779647],[19.4202158],3.2114165813768223e-12,0.0,3.2114165813768223e-12
[-2.25 -3.75],[0.53381],[131.93641577],9.327609652187028e-63,0.0,9.327609652187028e-63
[2.75 0.25],[-1.4171278],[41.76442314],4.4420459559412236e-17,0.0,4.4420459559412236e-17
[ 1.75 -2.25],[0.56098974],[-31.85818895],0.10521126327539312,0.0,0.10521126327539312
[-1.75  4.75],[-7.2273026],[61.35494516],9.597160806185125e-25,0.0,9.597160806185125e-25
[-1.67040503  4.68954802],[-7.1424146],[54.58261871],1.6099612539065633e-52,0.0,1.6099612539065633e-52
[-2.0452702   4.54765844],[-7.143733],[45.91280365],2.258647713118392e-43,0.0,2.258647713118392e-43
[-1.23860765  4.85298681],[-7.1408954],[26.28900528],3.0111117136491686e-41,0.0,3.0111117136491686e-41
[-0.32676831  1.10966814],[-3.3187559],[-15.58168888],0.0032628512886152708,0.0,0.0032628512886152708
[1.05338788 1.67095327],[-3.350222],[25.49725151],6.47820518104163e-14,0.0,6.47820518104163e-14
[-1.73849547  0.53554368],[-3.2865703],[29.48817825],1.1407462758401576e-12,0.0,1.1407462758401576e-12
[-1.83668959  4.9987936 ],[-7.490649],[51.20236206],6.603689348735701e-59,-0.7459116,-0.7459115982055664
[-2.26233768  4.83373642],[-7.4884615],[58.7253685],6.85013308872841e-65,-0.72547436,-0.7254743576049805
[-2.20679331  4.85527515],[-7.4887466],[70.5178833],2.2787879771107076e-67,-0.7281399,-0.7281398773193359
[-2.02881122  4.99555969],[-7.55623],[35.95269394],1.6904600846250535e-17,-1.3584852,-1.358485221862793
[-2.31513762  4.8724494 ],[-7.543475],[56.9102211],4.489373053597531e-46,-1.2393427,-1.2393426895141602
[-2.35199881  4.85660028],[-7.5418334],[63.62570572],8.950231513495767e-42,-1.2240076,-1.2240076065063477
[-0.07948458  0.45829165],[-2.6220222],[-10.24376774],3.148684224461106e-06,0.0,3.148684224461106e-06
[-0.08758107  0.4546361 ],[-2.6214986],[-10.37214184],3.1107336131612806e-06,0.0,3.1107336131612806e-06
[1.80361092 1.30850494],[-2.7437825],[29.64651108],4.62475178839512e-13,0.0,4.62475178839512e-13
[ 1.55782056 -3.19340181],[1.3735769],[-41.60531616],0.643609254754657,0.0,0.643609254754657
[ 1.78181851 -3.09576011],[1.3623557],[-26.87615967],0.2414264996216858,0.0,0.2414264996216858
[ 0.84713203 -3.50319409],[1.4091784],[-32.18456268],0.2725209843069677,0.0,0.2725209843069677
[ 1.60514963 -3.64822984],[1.815321],[-18.72332001],0.05633354880510153,0.0,0.05633354880510153
[ 1.40742075 -3.72890544],[1.8200743],[-40.38399124],0.19588249082978415,0.0,0.19588249082978415
[ 2.49064159 -3.28693962],[1.7940341],[-9.78286839],0.0005869106312958313,0.0,0.0005869106312958313
[ 1.76261652 -4.01662159],[2.2156541],[-42.51203156],0.2215109178661047,0.0,0.2215109178661047
[ 1.50631833 -4.12066746],[2.2213237],[-27.49527931],0.409904234089756,0.0,0.409904234089756
[ 2.31669235 -3.79169083],[2.2033978],[-12.65568924],0.006728765999867214,0.0,0.006728765999867214
[ 1.88276339 -4.36300755],[2.5821064],[-23.06659317],0.005247660468832061,0.0,0.005247660468832061
[ 1.57470644 -4.4863615 ],[2.5873294],[-39.24166489],0.31900107874485323,0.0,0.31900107874485323
[ 2.1078074  -4.27289438],[2.578291],[-16.87789154],0.006893925939903914,0.0,0.006893925939903914
[ 1.96337569 -4.69562674],[2.9215827],[-35.1680603],0.031706632787614285,0.0,0.031706632787614285
[ 1.53310716 -4.86351109],[2.9247618],[-15.63607025],0.002225896099419835,0.0,0.002225896099419835
[ 1.58859956 -4.84185886],[2.924352],[-26.02105331],0.001935340502094052,0.0,0.001935340502094052
[ 2.00082374 -4.99810457],[3.2174916],[-17.54435539],1.764629071703044e-05,0.0,1.764629071703044e-05
[ 2.2179482  -4.91614914],[3.2184684],[-13.95051289],4.582840772178465e-06,0.0,4.582840772178465e-06
[ 3.05689573 -4.59948063],[3.2222419],[-16.13715363],0.00011282616555574516,0.0,0.00011282616555574516
[ 1.54951656 -3.6978786 ],[1.8418316],[-16.52298927],0.00010168345257604008,0.0,0.00010168345257604008
[ 1.75680208 -3.6187849 ],[1.8419683],[-16.95693588],9.382224000222824e-05,0.0,9.382224000222824e-05
[ 2.10393596 -3.48632956],[1.8421972],[-26.6994133],8.541399082118895e-05,0.0,8.541399082118895e-05
[ 1.71544623 -4.08661604],[2.2641912],[-24.57855606],1.0821903195511863e-06,0.0,1.0821903195511863e-06
[ 1.0571444 -4.3383112],[2.2642312],[-24.96769714],1.0668654135269207e-06,0.0,1.0668654135269207e-06
[ 3.04076123 -3.57989478],[2.2641098],[6.56303215],1.1181678370065864e-06,0.0,1.1181678370065864e-06
[ 1.45800102 -3.4234314 ],[1.5527992],[-4.66963053],2.1474442181187463e-05,0.0,2.1474442181187463e-05
[ 1.34263527 -3.46684194],[1.5521538],[-23.29216003],3.6228737090567957e-05,0.0,3.6228737090567957e-05
[ 2.74630165 -2.93866158],[1.5600052],[-25.96671677],0.0339164767731333,0.0,0.0339164767731333
[ 2.08694243 -4.99972963],[3.2497604],[-12.78216839],1.55686401594788e-06,0.0,1.55686401594788e-06
[ 2.11934924 -4.98742104],[3.2498348],[-5.66724205],1.4824863060219607e-06,0.0,1.4824863060219607e-06
[ 2.60789728 -4.80186701],[3.2509608],[-27.66517639],1.2854112663274316e-06,0.0,1.2854112663274316e-06
[ 1.92320108 -4.5068469 ],[2.7309024],[-25.6075573],8.262407300753937e-06,0.0,8.262407300753937e-06
[ 2.09447527 -4.44107103],[2.7306204],[-3.27254009],7.806238988097822e-06,0.0,7.806238988097822e-06
[ 1.93464029 -4.5024538 ],[2.7308836],[-23.92664528],8.175662593904447e-06,0.0,8.175662593904447e-06
[ 1.52036428 -3.45819092],[1.6075356],[-7.07603455],6.644999846256856e-07,0.0,6.644999846256856e-07
[ 1.22487187 -3.57130218],[1.6076775],[-20.00912666],6.38242349344275e-07,0.0,6.38242349344275e-07
[ 2.31700373 -3.15324616],[1.6071527],[-15.28905392],9.684707715374162e-07,0.0,9.684707715374162e-07
[0.1357612  0.18518388],[-2.29006],[-5.36989784],2.045811646815809e-09,0.0,2.045811646815809e-09
[0.25491521 0.23061049],[-2.2899451],[-11.86594582],2.4214691014910084e-09,0.0,2.4214691014910084e-09
[-0.78346646 -0.16526514],[-2.2909458],[-7.34329462],4.011234827223376e-09,0.0,4.011234827223376e-09
[ 1.68894982 -3.88308382],[2.0646152],[-29.48594093],0.0002913873948855235,0.0,0.0002913873948855235
[ 2.22170353 -3.67676902],[2.0621338],[-14.04885101],2.6128083448240648e-06,0.0,2.6128083448240648e-06
[ 3.02320004 -3.36638045],[2.0584004],[-1.13098788],1.9094231573542164e-06,0.0,1.9094231573542164e-06
[ 1.98086357 -4.58147669],[2.8212023],[-22.05464172],5.4037691236222945e-06,0.0,5.4037691236222945e-06
[ 2.08996773 -4.53942347],[2.8208795],[-2.68319106],4.508160369428366e-06,0.0,4.508160369428366e-06
[ 2.29807281 -4.45921135],[2.820264],[-24.75233841],6.970116939137052e-06,0.0,6.970116939137052e-06
[ 2.15120459 -4.99997091],[3.272932],[-0.78463048],2.2914349263659903e-12,0.0,2.2914349263659903e-12
[ 2.16178083 -4.99588442],[3.2728915],[-0.21925956],2.2331552435253563e-12,0.0,2.2331552435253563e-12
[ 2.24106693 -4.96525097],[3.2725885],[-7.04727268],2.1254866157186237e-12,0.0,2.1254866157186237e-12
[ 1.18430257 -2.49459481],[0.5874644],[-6.52901125],1.0985419177877497e-05,0.0,1.0985419177877497e-05
[ 1.89686048 -2.21929049],[0.5847447],[-22.97892761],3.793756709924659e-05,0.0,3.793756709924659e-05
[ 2.5289011  -1.97509491],[0.5823324],[-24.0420742],0.004776820971744876,0.0,0.004776820971744876
[ 1.7412504  -3.88265848],[2.0828931],[-35.10814667],0.001103442892265592,0.0,0.001103442892265592
[ 2.25578046 -3.6856811 ],[2.0826263],[-14.57667637],0.0011304997148020607,0.0,0.0011304997148020607
[ 2.28005123 -3.67638946],[2.0826137],[-21.33299255],0.0011330021224558735,0.0,0.0011330021224558735
[ 1.50537658 -3.23116136],[1.3901209],[-31.46737289],0.000513490486444211,0.0,0.000513490486444211
[ 2.09056759 -3.00709629],[1.3897831],[-11.10690784],0.000531208408752639,0.0,0.000531208408752639
[ 2.18492436 -2.97096777],[1.3897287],[-20.80069923],0.0005362519758977638,0.0,0.0005362519758977638
[ 1.83342326 -4.05753136],[2.2791502],[-40.6986084],0.0004910110293014117,0.0,0.0004910110293014117
[ 2.38054681 -3.84903765],[2.2797644],[-21.12989235],0.0006816689047237602,0.0,0.0006816689047237602
[ 2.66895866 -3.73913169],[2.2800884],[-11.86857891],0.0008552639566703273,0.0,0.0008552639566703273
[ 2.07097626 -4.62887859],[2.8976557],[-10.31391716],6.411931777881217,0.0,6.411931777881217
[ 1.71929014 -4.76331902],[2.8976557],[-33.21211624],6.411931777881217,0.0,6.411931777881217
[ 2.85655856 -4.32857037],[2.8976557],[-16.2463932],6.411931777881217,0.0,6.411931777881217
