x,z,p,acqf,penalty,pacqf
[1.25 1.75],[-0.41202456],[3.82321173],2.098347276354289e-05,0.0,2.098347276354289e-05
[-0.75  3.25],[-2.5837643],[14.79772188],0.003493037353886674,0.0,0.003493037353886674
[-3.25  1.25],[-1.743149],[88.40733861],0.00034958389234919436,0.0,0.00034958389234919436
[-0.25 -0.25],[0.82633996],[-5.14470127],2.732461209603124e-06,0.0,2.732461209603124e-06
[ 3.25 -0.75],[2.6772094],[42.14965627],1.703495093668535e-08,0.0,1.703495093668535e-08
[-3.75 -3.25],[2.1867003],[217.21658794],1.0127089598814146e-08,0.0,1.0127089598814146e-08
[-4.75 -4.25],[2.7064452],[311.46732571],1.9315565660029572e-08,0.0,1.9315565660029572e-08
[ 0.75 -4.75],[5.3528132],[-17.16746961],1.943807660836013,0.0,1.943807660836013
[-1.25  4.25],[-3.7001328],[32.09821999],0.0035493316979203727,0.0,0.0035493316979203727
[ 4.75 -1.25],[3.7325802],[111.92699089],0.00018499848994924645,0.0,0.00018499848994924645
[-2.75  0.75],[-1.0855273],[52.51632032],4.295983044517269e-05,0.0,4.295983044517269e-05
[2.25 2.75],[-0.9317694],[74.74356788],3.196951073290294e-05,0.0,3.196951073290294e-05
[ 3.75 -1.75],[3.7935781],[38.56401584],0.00034030141138951907,0.0,0.00034030141138951907
[4.25 3.75],[-1.0537653],[229.46049535],4.009106501345923e-05,0.0,4.009106501345923e-05
[-4.25 -2.75],[1.5290784],[223.63212734],1.1439288559202141e-07,0.0,1.1439288559202141e-07
[0.25 2.25],[-1.2685208],[19.4202158],6.912247057274855e-05,0.0,6.912247057274855e-05
[-2.25 -3.75],[3.2420712],[131.93641577],1.113540803854905e-06,0.0,1.113540803854905e-06
[2.75 0.25],[1.5608406],[41.76442314],9.817204799409703e-08,0.0,9.817204799409703e-08
[ 1.75 -2.25],[3.4568267],[-31.85818895],1.0306261124091694e-05,0.0,1.0306261124091694e-05
[-1.75  4.75],[-4.3577547],[61.35494516],0.00398392144631788,0.0,0.00398392144631788
[-1.67040503  4.68954802],[-4.270632],[54.58261871],0.003418403858545325,0.0,0.003418403858545325
[-1.85567474  4.87787628],[-4.5171127],[55.10152054],0.006030043195819686,0.0,0.006030043195819686
[ 0.93029702 -1.91066384],[2.8194516],[-34.83876038],3.4843945761195214e-08,0.0,3.4843945761195214e-08
[-1.94658732  4.91993618],[-4.5918627],[45.3395462],0.007721238684129601,0.0,0.007721238684129601
[-2.04195833  4.99351597],[-4.697305],[35.58750153],0.011428591339706053,0.0,0.011428591339706053
[-2.05377293  4.99770594],[-4.705849],[35.4704628],0.011818329794695354,0.0,0.011818329794695354
[ 1.73188901 -3.69959974],[4.779622],[-27.85333252],0.32441380655319,0.0,0.32441380655319
[ 1.80784965 -3.90686488],[5.],[-33.07431793],0.7390472724407564,0.0,0.7390472724407564
