x,z,p,acqf,penalty,pacqf
[1.25 1.75],[-0.5106557],[3.82321173],4.512434585606686e-07,0.0,4.512434585606686e-07
[-0.75  3.25],[-2.6535876],[14.79772188],5.2429325123470205e-11,0.0,5.2429325123470205e-11
[-3.25  1.25],[-1.7427354],[88.40733861],5.500349151315646e-62,0.0,5.500349151315646e-62
[-0.25 -0.25],[0.7769171],[-5.14470127],0.00015455471351014192,0.0,0.00015455471351014192
[ 3.25 -0.75],[2.5586028],[42.14965627],6.524801693730453e-25,0.0,6.524801693730453e-25
[-3.75 -3.25],[2.2373753],[217.21658794],5.117818211261573e-256,0.0,5.117818211261573e-256
[-4.75 -4.25],[2.786981],[311.46732571],0.0,0.0,0.0
[ 0.75 -4.75],[5.3221087],[-17.16746961],0.046306373135262514,0.0,0.046306373135262514
[-1.25  4.25],[-3.7682745],[32.09821999],4.082045589911402e-19,0.0,4.082045589911402e-19
[ 4.75 -1.25],[3.5868475],[111.92699089],1.9984697654681462e-87,0.0,1.9984697654681462e-87
[-2.75  0.75],[-1.0912117],[52.51632032],9.876886463810961e-32,0.0,9.876886463810961e-32
[2.25 2.75],[-1.060262],[74.74356788],2.994299290814197e-49,0.0,2.994299290814197e-49
[ 3.75 -1.75],[3.6732903],[38.56401584],9.425196303618763e-23,0.0,9.425196303618763e-23
[4.25 3.75],[-1.2331473],[229.46049535],1.9509924560993772e-281,0.0,1.9509924560993772e-281
[-4.25 -2.75],[1.5858512],[223.63212734],3.478382129456691e-269,0.0,3.478382129456691e-269
[0.25 2.25],[-1.3505398],[19.4202158],6.065862316041199e-13,0.0,6.065862316041199e-13
[-2.25 -3.75],[3.2656195],[131.93641577],1.4095543902903424e-112,0.0,1.4095543902903424e-112
[2.75 0.25],[1.4439157],[41.76442314],1.1259097712999608e-24,0.0,1.1259097712999608e-24
[ 1.75 -2.25],[3.3830123],[-31.85818895],2.5539073072016385,0.0,2.5539073072016385
[-1.75  4.75],[-4.419799],[61.35494516],3.178930408215682e-38,0.0,3.178930408215682e-38
[-1.67040503  4.68954802],[-4.333815],[54.58261871],3.4101326747714085e-33,0.0,3.4101326747714085e-33
[-2.0452702   4.54765844],[-4.3435984],[45.91280365],2.7410999867511447e-27,0.0,2.7410999867511447e-27
[-1.23860765  4.85298681],[-4.322546],[26.28900528],3.945241535314411e-16,0.0,3.945241535314411e-16
[-0.32676831  1.10966814],[-0.51150024],[-15.58168888],7.2350351245238125,0.0,7.2350351245238125
[1.05338788 1.67095327],[-0.51150024],[25.49725151],7.2350351245238125,0.0,7.2350351245238125
[-1.73849547  0.53554368],[-0.51150024],[29.48817825],7.2350351245238125,0.0,7.2350351245238125
