,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-3.5318099],"[4.959523083363, -5.040482933309]",-5238.908746,penalty,-3.894401
1,[-3.4963660],"[4.934871382855, -5.015015951196]",-5233.896878,penalty,-3.894401
2,[-3.4609220],"[4.910219682348, -4.989548969083]",-5228.885010,penalty,-3.894401
3,[-3.4254781],"[4.885567981840, -4.964081986971]",-5223.873141,penalty,-3.894401
4,[-3.3900341],"[4.860916281332, -4.938615004858]",-5218.861273,penalty,-3.894401
5,[-3.3545902],"[4.836264580824, -4.913148022745]",-5213.849405,penalty,-3.894401
6,[-3.3191462],"[4.811612880316, -4.887681040632]",-5208.837537,penalty,-3.894401
7,[-3.2837023],"[4.786961179808, -4.862214058519]",-5203.825668,penalty,-3.894401
8,[-3.2482583],"[4.762309479301, -4.836747076406]",-5198.813800,penalty,-3.894401
9,[-3.2128144],"[4.737657778793, -4.811280094293]",-5193.801932,penalty,-3.894401
10,[-3.1773704],"[4.713006078285, -4.785813112180]",-5188.790064,penalty,-3.894401
11,[-3.1419265],"[4.688354377777, -4.760346130067]",-5183.778195,penalty,-3.894401
12,[-3.1064825],"[4.663702677269, -4.734879147954]",-5178.766327,penalty,-3.894401
13,[-3.0710386],"[4.639050976761, -4.709412165841]",-5173.754459,penalty,-3.894401
14,[-3.0355946],"[4.614399276254, -4.683945183728]",-5168.742590,penalty,-3.894401
15,[-3.0001507],"[4.589747575746, -4.658478201615]",-5163.730722,penalty,-3.894401
16,[-2.9647067],"[4.565095875238, -4.633011219502]",-5158.718854,penalty,-3.894401
17,[-2.9292628],"[4.540444174730, -4.607544237389]",-5153.706986,penalty,-3.894401
18,[-2.8938188],"[4.515792474222, -4.582077255276]",-5148.695117,penalty,-3.894401
19,[-2.8583749],"[4.491140773715, -4.556610273163]",-5143.683249,penalty,-3.894401
20,[-2.8229309],"[4.466489073207, -4.531143291050]",-5138.671381,penalty,-3.894401
21,[-2.7874870],"[4.441837372699, -4.505676308937]",-5133.659513,penalty,-3.894401
22,[-2.7520430],"[4.417185672191, -4.480209326824]",-5128.647644,penalty,-3.894401
23,[-2.7165991],"[4.392533971683, -4.454742344711]",-5123.635776,penalty,-3.894401
24,[-2.6811551],"[4.367882271175, -4.429275362598]",-5118.623908,penalty,-3.894401
25,[-2.6457112],"[4.343230570668, -4.403808380485]",-5113.612040,penalty,-3.894401
26,[-2.6102673],"[4.318578870160, -4.378341398372]",-5108.600171,penalty,-3.894401
27,[-2.5748233],"[4.293927169652, -4.352874416259]",-5103.588303,penalty,-3.894401
28,[-2.5393794],"[4.269275469144, -4.327407434146]",-5098.576435,penalty,-3.894401
