,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-7.5097741],"[-3.563230193229, -7.026791668750]",-959.005253,penalty,-5.207918
1,[-7.4743302],"[-3.534902005868, -7.005489384444]",-954.042176,penalty,-5.207948
2,[-7.4388862],"[-3.506573818506, -6.984187100138]",-949.079100,penalty,-5.207977
3,[-7.4034423],"[-3.478245631144, -6.962884815831]",-944.116024,penalty,-5.208006
4,[-7.3679983],"[-3.449917443782, -6.941582531525]",-939.152948,penalty,-5.208034
5,[-7.3325544],"[-3.421589256421, -6.920280247219]",-934.189872,penalty,-5.208063
6,[-7.2971104],"[-3.393261069059, -6.898977962912]",-929.226796,penalty,-5.208092
7,[-7.2616665],"[-3.364932881697, -6.877675678606]",-924.263721,penalty,-5.208120
8,[-7.2262225],"[-3.336604694336, -6.856373394300]",-919.300645,penalty,-5.208148
9,[-7.1907786],"[-3.308276506974, -6.835071109993]",-914.337570,penalty,-5.208177
10,[-7.1553346],"[-3.279948319612, -6.813768825687]",-909.374495,penalty,-5.208205
11,[-7.1198907],"[-3.251620132250, -6.792466541380]",-904.411420,penalty,-5.208232
12,[-7.0844467],"[-3.223291944889, -6.771164257074]",-899.448345,penalty,-5.208260
13,[-7.0490028],"[-3.194963757527, -6.749861972768]",-894.485270,penalty,-5.208288
14,[-7.0135588],"[-3.166635570165, -6.728559688461]",-889.522196,penalty,-5.208315
15,[-6.9781149],"[-3.138307382803, -6.707257404155]",-884.559121,penalty,-5.208342
16,[-6.9426709],"[-3.109979195442, -6.685955119849]",-879.596047,penalty,-5.208370
17,[-6.9072270],"[-3.081651008080, -6.664652835542]",-874.632973,penalty,-5.208397
18,[-6.8717831],"[-3.053322820718, -6.643350551236]",-869.669899,penalty,-5.208423
19,[-6.8363391],"[-3.024994633357, -6.622048266930]",-864.706825,penalty,-5.208450
20,[-6.8008952],"[-2.996666445995, -6.600745982623]",-859.743751,penalty,-5.208477
21,[-6.7654512],"[-2.968338258633, -6.579443698317]",-854.780677,penalty,-5.208503
22,[-6.7300073],"[-2.940010071271, -6.558141414010]",-849.817604,penalty,-5.208530
23,[-6.6945633],"[-2.911681883910, -6.536839129704]",-844.854531,penalty,-5.208556
24,[-6.6591194],"[-2.883353696548, -6.515536845398]",-839.891457,penalty,-5.208582
25,[-6.6236754],"[-2.855025509186, -6.494234561091]",-834.928384,penalty,-5.208608
26,[-6.5882315],"[-2.826697321825, -6.472932276785]",-829.965311,penalty,-5.208633
27,[-6.5527875],"[-2.798369134463, -6.451629992479]",-825.002239,penalty,-5.208659
28,[-6.5173436],"[-2.770040947101, -6.430327708172]",-820.039166,penalty,-5.208685
29,[-6.4818996],"[-2.741712759739, -6.409025423866]",-815.076093,penalty,-5.208710
30,[-6.4464557],"[-2.713384572378, -6.387723139560]",-810.113021,penalty,-5.208735
31,[-6.4110117],"[-2.685056385016, -6.366420855253]",-805.149949,penalty,-5.208760
32,[-6.3755678],"[-2.656728197654, -6.345118570947]",-800.186877,penalty,-5.208785
33,[-6.3401238],"[-2.628400010293, -6.323816286640]",-795.223805,penalty,-5.208810
34,[-6.3046799],"[-2.600071822931, -6.302514002334]",-790.260733,penalty,-5.208835
35,[-6.2692359],"[-2.571743635569, -6.281211718028]",-785.297661,penalty,-5.208859
36,[-6.2337920],"[-2.543415448207, -6.259909433721]",-780.334590,penalty,-5.208883
37,[-6.1983480],"[-2.515087260846, -6.238607149415]",-775.371518,penalty,-5.208908
38,[-6.1629041],"[-2.486759073484, -6.217304865109]",-770.408447,penalty,-5.208932
39,[-6.1274601],"[-2.458430886122, -6.196002580802]",-765.445376,penalty,-5.208956
40,[-6.0920162],"[-2.430102698760, -6.174700296496]",-760.482305,penalty,-5.208980
