,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-7.0751913],"[-2.534742730623, -7.472229555102]",-900.699157,penalty,-4.544745
1,[-7.0397473],"[-2.509644758113, -7.447202264162]",-895.686612,penalty,-4.544764
2,[-7.0043034],"[-2.484546785604, -7.422174973222]",-890.674066,penalty,-4.544784
3,[-6.9688594],"[-2.459448813094, -7.397147682282]",-885.661520,penalty,-4.544803
4,[-6.9334155],"[-2.434350840585, -7.372120391342]",-880.648975,penalty,-4.544822
5,[-6.8979715],"[-2.409252868075, -7.347093100403]",-875.636429,penalty,-4.544841
6,[-6.8625276],"[-2.384154895566, -7.322065809463]",-870.623884,penalty,-4.544860
7,[-6.8270836],"[-2.359056923056, -7.297038518523]",-865.611339,penalty,-4.544879
8,[-6.7916397],"[-2.333958950547, -7.272011227583]",-860.598794,penalty,-4.544898
9,[-6.7561957],"[-2.308860978038, -7.246983936644]",-855.586249,penalty,-4.544916
10,[-6.7207518],"[-2.283763005528, -7.221956645704]",-850.573704,penalty,-4.544935
11,[-6.6853078],"[-2.258665033019, -7.196929354764]",-845.561159,penalty,-4.544953
12,[-6.6498639],"[-2.233567060509, -7.171902063824]",-840.548614,penalty,-4.544972
13,[-6.6144199],"[-2.208469088000, -7.146874772884]",-835.536070,penalty,-4.544990
14,[-6.5789760],"[-2.183371115490, -7.121847481945]",-830.523525,penalty,-4.545008
15,[-6.5435320],"[-2.158273142981, -7.096820191005]",-825.510981,penalty,-4.545026
16,[-6.5080881],"[-2.133175170471, -7.071792900065]",-820.498436,penalty,-4.545044
17,[-6.4726441],"[-2.108077197962, -7.046765609125]",-815.485892,penalty,-4.545062
18,[-6.4372002],"[-2.082979225452, -7.021738318186]",-810.473348,penalty,-4.545080
19,[-6.4017562],"[-2.057881252943, -6.996711027246]",-805.460804,penalty,-4.545098
20,[-6.3663123],"[-2.032783280433, -6.971683736306]",-800.448260,penalty,-4.545115
21,[-6.3308683],"[-2.007685307924, -6.946656445366]",-795.435716,penalty,-4.545133
22,[-6.2954244],"[-1.982587335415, -6.921629154426]",-790.423172,penalty,-4.545150
23,[-6.2599804],"[-1.957489362905, -6.896601863487]",-785.410629,penalty,-4.545168
24,[-6.2245365],"[-1.932391390396, -6.871574572547]",-780.398085,penalty,-4.545185
25,[-6.1890925],"[-1.907293417886, -6.846547281607]",-775.385542,penalty,-4.545202
26,[-6.1536486],"[-1.882195445377, -6.821519990667]",-770.372998,penalty,-4.545219
27,[-6.1182046],"[-1.857097472867, -6.796492699728]",-765.360455,penalty,-4.545236
28,[-6.0827607],"[-1.831999500358, -6.771465408788]",-760.347912,penalty,-4.545253
29,[-6.0473167],"[-1.806901527848, -6.746438117848]",-755.335369,penalty,-4.545270
30,[-6.0118728],"[-1.781803555339, -6.721410826908]",-750.322826,penalty,-4.545286
31,[-5.9764288],"[-1.756705582829, -6.696383535969]",-745.310283,penalty,-4.545303
32,[-5.9409849],"[-1.731607610320, -6.671356245029]",-740.297740,penalty,-4.545319
33,[-5.9055409],"[-1.706509637810, -6.646328954089]",-735.285197,penalty,-4.545335
34,[-5.8700970],"[-1.681411665301, -6.621301663149]",-730.272655,penalty,-4.545352
35,[-5.8346530],"[-1.656313692791, -6.596274372209]",-725.260112,penalty,-4.545368
36,[-5.7992091],"[-1.631215720282, -6.571247081270]",-720.247570,penalty,-4.545384
37,[-5.7637651],"[-1.606117747773, -6.546219790330]",-715.235028,penalty,-4.545400
38,[-5.7283212],"[-1.581019775263, -6.521192499390]",-710.222485,penalty,-4.545416
39,[-5.6928772],"[-1.555921802754, -6.496165208450]",-705.209943,penalty,-4.545431
40,[-5.6574333],"[-1.530823830244, -6.471137917511]",-700.197401,penalty,-4.545447
41,[-5.6219893],"[-1.505725857735, -6.446110626571]",-695.184859,penalty,-4.545463
42,[-5.5865454],"[-1.480627885225, -6.421083335631]",-690.172318,penalty,-4.545478
43,[-5.5511014],"[-1.455529912716, -6.396056044691]",-685.159776,penalty,-4.545494
44,[-5.5156575],"[-1.430431940206, -6.371028753751]",-680.147234,penalty,-4.545509
45,[-5.4802135],"[-1.405333967697, -6.346001462812]",-675.134693,penalty,-4.545524
46,[-5.4447696],"[-1.380235995187, -6.320974171872]",-670.122151,penalty,-4.545539
47,[-5.4093257],"[-1.355138022678, -6.295946880932]",-665.109610,penalty,-4.545554
48,[-5.3738817],"[-1.330040050168, -6.270919589992]",-660.097069,penalty,-4.545569
49,[-5.3384378],"[-1.304942077659, -6.245892299053]",-655.084528,penalty,-4.545584
50,[-5.3029938],"[-1.279844105150, -6.220865008113]",-650.071987,penalty,-4.545598
51,[-5.2675499],"[-1.254746132640, -6.195837717173]",-645.059446,penalty,-4.545613
52,[-5.2321059],"[-1.229648160131, -6.170810426233]",-640.046905,penalty,-4.545627
53,[-5.1966620],"[-1.204550187621, -6.145783135293]",-635.034364,penalty,-4.545642
54,[-5.1612180],"[-1.179452215112, -6.120755844354]",-630.021824,penalty,-4.545656
55,[-5.1257741],"[-1.154354242602, -6.095728553414]",-625.009283,penalty,-4.545670
56,[-5.0903301],"[-1.129256270093, -6.070701262474]",-619.996743,penalty,-4.545684
57,[-5.0548862],"[-1.104158297583, -6.045673971534]",-614.984202,penalty,-4.545698
58,[-5.0194422],"[-1.079060325074, -6.020646680595]",-609.971662,penalty,-4.545712
59,[-4.9839983],"[-1.053962352564, -5.995619389655]",-604.959122,penalty,-4.545726
60,[-4.9485543],"[-1.028864380055, -5.970592098715]",-599.946582,penalty,-4.545740
61,[-4.9131104],"[-1.003766407545, -5.945564807775]",-594.934042,penalty,-4.545753
62,[-4.8776664],"[-0.978668435036, -5.920537516835]",-589.921502,penalty,-4.545767
63,[-4.8422225],"[-0.953570462527, -5.895510225896]",-584.908962,penalty,-4.545780
64,[-4.8067785],"[-0.928472490017, -5.870482934956]",-579.896423,penalty,-4.545794
65,[-4.7713346],"[-0.903374517508, -5.845455644016]",-574.883883,penalty,-4.545807
66,[-4.7358906],"[-0.878276544998, -5.820428353076]",-569.871344,penalty,-4.545820
67,[-4.7004467],"[-0.853178572489, -5.795401062137]",-564.858804,penalty,-4.545833
68,[-4.6650027],"[-0.828080599979, -5.770373771197]",-559.846265,penalty,-4.545846
69,[-4.6295588],"[-0.802982627470, -5.745346480257]",-554.833726,penalty,-4.545859
70,[-4.5941148],"[-0.777884654960, -5.720319189317]",-549.821187,penalty,-4.545871
71,[-4.5586709],"[-0.752786682451, -5.695291898378]",-544.808648,penalty,-4.545884
72,[-4.5232269],"[-0.727688709941, -5.670264607438]",-539.796109,penalty,-4.545897
73,[-4.4877830],"[-0.702590737432, -5.645237316498]",-534.783570,penalty,-4.545909
74,[-4.4523390],"[-0.677492764922, -5.620210025558]",-529.771031,penalty,-4.545921
75,[-4.4168951],"[-0.652394792413, -5.595182734618]",-524.758493,penalty,-4.545934
76,[-4.3814511],"[-0.627296819904, -5.570155443679]",-519.745954,penalty,-4.545946
77,[-4.3460072],"[-0.602198847394, -5.545128152739]",-514.733416,penalty,-4.545958
78,[-4.3105632],"[-0.577100874885, -5.520100861799]",-509.720878,penalty,-4.545970
79,[-4.2751193],"[-0.552002902375, -5.495073570859]",-504.708339,penalty,-4.545982
80,[-4.2396753],"[-0.526904929866, -5.470046279920]",-499.695801,penalty,-4.545993
81,[-4.2042314],"[-0.501806957356, -5.445018988980]",-494.683263,penalty,-4.546005
82,[-4.1687874],"[-0.476708984847, -5.419991698040]",-489.670725,penalty,-4.546016
83,[-4.1333435],"[-0.451611012337, -5.394964407100]",-484.658188,penalty,-4.546028
84,[-4.0978995],"[-0.426513039828, -5.369937116160]",-479.645650,penalty,-4.546039
85,[-4.0624556],"[-0.401415067318, -5.344909825221]",-474.633112,penalty,-4.546051
86,[-4.0270116],"[-0.376317094809, -5.319882534281]",-469.620575,penalty,-4.546062
87,[-3.9915677],"[-0.351219122299, -5.294855243341]",-464.608037,penalty,-4.546073
88,[-3.9561237],"[-0.326121149790, -5.269827952401]",-459.595500,penalty,-4.546084
