,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-11.8085420],"[-5.000000000000, 5.000000000000]",-939.944153,penalty,-0.023380
1,[-11.7730981],"[-4.974937343358, 4.974937343358]",-934.931505,penalty,-0.023497
2,[-11.7376541],"[-4.949874686717, 4.949874686717]",-929.918852,penalty,-0.023619
3,[-11.7022102],"[-4.924812030075, 4.924812030075]",-924.906195,penalty,-0.023745
4,[-11.6667662],"[-4.899749373434, 4.899749373434]",-919.893532,penalty,-0.023875
5,[-11.6313223],"[-4.874686716792, 4.874686716792]",-914.880865,penalty,-0.024011
6,[-11.5958783],"[-4.849624060150, 4.849624060150]",-909.868193,penalty,-0.024152
7,[-11.5604344],"[-4.824561403509, 4.824561403509]",-904.855515,penalty,-0.024299
8,[-11.5249904],"[-4.799498746867, 4.799498746867]",-899.842832,penalty,-0.024451
9,[-11.4895465],"[-4.774436090226, 4.774436090226]",-894.830143,penalty,-0.024608
10,[-11.4541025],"[-4.749373433584, 4.749373433584]",-889.817448,penalty,-0.024772
11,[-11.4186586],"[-4.724310776942, 4.724310776942]",-884.804747,penalty,-0.024942
12,[-11.3832146],"[-4.699248120301, 4.699248120301]",-879.792039,penalty,-0.025118
13,[-11.3477707],"[-4.674185463659, 4.674185463659]",-874.779325,penalty,-0.025301
14,[-11.3123267],"[-4.649122807018, 4.649122807018]",-869.766604,penalty,-0.025491
15,[-11.2768828],"[-4.624060150376, 4.624060150376]",-864.753875,penalty,-0.025688
16,[-11.2414389],"[-4.598997493734, 4.598997493734]",-859.741139,penalty,-0.025893
17,[-11.2059949],"[-4.573934837093, 4.573934837093]",-854.728396,penalty,-0.026105
18,[-11.1705510],"[-4.548872180451, 4.548872180451]",-849.715644,penalty,-0.026325
19,[-11.1351070],"[-4.523809523810, 4.523809523810]",-844.702884,penalty,-0.026553
20,[-11.0996631],"[-4.498746867168, 4.498746867168]",-839.690116,penalty,-0.026790
21,[-11.0642191],"[-4.473684210526, 4.473684210526]",-834.677339,penalty,-0.027036
