,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-10.5209855],"[-5.000000000000, 5.000000000000]",-1222.606349,penalty,0.586149
1,[-10.4855415],"[-4.974937343358, 4.974937343358]",-1217.593817,penalty,0.586149
2,[-10.4500976],"[-4.949874686717, 4.949874686717]",-1212.581286,penalty,0.586149
3,[-10.4146536],"[-4.924812030075, 4.924812030075]",-1207.568755,penalty,0.586149
4,[-10.3792097],"[-4.899749373434, 4.899749373434]",-1202.556223,penalty,0.586149
5,[-10.3437657],"[-4.874686716792, 4.874686716792]",-1197.543692,penalty,0.586149
6,[-10.3083218],"[-4.849624060150, 4.849624060150]",-1192.531161,penalty,0.586149
7,[-10.2728778],"[-4.824561403509, 4.824561403509]",-1187.518629,penalty,0.586149
8,[-10.2374339],"[-4.799498746867, 4.799498746867]",-1182.506098,penalty,0.586149
9,[-10.2019899],"[-4.774436090226, 4.774436090226]",-1177.493567,penalty,0.586149
10,[-10.1665460],"[-4.749373433584, 4.749373433584]",-1172.481035,penalty,0.586149
11,[-10.1311020],"[-4.724310776942, 4.724310776942]",-1167.468504,penalty,0.586149
12,[-10.0956581],"[-4.699248120301, 4.699248120301]",-1162.455973,penalty,0.586149
13,[-10.0602142],"[-4.674185463659, 4.674185463659]",-1157.443441,penalty,0.586149
14,[-10.0247702],"[-4.649122807018, 4.649122807018]",-1152.430910,penalty,0.586149
15,[-9.9893263],"[-4.624060150376, 4.624060150376]",-1147.418379,penalty,0.586149
16,[-9.9538823],"[-4.598997493734, 4.598997493734]",-1142.405847,penalty,0.586149
17,[-9.9184384],"[-4.573934837093, 4.573934837093]",-1137.393316,penalty,0.586149
18,[-9.8829944],"[-4.548872180451, 4.548872180451]",-1132.380784,penalty,0.586149
19,[-9.8475505],"[-4.523809523810, 4.523809523810]",-1127.368253,penalty,0.586149
20,[-9.8121065],"[-4.498746867168, 4.498746867168]",-1122.355722,penalty,0.586149
21,[-9.7766626],"[-4.473684210526, 4.473684210526]",-1117.343190,penalty,0.586149
22,[-9.7412186],"[-4.448621553885, 4.448621553885]",-1112.330659,penalty,0.586149
23,[-9.7057747],"[-4.423558897243, 4.423558897243]",-1107.318128,penalty,0.586149
24,[-9.6703307],"[-4.398496240602, 4.398496240602]",-1102.305596,penalty,0.586149
25,[-9.6348868],"[-4.373433583960, 4.373433583960]",-1097.293065,penalty,0.586149
26,[-9.5994428],"[-4.348370927318, 4.348370927318]",-1092.280533,penalty,0.586149
27,[-9.5639989],"[-4.323308270677, 4.323308270677]",-1087.268002,penalty,0.586149
28,[-9.5285549],"[-4.298245614035, 4.298245614035]",-1082.255471,penalty,0.586149
29,[-9.4931110],"[-4.273182957393, 4.273182957393]",-1077.242939,penalty,0.586148
30,[-9.4576670],"[-4.248120300752, 4.248120300752]",-1072.230408,penalty,0.586148
31,[-9.4222231],"[-4.223057644110, 4.223057644110]",-1067.217876,penalty,0.586148
32,[-9.3867791],"[-4.197994987469, 4.197994987469]",-1062.205345,penalty,0.586148
33,[-9.3513352],"[-4.172932330827, 4.172932330827]",-1057.192813,penalty,0.586148
34,[-9.3158912],"[-4.147869674185, 4.147869674185]",-1052.180281,penalty,0.586147
35,[-9.2804473],"[-4.122807017544, 4.122807017544]",-1047.167750,penalty,0.586147
36,[-9.2450033],"[-4.097744360902, 4.097744360902]",-1042.155218,penalty,0.586147
