,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-12.0797856],"[-5.000000000000, 5.000000000000]",-1035.546809,penalty,0.872682
1,[-12.0443417],"[-4.974937343358, 4.974937343358]",-1030.534277,penalty,0.872682
2,[-12.0088977],"[-4.949874686717, 4.949874686717]",-1025.521745,penalty,0.872682
3,[-11.9734538],"[-4.924812030075, 4.924812030075]",-1020.509214,penalty,0.872681
4,[-11.9380098],"[-4.899749373434, 4.899749373434]",-1015.496682,penalty,0.872681
5,[-11.9025659],"[-4.874686716792, 4.874686716792]",-1010.484150,penalty,0.872680
6,[-11.8671219],"[-4.849624060150, 4.849624060150]",-1005.471618,penalty,0.872680
7,[-11.8316780],"[-4.824561403509, 4.824561403509]",-1000.459086,penalty,0.872679
8,[-11.7962340],"[-4.799498746867, 4.799498746867]",-995.446554,penalty,0.872679
9,[-11.7607901],"[-4.774436090226, 4.774436090226]",-990.434023,penalty,0.872678
10,[-11.7253461],"[-4.749373433584, 4.749373433584]",-985.421491,penalty,0.872678
11,[-11.6899022],"[-4.724310776942, 4.724310776942]",-980.408959,penalty,0.872677
12,[-11.6544582],"[-4.699248120301, 4.699248120301]",-975.396427,penalty,0.872676
13,[-11.6190143],"[-4.674185463659, 4.674185463659]",-970.383894,penalty,0.872675
14,[-11.5835703],"[-4.649122807018, 4.649122807018]",-965.371362,penalty,0.872675
15,[-11.5481264],"[-4.624060150376, 4.624060150376]",-960.358830,penalty,0.872674
16,[-11.5126825],"[-4.598997493734, 4.598997493734]",-955.346298,penalty,0.872673
17,[-11.4772385],"[-4.573934837093, 4.573934837093]",-950.333765,penalty,0.872672
18,[-11.4417946],"[-4.548872180451, 4.548872180451]",-945.321233,penalty,0.872671
19,[-11.4063506],"[-4.523809523810, 4.523809523810]",-940.308700,penalty,0.872669
20,[-11.3709067],"[-4.498746867168, 4.498746867168]",-935.296168,penalty,0.872668
21,[-11.3354627],"[-4.473684210526, 4.473684210526]",-930.283635,penalty,0.872667
22,[-11.3000188],"[-4.448621553885, 4.448621553885]",-925.271102,penalty,0.872665
23,[-11.2645748],"[-4.423558897243, 4.423558897243]",-920.258570,penalty,0.872664
24,[-11.2291309],"[-4.398496240602, 4.398496240602]",-915.246037,penalty,0.872662
25,[-11.1936869],"[-4.373433583960, 4.373433583960]",-910.233504,penalty,0.872661
26,[-11.1582430],"[-4.348370927318, 4.348370927318]",-905.220970,penalty,0.872659
27,[-11.1227990],"[-4.323308270677, 4.323308270677]",-900.208437,penalty,0.872657
28,[-11.0873551],"[-4.298245614035, 4.298245614035]",-895.195904,penalty,0.872655
29,[-11.0519111],"[-4.273182957393, 4.273182957393]",-890.183370,penalty,0.872652
30,[-11.0164672],"[-4.248120300752, 4.248120300752]",-885.170836,penalty,0.872650
31,[-10.9810232],"[-4.223057644110, 4.223057644110]",-880.158302,penalty,0.872647
32,[-10.9455793],"[-4.197994987469, 4.197994987469]",-875.145768,penalty,0.872645
33,[-10.9101353],"[-4.172932330827, 4.172932330827]",-870.133234,penalty,0.872642
34,[-10.8746914],"[-4.147869674185, 4.147869674185]",-865.120700,penalty,0.872638
35,[-10.8392474],"[-4.122807017544, 4.122807017544]",-860.108165,penalty,0.872635
36,[-10.8038035],"[-4.097744360902, 4.097744360902]",-855.095630,penalty,0.872632
37,[-10.7683595],"[-4.072681704261, 4.072681704261]",-850.083095,penalty,0.872628
38,[-10.7329156],"[-4.047619047619, 4.047619047619]",-845.070560,penalty,0.872624
39,[-10.6974716],"[-4.022556390977, 4.022556390977]",-840.058024,penalty,0.872619
40,[-10.6620277],"[-3.997493734336, 3.997493734336]",-835.045488,penalty,0.872615
41,[-10.6265837],"[-3.972431077694, 3.972431077694]",-830.032952,penalty,0.872610
42,[-10.5911398],"[-3.947368421053, 3.947368421053]",-825.020415,penalty,0.872604
43,[-10.5556958],"[-3.922305764411, 3.922305764411]",-820.007878,penalty,0.872599
44,[-10.5202519],"[-3.897243107769, 3.897243107769]",-814.995341,penalty,0.872593
45,[-10.4848079],"[-3.872180451128, 3.872180451128]",-809.982803,penalty,0.872586
46,[-10.4493640],"[-3.847117794486, 3.847117794486]",-804.970265,penalty,0.872580
47,[-10.4139200],"[-3.822055137845, 3.822055137845]",-799.957726,penalty,0.872572
48,[-10.3784761],"[-3.796992481203, 3.796992481203]",-794.945187,penalty,0.872564
49,[-10.3430321],"[-3.771929824561, 3.771929824561]",-789.932647,penalty,0.872556
50,[-10.3075882],"[-3.746867167920, 3.746867167920]",-784.920107,penalty,0.872547
51,[-10.2721442],"[-3.721804511278, 3.721804511278]",-779.907566,penalty,0.872538
52,[-10.2367003],"[-3.696741854637, 3.696741854637]",-774.895025,penalty,0.872528
53,[-10.2012563],"[-3.671679197995, 3.671679197995]",-769.882483,penalty,0.872517
54,[-10.1658124],"[-3.646616541353, 3.646616541353]",-764.869940,penalty,0.872505
55,[-10.1303684],"[-3.621553884712, 3.621553884712]",-759.857396,penalty,0.872493
56,[-10.0949245],"[-3.596491228070, 3.596491228070]",-754.844852,penalty,0.872480
57,[-10.0594805],"[-3.571428571429, 3.571428571429]",-749.832307,penalty,0.872466
58,[-10.0240366],"[-3.546365914787, 3.546365914787]",-744.819760,penalty,0.872451
59,[-9.9885926],"[-3.521303258145, 3.521303258145]",-739.807213,penalty,0.872435
60,[-9.9531487],"[-3.496240601504, 3.496240601504]",-734.794665,penalty,0.872418
61,[-9.9177047],"[-3.471177944862, 3.471177944862]",-729.782115,penalty,0.872400
62,[-9.8822608],"[-3.446115288221, 3.446115288221]",-724.769565,penalty,0.872381
63,[-9.8468169],"[-3.421052631579, 3.421052631579]",-719.757013,penalty,0.872360
64,[-9.8113729],"[-3.395989974937, 3.395989974937]",-714.744460,penalty,0.872339
65,[-9.7759290],"[-3.370927318296, 3.370927318296]",-709.731905,penalty,0.872315
66,[-9.7404850],"[-3.345864661654, 3.345864661654]",-704.719349,penalty,0.872290
67,[-9.7050411],"[-3.320802005013, 3.320802005013]",-699.706791,penalty,0.872264
68,[-9.6695971],"[-3.295739348371, 3.295739348371]",-694.694232,penalty,0.872236
69,[-9.6341532],"[-3.270676691729, 3.270676691729]",-689.681670,penalty,0.872206
70,[-9.5987092],"[-3.245614035088, 3.245614035088]",-684.669107,penalty,0.872174
71,[-9.5632653],"[-3.220551378446, 3.220551378446]",-679.656541,penalty,0.872139
72,[-9.5278213],"[-3.195488721805, 3.195488721805]",-674.643974,penalty,0.872103
73,[-9.4923774],"[-3.170426065163, 3.170426065163]",-669.631404,penalty,0.872064
74,[-9.4569334],"[-3.145363408521, 3.145363408521]",-664.618831,penalty,0.872023
75,[-9.4214895],"[-3.120300751880, 3.120300751880]",-659.606256,penalty,0.871979
76,[-9.3860455],"[-3.095238095238, 3.095238095238]",-654.593677,penalty,0.871932
77,[-9.3506016],"[-3.070175438596, 3.070175438596]",-649.581096,penalty,0.871882
78,[-9.3151576],"[-3.045112781955, 3.045112781955]",-644.568512,penalty,0.871829
79,[-9.2797137],"[-3.020050125313, 3.020050125313]",-639.555924,penalty,0.871772
80,[-9.2442697],"[-2.994987468672, 2.994987468672]",-634.543332,penalty,0.871712
81,[-9.2088258],"[-2.969924812030, 2.969924812030]",-629.530737,penalty,0.871648
82,[-9.1733818],"[-2.944862155388, 2.944862155388]",-624.518137,penalty,0.871580
83,[-9.1379379],"[-2.919799498747, 2.919799498747]",-619.505533,penalty,0.871507
84,[-9.1024939],"[-2.894736842105, 2.894736842105]",-614.492924,penalty,0.871429
85,[-9.0670500],"[-2.869674185464, 2.869674185464]",-609.480310,penalty,0.871347
86,[-9.0316060],"[-2.844611528822, 2.844611528822]",-604.467691,penalty,0.871259
87,[-8.9961621],"[-2.819548872180, 2.819548872180]",-599.455066,penalty,0.871166
88,[-8.9607181],"[-2.794486215539, 2.794486215539]",-594.442436,penalty,0.871066
89,[-8.9252742],"[-2.769423558897, 2.769423558897]",-589.429799,penalty,0.870961
90,[-8.8898302],"[-2.744360902256, 2.744360902256]",-584.417155,penalty,0.870848
91,[-8.8543863],"[-2.719298245614, 2.719298245614]",-579.404504,penalty,0.870728
92,[-8.8189423],"[-2.694235588972, 2.694235588972]",-574.391845,penalty,0.870601
93,[-8.7834984],"[-2.669172932331, 2.669172932331]",-569.379178,penalty,0.870465
94,[-8.7480544],"[-2.644110275689, 2.644110275689]",-564.366503,penalty,0.870321
95,[-8.7126105],"[-2.619047619048, 2.619047619048]",-559.353818,penalty,0.870168
96,[-8.6771665],"[-2.593984962406, 2.593984962406]",-554.341124,penalty,0.870005
97,[-8.6417226],"[-2.568922305764, 2.568922305764]",-549.328419,penalty,0.869831
98,[-8.6062786],"[-2.543859649123, 2.543859649123]",-544.315703,penalty,0.869647
99,[-8.5708347],"[-2.518796992481, 2.518796992481]",-539.302976,penalty,0.869451
100,[-8.5353907],"[-2.493734335840, 2.493734335840]",-534.290236,penalty,0.869243
101,[-8.4999468],"[-2.468671679198, 2.468671679198]",-529.277483,penalty,0.869021
102,[-8.4645028],"[-2.443609022556, 2.443609022556]",-524.264716,penalty,0.868786
103,[-8.4290589],"[-2.418546365915, 2.418546365915]",-519.251935,penalty,0.868535
104,[-8.3936149],"[-2.393483709273, 2.393483709273]",-514.239137,penalty,0.868269
105,[-8.3581710],"[-2.368421052632, 2.368421052632]",-509.226323,penalty,0.867987
106,[-8.3227270],"[-2.343358395990, 2.343358395990]",-504.213492,penalty,0.867686
107,[-8.2872831],"[-2.318295739348, 2.318295739348]",-499.200641,penalty,0.867367
108,[-8.2518391],"[-2.293233082707, 2.293233082707]",-494.187771,penalty,0.867028
109,[-8.2163952],"[-2.268170426065, 2.268170426065]",-489.174879,penalty,0.866668
110,[-8.1809513],"[-2.243107769424, 2.243107769424]",-484.161965,penalty,0.866285
111,[-8.1455073],"[-2.218045112782, 2.218045112782]",-479.149028,penalty,0.865879
112,[-8.1100634],"[-2.192982456140, 2.192982456140]",-474.136065,penalty,0.865447
113,[-8.0746194],"[-2.167919799499, 2.167919799499]",-469.123075,penalty,0.864989
114,[-8.0391755],"[-2.142857142857, 2.142857142857]",-464.110057,penalty,0.864502
115,[-8.0037315],"[-2.117794486216, 2.117794486216]",-459.097009,penalty,0.863986
116,[-7.9682876],"[-2.092731829574, 2.092731829574]",-454.083929,penalty,0.863437
117,[-7.9328436],"[-2.067669172932, 2.067669172932]",-449.070816,penalty,0.862855
118,[-7.8973997],"[-2.042606516291, 2.042606516291]",-444.057666,penalty,0.862237
119,[-7.8619557],"[-2.017543859649, 2.017543859649]",-439.044479,penalty,0.861581
120,[-7.8265118],"[-1.992481203008, 1.992481203008]",-434.031252,penalty,0.860885
121,[-7.7910678],"[-1.967418546366, 1.967418546366]",-429.017982,penalty,0.860146
122,[-7.7556239],"[-1.942355889724, 1.942355889724]",-424.004667,penalty,0.859362
123,[-7.7201799],"[-1.917293233083, 1.917293233083]",-418.991304,penalty,0.858531
124,[-7.6847360],"[-1.892230576441, 1.892230576441]",-413.977890,penalty,0.857649
125,[-7.6492920],"[-1.867167919799, 1.867167919799]",-408.964423,penalty,0.856713
126,[-7.6138481],"[-1.842105263158, 1.842105263158]",-403.950900,penalty,0.855721
127,[-7.5784041],"[-1.817042606516, 1.817042606516]",-398.937316,penalty,0.854668
128,[-7.5429602],"[-1.791979949875, 1.791979949875]",-393.923668,penalty,0.853552
129,[-7.5075162],"[-1.766917293233, 1.766917293233]",-388.909953,penalty,0.852368
130,[-7.4720723],"[-1.741854636591, 1.741854636591]",-383.896166,penalty,0.851113
131,[-7.4366283],"[-1.716791979950, 1.716791979950]",-378.882304,penalty,0.849782
132,[-7.4011844],"[-1.691729323308, 1.691729323308]",-373.868362,penalty,0.848371
133,[-7.3657404],"[-1.666666666667, 1.666666666667]",-368.854335,penalty,0.846875
134,[-7.3302965],"[-1.641604010025, 1.641604010025]",-363.840218,penalty,0.845290
135,[-7.2948525],"[-1.616541353383, 1.616541353383]",-358.826006,penalty,0.843609
136,[-7.2594086],"[-1.591478696742, 1.591478696742]",-353.811694,penalty,0.841828
137,[-7.2239646],"[-1.566416040100, 1.566416040100]",-348.797275,penalty,0.839941
138,[-7.1885207],"[-1.541353383459, 1.541353383459]",-343.782744,penalty,0.837941
139,[-7.1530767],"[-1.516290726817, 1.516290726817]",-338.768093,penalty,0.835821
140,[-7.1176328],"[-1.491228070175, 1.491228070175]",-333.753316,penalty,0.833575
141,[-7.0821888],"[-1.466165413534, 1.466165413534]",-328.738405,penalty,0.831196
142,[-7.0467449],"[-1.441102756892, 1.441102756892]",-323.723352,penalty,0.828675
143,[-7.0113009],"[-1.416040100251, 1.416040100251]",-318.708150,penalty,0.826004
144,[-6.9758570],"[-1.390977443609, 1.390977443609]",-313.692789,penalty,0.823174
145,[-6.9404130],"[-1.365914786967, 1.365914786967]",-308.677260,penalty,0.820177
146,[-6.9049691],"[-1.340852130326, 1.340852130326]",-303.661554,penalty,0.817001
147,[-6.8695251],"[-1.315789473684, 1.315789473684]",-298.645659,penalty,0.813638
148,[-6.8340812],"[-1.290726817043, 1.290726817043]",-293.629565,penalty,0.810075
149,[-6.7986372],"[-1.265664160401, 1.265664160401]",-288.613259,penalty,0.806301
150,[-6.7631933],"[-1.240601503759, 1.240601503759]",-283.596731,penalty,0.802303
151,[-6.7277493],"[-1.215538847118, 1.215538847118]",-278.579965,penalty,0.798069
152,[-6.6923054],"[-1.190476190476, 1.190476190476]",-273.562949,penalty,0.793584
153,[-6.6568614],"[-1.165413533835, 1.165413533835]",-268.545667,penalty,0.788834
154,[-6.6214175],"[-1.140350877193, 1.140350877193]",-263.528103,penalty,0.783801
155,[-6.5859735],"[-1.115288220551, 1.115288220551]",-258.510241,penalty,0.778471
156,[-6.5505296],"[-1.090225563910, 1.090225563910]",-253.492063,penalty,0.772824
157,[-6.5150857],"[-1.065162907268, 1.065162907268]",-248.473550,penalty,0.766843
158,[-6.4796417],"[-1.040100250627, 1.040100250627]",-243.454682,penalty,0.760506
159,[-6.4441978],"[-1.015037593985, 1.015037593985]",-238.435437,penalty,0.753792
160,[-6.4087538],"[-0.989974937343, 0.989974937343]",-233.415792,penalty,0.746678
161,[-6.3733099],"[-0.964912280702, 0.964912280702]",-228.395723,penalty,0.739141
162,[-6.3378659],"[-0.939849624060, 0.939849624060]",-223.375204,penalty,0.731153
163,[-6.3024220],"[-0.914786967419, 0.914786967419]",-218.354207,penalty,0.722688
164,[-6.2669780],"[-0.889724310777, 0.889724310777]",-213.332703,penalty,0.713715
165,[-6.2315341],"[-0.864661654135, 0.864661654135]",-208.310661,penalty,0.704203
166,[-6.1960901],"[-0.839598997494, 0.839598997494]",-203.288045,penalty,0.694119
167,[-6.1606462],"[-0.814536340852, 0.814536340852]",-198.264821,penalty,0.683427
168,[-6.1252022],"[-0.789473684211, 0.789473684211]",-193.240950,penalty,0.672087
169,[-6.0897583],"[-0.764411027569, 0.764411027569]",-188.216391,penalty,0.660059
170,[-6.0543143],"[-0.739348370927, 0.739348370927]",-183.191099,penalty,0.647298
171,[-6.0188704],"[-0.714285714286, 0.714285714286]",-178.165027,penalty,0.633758
172,[-5.9834264],"[-0.689223057644, 0.689223057644]",-173.138124,penalty,0.619386
173,[-5.9479825],"[-0.664160401003, 0.664160401003]",-168.110336,penalty,0.604129
174,[-5.9125385],"[-0.639097744361, 0.639097744361]",-163.081604,penalty,0.587928
