,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-3.5379077],"[4.873070940882, -5.126936557117]",-450.352340,penalty,-2.021496
1,[-3.5024637],"[4.849313033248, -5.100633794130]",-445.346273,penalty,-2.021496
2,[-3.4670198],"[4.825555125614, -5.074331031143]",-440.340206,penalty,-2.021496
3,[-3.4315758],"[4.801797217981, -5.048028268157]",-435.334139,penalty,-2.021496
4,[-3.3961319],"[4.778039310347, -5.021725505170]",-430.328072,penalty,-2.021496
5,[-3.3606879],"[4.754281402713, -4.995422742183]",-425.322005,penalty,-2.021496
6,[-3.3252440],"[4.730523495079, -4.969119979197]",-420.315938,penalty,-2.021496
7,[-3.2898000],"[4.706765587445, -4.942817216210]",-415.309871,penalty,-2.021496
8,[-3.2543561],"[4.683007679812, -4.916514453223]",-410.303804,penalty,-2.021496
9,[-3.2189121],"[4.659249772178, -4.890211690237]",-405.297736,penalty,-2.021496
10,[-3.1834682],"[4.635491864544, -4.863908927250]",-400.291669,penalty,-2.021496
11,[-3.1480242],"[4.611733956910, -4.837606164263]",-395.285602,penalty,-2.021496
12,[-3.1125803],"[4.587976049276, -4.811303401277]",-390.279535,penalty,-2.021496
13,[-3.0771363],"[4.564218141643, -4.785000638290]",-385.273468,penalty,-2.021496
14,[-3.0416924],"[4.540460234009, -4.758697875303]",-380.267401,penalty,-2.021496
15,[-3.0062484],"[4.516702326375, -4.732395112317]",-375.261334,penalty,-2.021496
16,[-2.9708045],"[4.492944418741, -4.706092349330]",-370.255267,penalty,-2.021496
17,[-2.9353605],"[4.469186511107, -4.679789586343]",-365.249200,penalty,-2.021496
18,[-2.8999166],"[4.445428603474, -4.653486823356]",-360.243133,penalty,-2.021496
19,[-2.8644727],"[4.421670695840, -4.627184060370]",-355.237066,penalty,-2.021496
20,[-2.8290287],"[4.397912788206, -4.600881297383]",-350.230999,penalty,-2.021496
21,[-2.7935848],"[4.374154880572, -4.574578534396]",-345.224932,penalty,-2.021496
22,[-2.7581408],"[4.350396972938, -4.548275771410]",-340.218865,penalty,-2.021496
23,[-2.7226969],"[4.326639065305, -4.521973008423]",-335.212798,penalty,-2.021496
24,[-2.6872529],"[4.302881157671, -4.495670245436]",-330.206731,penalty,-2.021496
25,[-2.6518090],"[4.279123250037, -4.469367482450]",-325.200663,penalty,-2.021496
26,[-2.6163650],"[4.255365342403, -4.443064719463]",-320.194596,penalty,-2.021496
27,[-2.5809211],"[4.231607434769, -4.416761956476]",-315.188529,penalty,-2.021496
28,[-2.5454771],"[4.207849527136, -4.390459193490]",-310.182462,penalty,-2.021496
29,[-2.5100332],"[4.184091619502, -4.364156430503]",-305.176395,penalty,-2.021496
30,[-2.4745892],"[4.160333711868, -4.337853667516]",-300.170328,penalty,-2.021496
31,[-2.4391453],"[4.136575804234, -4.311550904530]",-295.164261,penalty,-2.021496
32,[-2.4037013],"[4.112817896600, -4.285248141543]",-290.158194,penalty,-2.021496
33,[-2.3682574],"[4.089059988967, -4.258945378556]",-285.152127,penalty,-2.021496
34,[-2.3328134],"[4.065302081333, -4.232642615569]",-280.146060,penalty,-2.021496
35,[-2.2973695],"[4.041544173699, -4.206339852583]",-275.139993,penalty,-2.021496
36,[-2.2619255],"[4.017786266065, -4.180037089596]",-270.133926,penalty,-2.021496
37,[-2.2264816],"[3.994028358431, -4.153734326609]",-265.127859,penalty,-2.021496
38,[-2.1910376],"[3.970270450798, -4.127431563623]",-260.121792,penalty,-2.021496
39,[-2.1555937],"[3.946512543164, -4.101128800636]",-255.115725,penalty,-2.021496
40,[-2.1201497],"[3.922754635530, -4.074826037649]",-250.109658,penalty,-2.021496
41,[-2.0847058],"[3.898996727896, -4.048523274663]",-245.103590,penalty,-2.021496
42,[-2.0492618],"[3.875238820263, -4.022220511676]",-240.097523,penalty,-2.021496
43,[-2.0138179],"[3.851480912629, -3.995917748689]",-235.091456,penalty,-2.021496
