,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-3.4317606],"[5.000000000000, -5.000000000000]",-305.688538,penalty,0.601897
1,[-3.3963166],"[4.974937343358, -4.974937343358]",-300.677202,penalty,0.603092
2,[-3.3608727],"[4.949874686717, -4.949874686717]",-295.666001,penalty,0.604423
3,[-3.3254287],"[4.924812030075, -4.924812030075]",-290.654949,penalty,0.605901
4,[-3.2899848],"[4.899749373434, -4.899749373434]",-285.644060,penalty,0.607544
5,[-3.2545408],"[4.874686716792, -4.874686716792]",-280.633352,penalty,0.609368
6,[-3.2190969],"[4.849624060150, -4.849624060150]",-275.622843,penalty,0.611390
7,[-3.1836529],"[4.824561403509, -4.824561403509]",-270.612552,penalty,0.613630
8,[-3.1482090],"[4.799498746867, -4.799498746867]",-265.602500,penalty,0.616109
9,[-3.1127650],"[4.774436090226, -4.774436090226]",-260.592709,penalty,0.618850
10,[-3.0773211],"[4.749373433584, -4.749373433584]",-255.583204,penalty,0.621876
11,[-3.0418772],"[4.724310776942, -4.724310776942]",-250.574011,penalty,0.625214
12,[-3.0064332],"[4.699248120301, -4.699248120301]",-245.565155,penalty,0.628890
13,[-2.9709893],"[4.674185463659, -4.674185463659]",-240.556667,penalty,0.632933
14,[-2.9355453],"[4.649122807018, -4.649122807018]",-235.548575,penalty,0.637373
15,[-2.9001014],"[4.624060150376, -4.624060150376]",-230.540912,penalty,0.642241
16,[-2.8646574],"[4.598997493734, -4.598997493734]",-225.533707,penalty,0.647567
17,[-2.8292135],"[4.573934837093, -4.573934837093]",-220.526995,penalty,0.653386
18,[-2.7937695],"[4.548872180451, -4.548872180451]",-215.520807,penalty,0.659730
19,[-2.7583256],"[4.523809523810, -4.523809523810]",-210.515175,penalty,0.666629
20,[-2.7228816],"[4.498746867168, -4.498746867168]",-205.510131,penalty,0.674117
21,[-2.6874377],"[4.473684210526, -4.473684210526]",-200.505704,penalty,0.682221
22,[-2.6519937],"[4.448621553885, -4.448621553885]",-195.501921,penalty,0.690969
23,[-2.6165498],"[4.423558897243, -4.423558897243]",-190.498804,penalty,0.700383
24,[-2.5811058],"[4.398496240602, -4.398496240602]",-185.496372,penalty,0.710482
25,[-2.5456619],"[4.373433583960, -4.373433583960]",-180.494636,penalty,0.721278
26,[-2.5102179],"[4.348370927318, -4.348370927318]",-175.493599,penalty,0.732773
27,[-2.4747740],"[4.323308270677, -4.323308270677]",-170.493256,penalty,0.744961
28,[-2.4393300],"[4.298245614035, -4.298245614035]",-165.493589,penalty,0.757825
29,[-2.4038861],"[4.273182957393, -4.273182957393]",-160.494565,penalty,0.771333
30,[-2.3684421],"[4.248120300752, -4.248120300752]",-155.496136,penalty,0.785435
31,[-2.3329982],"[4.223057644110, -4.223057644110]",-150.498234,penalty,0.800064
32,[-2.2975542],"[4.197994987469, -4.197994987469]",-145.500770,penalty,0.815131
33,[-2.2621103],"[4.172932330827, -4.172932330827]",-140.503627,penalty,0.830520
34,[-2.2266663],"[4.147869674185, -4.147869674185]",-135.506663,penalty,0.846087
35,[-2.1912224],"[4.122807017544, -4.122807017544]",-130.509701,penalty,0.861656
36,[-2.1557784],"[4.097744360902, -4.097744360902]",-125.512526,penalty,0.877013
37,[-2.1203345],"[4.072681704261, -4.072681704261]",-120.514885,penalty,0.891903
38,[-2.0848905],"[4.047619047619, -4.047619047619]",-115.516476,penalty,0.906025
39,[-2.0494466],"[4.022556390977, -4.022556390977]",-110.516942,penalty,0.919022
40,[-2.0140026],"[3.997493734336, -3.997493734336]",-105.515867,penalty,0.930479
41,[-1.9785587],"[3.972431077694, -3.972431077694]",-100.512763,penalty,0.939907
42,[-1.9431147],"[3.947368421053, -3.947368421053]",-95.507061,penalty,0.946735
43,[-1.9076708],"[3.922305764411, -3.922305764411]",-90.498090,penalty,0.950297
44,[-1.8722268],"[3.897243107769, -3.897243107769]",-85.485065,penalty,0.949802
45,[-1.8367829],"[3.872180451128, -3.872180451128]",-80.467049,penalty,0.944318
46,[-1.8013389],"[3.847117794486, -3.847117794486]",-75.442924,penalty,0.932724
47,[-1.7658950],"[3.822055137845, -3.822055137845]",-70.411330,penalty,0.913662
48,[-1.7304510],"[3.796992481203, -3.796992481203]",-65.370595,penalty,0.885458
49,[-1.6950071],"[3.771929824561, -3.771929824561]",-60.318617,penalty,0.846011
50,[-1.6595631],"[3.746867167920, -3.746867167920]",-55.252695,penalty,0.792621
51,[-1.6241192],"[3.721804511278, -3.721804511278]",-50.169267,penalty,0.721724
52,[-1.5886752],"[3.696741854637, -3.696741854637]",-45.063478,penalty,0.628466
53,[-1.5532313],"[3.671679197995, -3.671679197995]",-39.928453,penalty,0.505972
54,[-1.5177873],"[3.646616541353, -3.646616541353]",-34.753997,penalty,0.344048
55,[-1.4823434],"[3.621553884712, -3.621553884712]",-29.524098,penalty,0.126680
56,[-1.4468994],"[3.596491228070, -3.596491228070]",-24.211713,penalty,-0.173174
57,[-1.4114555],"[3.571428571429, -3.571428571429]",-18.766608,penalty,-0.605748
58,[-1.3760116],"[3.546365914787, -3.546365914787]",-13.082581,penalty,-1.277243
59,[-1.3405676],"[3.521303258145, -3.521303258145]",-6.889543,penalty,-2.457750
60,[-1.3051237],"[3.496240601504, -3.496240601504]",0.000000,no penalty,-5.046171
61,[-1.2696797],"[3.471177944862, -3.471177944862]",0.000000,no penalty,-12.798481
62,[-1.2342358],"[3.446115288221, -3.446115288221]",0.000000,no penalty,-16.805885
63,[-1.1987918],"[3.421052631579, -3.421052631579]",0.000000,no penalty,-6.690679
64,[-1.1633479],"[3.395989974937, -3.395989974937]",0.000000,no penalty,-3.358400
65,[-1.1279039],"[3.370927318296, -3.370927318296]",0.000000,no penalty,-2.090597
66,[-1.0924600],"[3.345864661654, -3.345864661654]",0.000000,no penalty,-1.530638
67,[-1.0570160],"[3.320802005013, -3.320802005013]",0.000000,no penalty,-1.321174
68,[-1.0215721],"[3.295739348371, -3.295739348371]",0.000000,no penalty,-1.351670
69,[-0.9861281],"[3.270676691729, -3.270676691729]",0.000000,no penalty,-1.605953
70,[-0.9506842],"[3.245614035088, -3.245614035088]",0.000000,no penalty,-2.137151
71,[-0.9152402],"[3.220551378446, -3.220551378446]",0.000000,no penalty,-3.102768
72,[-0.8797963],"[3.195488721805, -3.195488721805]",0.000000,no penalty,-4.894008
73,[-0.8443523],"[3.170426065163, -3.170426065163]",0.000000,no penalty,-8.445420
74,[-0.8089084],"[3.145363408521, -3.145363408521]",0.000000,no penalty,-14.872178
75,[-0.7734644],"[3.120300751880, -3.120300751880]",0.000000,no penalty,-19.556918
76,[-0.7380205],"[3.095238095238, -3.095238095238]",0.000000,no penalty,-18.089653
77,[-0.7025765],"[3.070175438596, -3.070175438596]",0.000000,no penalty,-16.877350
78,[-0.6671326],"[3.045112781955, -3.045112781955]",0.000000,no penalty,-18.099223
