,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-11.7851130],"[-5.000000000000, 5.000000000000]",-1033.661555,penalty,1.874986
1,[-11.7496691],"[-4.974937343358, 4.974937343358]",-1028.649024,penalty,1.874986
2,[-11.7142251],"[-4.949874686717, 4.949874686717]",-1023.636492,penalty,1.874986
3,[-11.6787812],"[-4.924812030075, 4.924812030075]",-1018.623961,penalty,1.874986
4,[-11.6433372],"[-4.899749373434, 4.899749373434]",-1013.611430,penalty,1.874986
5,[-11.6078933],"[-4.874686716792, 4.874686716792]",-1008.598898,penalty,1.874986
6,[-11.5724493],"[-4.849624060150, 4.849624060150]",-1003.586367,penalty,1.874986
7,[-11.5370054],"[-4.824561403509, 4.824561403509]",-998.573836,penalty,1.874986
8,[-11.5015614],"[-4.799498746867, 4.799498746867]",-993.561304,penalty,1.874986
9,[-11.4661175],"[-4.774436090226, 4.774436090226]",-988.548773,penalty,1.874986
10,[-11.4306735],"[-4.749373433584, 4.749373433584]",-983.536242,penalty,1.874986
11,[-11.3952296],"[-4.724310776942, 4.724310776942]",-978.523710,penalty,1.874986
12,[-11.3597856],"[-4.699248120301, 4.699248120301]",-973.511179,penalty,1.874986
13,[-11.3243417],"[-4.674185463659, 4.674185463659]",-968.498648,penalty,1.874986
14,[-11.2888977],"[-4.649122807018, 4.649122807018]",-963.486116,penalty,1.874986
15,[-11.2534538],"[-4.624060150376, 4.624060150376]",-958.473585,penalty,1.874986
16,[-11.2180098],"[-4.598997493734, 4.598997493734]",-953.461054,penalty,1.874986
17,[-11.1825659],"[-4.573934837093, 4.573934837093]",-948.448522,penalty,1.874986
18,[-11.1471219],"[-4.548872180451, 4.548872180451]",-943.435991,penalty,1.874986
19,[-11.1116780],"[-4.523809523810, 4.523809523810]",-938.423460,penalty,1.874986
20,[-11.0762340],"[-4.498746867168, 4.498746867168]",-933.410928,penalty,1.874986
21,[-11.0407901],"[-4.473684210526, 4.473684210526]",-928.398397,penalty,1.874986
22,[-11.0053461],"[-4.448621553885, 4.448621553885]",-923.385866,penalty,1.874986
23,[-10.9699022],"[-4.423558897243, 4.423558897243]",-918.373334,penalty,1.874986
24,[-10.9344582],"[-4.398496240602, 4.398496240602]",-913.360803,penalty,1.874986
25,[-10.8990143],"[-4.373433583960, 4.373433583960]",-908.348272,penalty,1.874986
26,[-10.8635703],"[-4.348370927318, 4.348370927318]",-903.335740,penalty,1.874986
27,[-10.8281264],"[-4.323308270677, 4.323308270677]",-898.323209,penalty,1.874986
28,[-10.7926824],"[-4.298245614035, 4.298245614035]",-893.310678,penalty,1.874986
29,[-10.7572385],"[-4.273182957393, 4.273182957393]",-888.298146,penalty,1.874986
30,[-10.7217946],"[-4.248120300752, 4.248120300752]",-883.285615,penalty,1.874986
31,[-10.6863506],"[-4.223057644110, 4.223057644110]",-878.273084,penalty,1.874986
32,[-10.6509067],"[-4.197994987469, 4.197994987469]",-873.260552,penalty,1.874986
33,[-10.6154627],"[-4.172932330827, 4.172932330827]",-868.248021,penalty,1.874986
