x,z,p,acqf,penalty,pacqf
[1.75 0.75],[-0.43444145],[44.16009295],6.343752476812652e-10,0.0,6.343752476812652e-10
[1.25 1.25],[0.27251768],[64.85668238],6.341232721742584e-10,0.0,6.341232721742584e-10
[ 0.25 -4.25],[-2.814822],[44.05304548],6.379693848795173e-10,0.0,6.379693848795173e-10
[-0.75 -2.25],[-0.70840275],[41.21467136],6.346327994360369e-10,0.0,6.346327994360369e-10
[-4.75  2.75],[5.6397705],[48.23687013],6.445307338112173e-10,0.0,6.445307338112173e-10
[ 4.75 -2.75],[-5.022446],[61.77985015],6.450730536231096e-10,0.0,6.450730536231096e-10
[-0.25  4.25],[3.4321465],[104.91963133],6.376337851125622e-10,0.0,6.376337851125622e-10
[-1.75 -4.75],[-1.7182391],[116.90327225],6.357875702996445e-10,0.0,6.357875702996445e-10
[-3.25  4.75],[5.9426475],[78.5567906],6.457617968231936e-10,0.0,6.457617968231936e-10
[-2.75 -3.25],[0.04192948],[99.33922711],6.342472344274717e-10,0.0,6.342472344274717e-10
[-1.25 -1.75],[-0.00144386],[57.96199665],6.34158825836002e-10,0.0,6.34158825836002e-10
[ 3.25 -3.75],[-4.632822],[62.19307391],6.434698147499338e-10,0.0,6.434698147499338e-10
[-3.75  3.75],[5.610855],[65.34158783],6.444332517513436e-10,0.0,6.444332517513436e-10
[0.75 2.25],[1.3257272],[73.91928136],6.345579833495671e-10,0.0,6.345579833495671e-10
[3.75 0.25],[-2.2235255],[67.97802701],6.366648479703592e-10,0.0,6.366648479703592e-10
[ 2.75 -0.25],[-1.8483595],[55.4881292],6.359474626639618e-10,0.0,6.359474626639618e-10
[2.25 3.25],[0.9361031],[144.9280161],6.342696127289426e-10,0.0,6.342696127289426e-10
[-4.25 -1.25],[2.5090573],[81.92763502],6.359073418845742e-10,0.0,6.359073418845742e-10
[-2.25 -0.75],[1.4124742],[62.49559198],6.345609326526952e-10,0.0,6.345609326526952e-10
[4.25 1.75],[-1.5454823],[151.10988272],6.355552418297314e-10,0.0,6.355552418297314e-10
[ 3.52653933 -3.57401514],[-4.7104526],[48.80313492],6.436861781743628e-10,0.0,6.436861781743628e-10
[ 3.76965022 -3.7296195 ],[-4.9935923],[51.85520935],6.448871788335305e-10,0.0,6.448871788335305e-10
