x,z,p,acqf,penalty,pacqf
[1.75 0.75],[-1.9746205],[44.16009295],7.55735144390051e-12,0.0,7.55735144390051e-12
[1.25 1.25],[-2.6723156],[64.85668238],3.6542354319636206e-12,0.0,3.6542354319636206e-12
[ 0.25 -4.25],[-0.28008986],[44.05304548],4.4419900590096635e-10,0.0,4.4419900590096635e-10
[-0.75 -2.25],[-2.2581902],[41.21467136],4.948590585358252e-12,0.0,4.948590585358252e-12
[-4.75  2.75],[-8.422461],[48.23687013],0.000645799316436224,0.0,0.000645799316436224
[ 4.75 -2.75],[2.5029054],[61.77985015],4.2195383357492957e-08,0.0,4.2195383357492957e-08
[-0.25  4.25],[-5.6394663],[104.91963133],1.3954338427339339e-08,0.0,1.3954338427339339e-08
[-1.75 -4.75],[-1.6140947],[116.90327225],1.5697756997602196e-11,0.0,1.5697756997602196e-11
[-3.25  4.75],[-8.368861],[78.5567906],0.0005486018546290456,0.0,0.0005486018546290456
[-2.75 -3.25],[-3.3008401],[99.33922711],5.338771979730049e-12,0.0,5.338771979730049e-12
[-1.25 -1.75],[-2.9558852],[57.96199665],3.8088541878018335e-12,0.0,3.8088541878018335e-12
[ 3.25 -3.75],[1.8665954],[62.19307391],9.675164929901436e-09,0.0,9.675164929901436e-09
[-3.75  3.75],[-8.192492],[65.34158783],0.00031544836835573374,0.0,0.00031544836835573374
[0.75 2.25],[-3.6613657],[73.91928136],1.047745134291256e-11,0.0,1.047745134291256e-11
[3.75 0.25],[-0.0579052],[67.97802701],7.307695537104724e-10,0.0,7.307695537104724e-10
[ 2.75 -0.25],[-0.5792301],[55.4881292],2.1442960083204894e-10,0.0,2.1442960083204894e-10
[2.25 3.25],[-3.0250556],[144.9280161],3.974501877336983e-12,0.0,3.974501877336983e-12
[-4.25 -1.25],[-5.6852803],[81.92763502],1.697198320384584e-08,0.0,1.697198320384584e-08
[-2.25 -0.75],[-4.3512754],[62.49559198],7.986460263315473e-11,0.0,7.986460263315473e-11
[4.25 1.75],[-0.5256305],[151.10988272],2.452946935218273e-10,0.0,2.452946935218273e-10
[ 3.52653933 -3.57401514],[1.9887853],[48.80313492],1.1647768713800938e-08,0.0,1.1647768713800938e-08
[ 3.76965022 -3.7296195 ],[2.277029],[51.85520935],2.1252983607036405e-08,0.0,2.1252983607036405e-08
[ 3.98927307 -3.85658622],[2.5294967],[67.67716217],4.640936179160509e-08,0.0,4.640936179160509e-08
[ 4.20177794 -3.93875289],[2.7500746],[61.17910767],1.156139689668565e-07,0.0,1.156139689668565e-07
[ 4.40635872 -4.03172684],[2.97051],[50.34433746],3.5560716793522373e-07,0.0,3.5560716793522373e-07
[ 4.60125113 -4.12831497],[3.1851783],[67.01808929],1.2541339381880098e-06,0.0,1.2541339381880098e-06
[ 4.78058004 -4.20591164],[3.3761315],[68.90936279],4.198288850296826e-06,0.0,4.198288850296826e-06
[ 4.95268965 -4.27840996],[3.558247],[59.30292511],1.3656420001540245e-05,-1.2184143,-1.218414306640625
[ 4.99999428 -4.25074577],[3.5805705],[69.7618103],1.5773877705814142e-05,-1.3998318,-1.399831771850586
[ 4.99986935 -4.20005512],[3.550931],[67.55246735],1.3024422876952237e-05,-1.1589575,-1.1589574813842773
[ 4.999928   -4.15768242],[3.5262876],[54.07143784],1.1105017809316225e-05,-0.9586859,-0.9586858749389648
[ 4.99981213 -4.11953068],[3.503962],[61.41456985],9.607769482133834e-06,-0.77724934,-0.7772493362426758
[ 4.99996281 -4.08257675],[3.482551],[53.30281067],8.36208800146924e-06,-0.6032467,-0.6032466888427734
[ 4.99997139 -4.05220795],[3.4648619],[67.38097382],7.455828193244159e-06,-0.45948982,-0.4594898223876953
[ 4.99995184 -4.02979565],[3.451786],[54.71339417],6.8492139320779555e-06,-0.35322666,-0.3532266616821289
[ 4.99998474 -4.00564051],[3.4377375],[68.74768829],6.253089872496494e-06,-0.23905754,-0.2390575408935547
[ 4.99998331 -3.98949289],[3.428327],[65.87667084],5.883247690224429e-06,-0.1625824,-0.1625823974609375
[ 4.99997425 -3.97345948],[3.4189768],[54.11790085],5.537775373368209e-06,-0.08659363,-0.0865936279296875
[ 4.99748802 -3.95333719],[3.4052308],[68.40449524],5.066671756314557e-06,0.0,5.066671756314557e-06
