x,z,p,acqf,penalty,pacqf
[1.75 0.75],[-3.0127463],[44.16009295],5.140393886844696e-12,0.0,5.140393886844696e-12
[1.25 1.25],[-3.704164],[64.85668238],6.1554260438899e-14,0.0,6.1554260438899e-14
[ 0.25 -4.25],[-1.5556068],[44.05304548],4.275309444757294e-09,0.0,4.275309444757294e-09
[-0.75 -2.25],[-3.4817336],[41.21467136],1.9879052654793296e-13,0.0,1.9879052654793296e-13
[-4.75  2.75],[-9.556367],[48.23687013],0.0012021660562962153,0.0,0.0012021660562962153
[ 4.75 -2.75],[1.407406],[61.77985015],1.068009337365556e-10,0.0,1.068009337365556e-10
[-0.25  4.25],[-6.5933537],[104.91963133],1.806109160001096e-08,0.0,1.806109160001096e-08
[-1.75 -4.75],[-2.96305],[116.90327225],7.341902944558309e-12,0.0,7.341902944558309e-12
[-3.25  4.75],[-9.383633],[78.5567906],0.0005872451160726225,0.0,0.0005872451160726225
[-2.75 -3.25],[-4.617531],[99.33922711],1.3880247353729269e-13,0.0,1.3880247353729269e-13
[-1.25 -1.75],[-4.173151],[57.96199665],2.872026812699074e-14,0.0,2.872026812699074e-14
[ 3.25 -3.75],[0.6913805],[62.19307391],5.1403145315744834e-09,0.0,5.1403145315744834e-09
[-3.75  3.75],[-9.260113],[65.34158783],0.00035817383602611025,0.0,0.00035817383602611025
[0.75 2.25],[-4.6672273],[73.91928136],1.8330608624939638e-13,0.0,1.8330608624939638e-13
[3.75 0.25],[-1.062012],[67.97802701],7.507928118346397e-09,0.0,7.507928118346397e-09
[ 2.75 -0.25],[-1.6299107],[55.4881292],3.699961195930222e-09,0.0,3.699961195930222e-09
[2.25 3.25],[-3.951202],[144.9280161],2.963648751905825e-14,0.0,2.963648751905825e-14
[-4.25 -1.25],[-6.9634295],[81.92763502],1.0974251352497678e-07,0.0,1.0974251352497678e-07
[-2.25 -0.75],[-5.5559864],[62.49559198],6.19180746881782e-11,0.0,6.19180746881782e-11
[4.25 1.75],[-1.4571764],[151.10988272],5.050656711234945e-09,0.0,5.050656711234945e-09
[ 3.52653933 -3.57401514],[0.82793653],[48.80313492],4.523448070723056e-09,0.0,4.523448070723056e-09
[ 4.04343462 -3.04814672],[0.9761934],[47.50691223],3.0639722315528975e-09,0.0,3.0639722315528975e-09
[ 2.97301388 -4.13714981],[0.6691735],[65.92992401],5.165538308220867e-09,0.0,5.165538308220867e-09
