x,z,p,acqf,penalty,pacqf
[1.75 0.75],[-2.3963876],[44.16009295],1.435265875824593e-12,0.0,1.435265875824593e-12
[1.25 1.25],[-3.091483],[64.85668238],4.890733920465145e-13,0.0,4.890733920465145e-13
[ 0.25 -4.25],[-0.8071066],[44.05304548],1.8115362773892333e-10,0.0,1.8115362773892333e-10
[-0.75 -2.25],[-2.762616],[41.21467136],6.896596874771296e-13,0.0,6.896596874771296e-13
[-4.75  2.75],[-8.888699],[48.23687013],0.0005827843440568113,0.0,0.0005827843440568113
[ 4.75 -2.75],[2.056845],[61.77985015],1.1014476845736679e-09,0.0,1.1014476845736679e-09
[-0.25  4.25],[-6.024747],[104.91963133],3.962870024168355e-09,0.0,3.962870024168355e-09
[-1.75 -4.75],[-2.1741934],[116.90327225],2.5728353832119227e-12,0.0,2.5728353832119227e-12
[-3.25  4.75],[-8.782025],[78.5567906],0.0004104969386776339,0.0,0.0004104969386776339
[-2.75 -3.25],[-3.8470435],[99.33922711],8.461576962423004e-13,0.0,8.461576962423004e-13
[-1.25 -1.75],[-3.4577115],[57.96199665],5.032398886137811e-13,0.0,5.032398886137811e-13
[ 3.25 -3.75],[1.3848536],[62.19307391],1.1306205720749538e-09,0.0,1.1306205720749538e-09
[-3.75  3.75],[-8.629144],[65.34158783],0.00024406329174999646,0.0,0.00024406329174999646
[0.75 2.25],[-4.0692377],[73.91928136],1.4025408188253329e-12,0.0,1.4025408188253329e-12
[3.75 0.25],[-0.46398234],[67.97802701],4.362596661090822e-10,0.0,4.362596661090822e-10
[ 2.75 -0.25],[-1.0061964],[55.4881292],1.0154210857543456e-10,0.0,1.0154210857543456e-10
[2.25 3.25],[-3.3972466],[144.9280161],4.85415321425643e-13,0.0,4.85415321425643e-13
[-4.25 -1.25],[-6.214989],[81.92763502],9.593234372261582e-09,0.0,9.593234372261582e-09
[-2.25 -0.75],[-4.8479023],[62.49559198],2.0272818920413974e-11,0.0,2.0272818920413974e-11
[4.25 1.75],[-0.899523],[151.10988272],1.391995835136519e-10,0.0,1.391995835136519e-10
[ 3.52653933 -3.57401514],[1.5134759],[48.80313492],1.0172869183544398e-09,0.0,1.0172869183544398e-09
[ 3.76965022 -3.7296195 ],[1.8019776],[51.85520935],9.027347554756384e-10,0.0,9.027347554756384e-10
[ 3.98927307 -3.85658622],[2.0549152],[67.67716217],1.0981563771594147e-09,0.0,1.0981563771594147e-09
[ 4.20177794 -3.93875289],[2.276655],[61.17910767],1.9254449818029557e-09,0.0,1.9254449818029557e-09
[ 4.40635872 -4.03172684],[2.497968],[50.34433746],5.347653126427993e-09,0.0,5.347653126427993e-09
[ 4.60125113 -4.12831497],[2.7133324],[67.01808929],2.2581958348349324e-08,0.0,2.2581958348349324e-08
[ 4.78058004 -4.20591164],[2.9051228],[68.90936279],1.0930890455951833e-07,-0.063033104,-0.0630331039428711
[ 4.95268965 -4.27840996],[3.0880759],[59.30292511],5.699099209394636e-07,-1.5721655,-1.5721654891967773
[ 4.99999428 -4.25074577],[3.111457],[69.7618103],7.06971407008678e-07,-1.7650318,-1.7650318145751953
[ 4.99986935 -4.20005512],[3.0826979],[67.55246735],5.423766885074685e-07,-1.5278053,-1.5278053283691406
[ 4.999928   -4.15768242],[3.058792],[54.07143784],4.354247973313855e-07,-1.3306141,-1.3306140899658203
[ 4.99981213 -4.11953068],[3.0371287],[61.41456985],3.571136284751252e-07,-1.1519146,-1.1519145965576172
[ 4.99996281 -4.08257675],[3.0163622],[53.30281067],2.954671773590152e-07,-0.9806156,-0.9806156158447266
[ 4.99997139 -4.05220795],[2.9992013],[67.38097382],2.5285788414806803e-07,-0.83906174,-0.8390617370605469
[ 4.99995184 -4.02979565],[2.986515],[54.71339417],2.2543408143288827e-07,-0.73441505,-0.7344150543212891
[ 4.99998474 -4.00564051],[2.9728868],[68.74768829],1.993986525924991e-07,-0.6220007,-0.6220006942749023
[ 4.99998331 -3.98949289],[2.963757],[65.87667084],1.8370873099828566e-07,-0.5466938,-0.5466938018798828
[ 4.99997425 -3.97345948],[2.9546857],[54.11790085],1.694197774261008e-07,-0.47186852,-0.47186851501464844
[ 4.99748802 -3.95333719],[2.9412594],[68.40449524],1.5031495321718713e-07,-0.36111832,-0.3611183166503906
[ 4.99863291 -3.94320917],[2.9364781],[69.30400085],1.440509583794014e-07,-0.32167435,-0.3216743469238281
[ 4.99337912 -3.93014812],[2.9247608],[50.15417862],1.298898104843758e-07,-0.22502422,-0.22502422332763672
[ 4.99936008 -3.91557503],[2.9214559],[64.50177002],1.26159764170293e-07,-0.19776344,-0.19776344299316406
[ 4.9870882  -3.89056826],[2.8971963],[50.69949722],1.0198992878141908e-07,0.0,1.0198992878141908e-07
[ 4.99043846 -3.87868047],[2.8932395],[50.49065781],9.856676155491801e-08,0.0,9.856676155491801e-08
[ 4.99788809 -3.87078476],[2.8949208],[56.05723572],1.0001841497408427e-07,0.0,1.0001841497408427e-07
