x,z,p,acqf,penalty,pacqf
[1.75 0.75],[-0.03505868],[44.16009295],4.062642601560494e-09,0.0,4.062642601560494e-09
[1.25 1.25],[0.67118716],[64.85668238],2.8164384211583703e-09,0.0,2.8164384211583703e-09
[ 0.25 -4.25],[-2.2801886],[44.05304548],2.7771871417193687e-06,0.0,2.7771871417193687e-06
[-0.75 -2.25],[-0.19633257],[41.21467136],5.053839642073554e-09,0.0,5.053839642073554e-09
[-4.75  2.75],[6.1249986],[48.23687013],0.0014449020327827397,0.0,0.0014449020327827397
[ 4.75 -2.75],[-4.6082163],[61.77985015],0.00841879799912876,0.0,0.00841879799912876
[-0.25  4.25],[3.7969713],[104.91963133],2.091203146996324e-06,0.0,2.091203146996324e-06
[-1.75 -4.75],[-1.1336156],[116.90327225],4.4648341087805305e-08,0.0,4.4648341087805305e-08
[-3.25  4.75],[6.356036],[78.5567906],0.00244815579437545,0.0,0.00244815579437545
[-2.75 -3.25],[0.61455846],[99.33922711],2.8000438153891764e-09,0.0,2.8000438153891764e-09
[-1.25 -1.75],[0.5099133],[57.96199665],2.813941941977371e-09,0.0,2.813941941977371e-09
[ 3.25 -3.75],[-4.167889],[62.19307391],0.0025175141953593504,0.0,0.0025175141953593504
[-3.75  3.75],[6.0552354],[65.34158783],0.0012254174976674477,0.0,0.0012254174976674477
[0.75 2.25],[1.7131152],[73.91928136],8.350630909614972e-09,0.0,8.350630909614972e-09
[3.75 0.25],[-1.8529959],[67.97802701],5.342411169071777e-07,0.0,5.342411169071777e-07
[ 2.75 -0.25],[-1.4475504],[55.4881292],1.2376967204278382e-07,0.0,1.2376967204278382e-07
[2.25 3.25],[1.2727882],[144.9280161],4.272122555834555e-09,0.0,4.272122555834555e-09
[-4.25 -1.25],[3.0689778],[81.92763502],2.35853672593268e-07,0.0,2.35853672593268e-07
[-2.25 -0.75],[1.9224052],[62.49559198],1.2559031790192856e-08,0.0,1.2559031790192856e-08
[4.25 1.75],[-1.2165133],[151.10988272],5.7773859030113527e-08,0.0,5.7773859030113527e-08
[ 3.52653933 -3.57401514],[-4.25469],[48.80313492],0.0032393708628235466,0.0,0.0032393708628235466
[ 3.76965022 -3.7296195 ],[-4.5393333],[51.85520935],0.007052674428377743,0.0,0.007052674428377743
[ 3.98927307 -3.85658622],[-4.787343],[67.67716217],0.013073587254530308,0.0,0.013073587254530308
[ 4.20177794 -3.93875289],[-5.],[61.17910767],0.02123844348013923,0.0,0.02123844348013923
