x,z,p,acqf,penalty,pacqf
[-4.75  1.25],[-6.2429147],[325.38699143],8.129375575970992e-10,0.0,8.129375575970992e-10
[4.75 4.75],[3.8211734],[332.49664656],9.63827734594353e-08,-5.5680895,-5.568089485168457
[1.75 2.75],[0.42693782],[329.30042999],8.470845800289236e-09,0.0,8.470845800289236e-09
[-2.25 -2.25],[-4.6622705],[325.74437559],2.0997850420024637e-09,0.0,2.0997850420024637e-09
[ 2.75 -0.25],[0.6727535],[313.23475333],1.736287276615029e-08,0.0,1.736287276615029e-08
[-3.25  3.75],[-4.183508],[349.75466596],2.246473616958041e-10,0.0,2.246473616958041e-10
[-4.25  2.25],[-5.5161915],[312.95042897],1.1062377517182072e-11,0.0,1.1062377517182072e-11
[4.25 3.25],[2.973687],[313.14913803],1.8238829515614692e-10,0.0,1.8238829515614692e-10
[3.25 0.25],[1.278714],[320.26802123],6.336234006693892e-07,0.0,6.336234006693892e-07
[2.25 1.75],[0.67060876],[321.55382681],1.7168211091531144e-08,0.0,1.7168211091531144e-08
[-1.75  0.75],[-3.4524949],[318.55181062],3.668881468769087e-11,0.0,3.668881468769087e-11
[ 1.25 -4.25],[-1.7489429],[327.57433945],4.639352218602101e-09,0.0,4.639352218602101e-09
[ 0.75 -1.25],[-1.5095613],[330.88590491],9.534238600204788e-09,0.0,9.534238600204788e-09
[ 3.75 -2.75],[1.0393325],[328.16751422],1.7578588107865805e-07,0.0,1.7578588107865805e-07
[-1.25 -1.75],[-3.571113],[350.06194007],3.069022325578984e-11,0.0,3.069022325578984e-11
[-2.75 -3.25],[-5.3889937],[331.43551697],5.984053017005837e-11,0.0,5.984053017005837e-11
[-0.75 -4.75],[-3.8104947],[315.41062057],3.944064397428082e-11,0.0,3.944064397428082e-11
[-3.75 -0.75],[-5.755573],[331.23737409],8.907939949355761e-13,0.0,8.907939949355761e-13
[ 0.25 -3.75],[-2.5985742],[340.6501053],8.037489781200677e-10,0.0,8.037489781200677e-10
[-0.25  4.25],[-1.1515615],[331.3411522],4.0519294525320194e-08,0.0,4.0519294525320194e-08
[4.9949913  0.60721171],[3.0583196],[334.52453613],1.6198942177713114e-11,0.0,1.6198942177713114e-11
[4.9618659  0.88870084],[3.0941622],[320.8609314],6.796726718315807e-12,0.0,6.796726718315807e-12
