x,z,p,acqf,penalty,pacqf
[-4.75  1.25],[-5.60057],[325.38699143],6.3880350652519285e-25,0.0,6.3880350652519285e-25
[4.75 4.75],[4.274845],[332.49664656],9.888767500107511e-26,-2.8056145,-2.805614471435547
[1.75 2.75],[1.0395672],[329.30042999],1.5927574414226795e-19,0.0,1.5927574414226795e-19
[-2.25 -2.25],[-3.5785394],[325.74437559],1.2519681637172935e-32,0.0,1.2519681637172935e-32
[ 2.75 -0.25],[1.6396464],[313.23475333],2.2980506896649405e-21,0.0,2.2980506896649405e-21
[-3.25  3.75],[-3.7872438],[349.75466596],1.2595590099508163e-33,0.0,1.2595590099508163e-33
[-4.25  2.25],[-4.9743853],[312.95042897],2.67858208104808e-31,0.0,2.67858208104808e-31
[4.25 3.25],[3.5834308],[313.14913803],5.405390204055975e-30,0.0,5.405390204055975e-30
[3.25 0.25],[2.2006023],[320.26802123],3.833027885008487e-24,0.0,3.833027885008487e-24
[2.25 1.75],[1.4048358],[321.55382681],1.6566769139160254e-20,0.0,1.6566769139160254e-20
[-1.75  0.75],[-2.691438],[318.55181062],3.0152357776366356e-27,0.0,3.0152357776366356e-27
[ 1.25 -4.25],[-0.3693673],[327.57433945],5.156423719701165e-19,0.0,5.156423719701165e-19
[ 0.75 -1.25],[-0.47371963],[330.88590491],3.785901491519584e-19,0.0,3.785901491519584e-19
[ 3.75 -2.75],[2.3049548],[328.16751422],9.312824596527277e-25,0.0,9.312824596527277e-25
[-1.25 -1.75],[-2.5218565],[350.06194007],2.913716487606351e-26,0.0,2.913716487606351e-26
[-2.75 -3.25],[-4.204725],[331.43551697],1.2745946262778594e-34,0.0,1.2745946262778594e-34
[-0.75 -4.75],[-2.4175043],[315.41062057],1.1060824664340988e-25,0.0,1.1060824664340988e-25
[-3.75 -0.75],[-4.870033],[331.23737409],3.8516527505274183e-32,0.0,3.8516527505274183e-32
[ 0.25 -3.75],[-1.2955921],[340.6501053],6.0001565668533365e-21,0.0,6.0001565668533365e-21
[-0.25  4.25],[-0.74765325],[331.3411522],1.3336760693070617e-19,0.0,1.3336760693070617e-19
[4.9949913  0.60721171],[3.977282],[334.52453613],3.132363880363972e-28,0.0,3.132363880363972e-28
[4.99716187 0.62609059],[3.9818969],[333.4387207],3.3763267941795495e-28,0.0,3.3763267941795495e-28
[-4.47222948 -0.54133832],[-5.5588684],[338.94128418],2.250205603216751e-25,0.0,2.250205603216751e-25
[4.99827147 0.77845323],[4.002874],[325.36077881],4.774873771127703e-28,-0.109148026,-0.10914802551269531
[4.99350452 0.74779415],[3.994148],[326.98907471],4.128539125088673e-28,-0.02263546,-0.022635459899902344
[4.98827934 0.70546573],[3.9834454],[329.26519775],3.461425049099775e-28,0.0,3.461425049099775e-28
[-4.15118933 -0.48844135],[-5.233671],[333.8182373],7.618530528674525e-29,0.0,7.618530528674525e-29
[4.99663687 0.71451783],[3.9929125],[328.74246216],4.042962277202634e-28,-0.010385513,-0.010385513305664062
[4.99639606 0.67161363],[3.9870765],[331.0038147],3.6739862431932338e-28,0.0,3.6739862431932338e-28
[-4.01911068 -0.46069944],[-5.099102],[332.97702026],3.5773453646138695e-30,0.0,3.5773453646138695e-30
[4.987813   0.68497163],[3.9803092],[330.34753418],3.289716231764214e-28,0.0,3.289716231764214e-28
[4.99478006 0.66147506],[3.9841518],[331.54629517],3.5008359682715754e-28,0.0,3.5008359682715754e-28
[-3.91723323 -0.45772329],[-4.997707],[332.88052368],4.257378661458315e-31,0.0,4.257378661458315e-31
[4.99738598 0.68351936],[3.9896111],[330.37332153],3.830706306941704e-28,0.0,3.830706306941704e-28
[-3.93056226 -0.47469175],[-5.013136],[332.63516235],5.820138656069215e-31,0.0,5.820138656069215e-31
[4.99432421 0.69124973],[3.987584],[329.98312378],3.704621784755546e-28,0.0,3.704621784755546e-28
[-3.95401835 -0.48991868],[-5.0383773],[332.41964722],9.789085417668008e-31,0.0,9.789085417668008e-31
[4.98372936 0.68536747],[3.9763124],[330.34844971],3.0837968558513484e-28,0.0,3.0837968558513484e-28
[4.99542332 0.67374492],[3.9863899],[330.89700317],3.63157403300388e-28,0.0,3.63157403300388e-28
[-3.86791897 -0.4651162 ],[-4.949779],[332.98260498],1.6605785277710958e-31,0.0,1.6605785277710958e-31
[4.99111557 0.67961597],[3.9828851],[330.61141968],3.430954072370174e-28,0.0,3.430954072370174e-28
[-3.88330364 -0.47568652],[-4.966411],[332.76937866],2.2912995221807373e-31,0.0,2.2912995221807373e-31
[4.99776745 0.68552101],[3.9902503],[330.26620483],3.870212146407534e-28,0.0,3.870212146407534e-28
[4.99990988 0.67674786],[3.9912302],[330.71557617],3.9345000620504993e-28,0.0,3.9345000620504993e-28
[-3.80615568 -0.46314105],[-4.888285],[333.49572754],5.318636404335753e-32,0.0,5.318636404335753e-32
[1.25022078 0.18752849],[0.20976353],[323.72122192],1.1377186467768106e-18,0.0,1.1377186467768106e-18
