x,z,p,acqf,penalty,pacqf
[-4.75  1.25],[-5.310628],[325.38699143],1.1347323188281077e-08,0.0,1.1347323188281077e-08
[4.75 4.75],[4.7671824],[332.49664656],1.4936485409170327e-06,-5.8819866,-5.881986618041992
[1.75 2.75],[1.3571217],[329.30042999],0.00013059655645721973,0.0,0.00013059655645721973
[-2.25 -2.25],[-3.7831547],[325.74437559],2.689288155001842e-10,0.0,2.689288155001842e-10
[ 2.75 -0.25],[1.5611197],[313.23475333],0.00016516036442744745,0.0,0.00016516036442744745
[-3.25  3.75],[-3.2240436],[349.75466596],2.890288646847871e-10,0.0,2.890288646847871e-10
[-4.25  2.25],[-4.572705],[312.95042897],1.0922088381002236e-11,0.0,1.0922088381002236e-11
[4.25 3.25],[3.902074],[313.14913803],2.25811160082362e-09,0.0,2.25811160082362e-09
[3.25 0.25],[2.1718578],[320.26802123],0.0003790285258340204,0.0,0.0003790285258340204
[2.25 1.75],[1.5863056],[321.55382681],0.00017035224180740081,0.0,0.00017035224180740081
[-1.75  0.75],[-2.5364923],[318.55181062],2.7827242874694103e-10,0.0,2.7827242874694103e-10
[ 1.25 -4.25],[-0.90701956],[327.57433945],6.213871915602267e-08,0.0,6.213871915602267e-08
[ 0.75 -1.25],[-0.62746406],[330.88590491],2.46299230847623e-07,0.0,2.46299230847623e-07
[ 3.75 -2.75],[1.8923025],[328.16751422],0.00025892830606132495,0.0,0.00025892830606132495
[-1.25 -1.75],[-2.6888628],[350.06194007],2.457904936221166e-10,0.0,2.457904936221166e-10
[-2.75 -3.25],[-4.521078],[331.43551697],1.3180949814980765e-11,0.0,1.3180949814980765e-11
[-0.75 -4.75],[-2.9684186],[315.41062057],2.458521097450871e-10,0.0,2.458521097450871e-10
[-3.75 -0.75],[-4.8522606],[331.23737409],1.4299728788892107e-11,0.0,1.4299728788892107e-11
[ 0.25 -3.75],[-1.7469416],[340.6501053],1.8976981257872654e-09,0.0,1.8976981257872654e-09
[-0.25  4.25],[-0.19553769],[331.3411522],2.092037751611994e-06,0.0,2.092037751611994e-06
[4.9949913  0.60721171],[3.9503152],[334.52453613],1.1895799993308865e-09,0.0,1.1895799993308865e-09
[4.9618659  0.88870084],[3.989882],[320.8609314],7.702884515939909e-10,0.0,7.702884515939909e-10
[4.77898645 2.44274521],[4.208319],[348.00213623],5.065444190511646e-10,-0.47718048,-0.47718048095703125
[-4.30898809 -0.51573557],[-5.3332715],[336.55023193],1.754546844509089e-08,0.0,1.754546844509089e-08
[-4.52933407  1.05691385],[-5.146336],[324.30932617],5.347932202438341e-10,0.0,5.347932202438341e-10
[-4.00540733 -2.68244624],[-5.5908227],[318.76031494],1.8320482342861703e-06,0.0,1.8320482342861703e-06
[4.94571161 1.15537417],[4.0420923],[317.4133606],5.052815905032492e-10,0.0,5.052815905032492e-10
[4.91200924 1.30693412],[4.048051],[317.34686279],4.873698921016134e-10,0.0,4.873698921016134e-10
[4.84990311 1.58622551],[4.0590305],[320.75488281],4.5914239068139187e-10,0.0,4.5914239068139187e-10
[4.97886086 1.23265195],[4.093808],[317.26306152],4.035412106965446e-10,0.0,4.035412106965446e-10
[4.87960243 1.65808499],[4.106032],[323.78146362],3.942253649077164e-10,0.0,3.942253649077164e-10
[4.87998343 1.65645278],[4.105985],[323.70751953],3.9433196391268855e-10,0.0,3.9433196391268855e-10
[4.99752903 1.30177474],[4.129445],[317.51599121],3.8934835530200237e-10,0.0,3.8934835530200237e-10
[4.98379755 1.35839427],[4.130568],[317.85821533],3.895494202170348e-10,0.0,3.895494202170348e-10
[4.81984711 2.03440547],[4.1439667],[347.94442749],3.946158844810238e-10,0.0,3.946158844810238e-10
