x,z,p,acqf,penalty,pacqf
[-1.75 -0.25],[-3.6207657],[83.60942897],4.0547587339098744e-18,0.0,4.0547587339098744e-18
[-2.75  4.75],[-7.8915014],[137.76650702],2.2343859627685824e-39,0.0,2.2343859627685824e-39
[-4.25  3.75],[-8.2273445],[113.82651988],1.4117937999808763e-35,0.0,1.4117937999808763e-35
[-0.75 -4.75],[0.29289603],[90.49013478],2.965233919869498e-14,0.0,2.965233919869498e-14
[4.25 0.75],[-0.13494766],[76.67089473],5.139931486150211e-15,0.0,5.139931486150211e-15
[ 3.25 -3.25],[2.0216508],[69.77999504],3.1389111181189265e-11,0.0,3.1389111181189265e-11
[ 2.25 -4.25],[2.035805],[74.53170009],3.211706788816309e-11,0.0,3.211706788816309e-11
[ 2.75 -2.75],[1.3145796],[76.6154695],3.795909614747619e-12,0.0,3.795909614747619e-12
[ 3.75 -1.25],[0.9433515],[78.61789415],6.747335092378938e-13,0.0,6.747335092378938e-13
[0.75 2.25],[-3.6561503],[73.98107492],3.3914912236239334e-18,0.0,3.3914912236239334e-18
[-2.25  1.25],[-5.0419855],[77.19120683],1.3444821855032646e-18,0.0,1.3444821855032646e-18
[-3.25  3.25],[-7.1702766],[90.28908175],1.9719498824425028e-31,0.0,1.9719498824425028e-31
[-3.75  4.25],[-8.234423],[121.76670643],1.9221058999933905e-35,0.0,1.9221058999933905e-35
[ 4.75 -1.75],[2.0004203],[74.35479152],3.028319855078583e-11,0.0,3.028319855078583e-11
[ 0.25 -3.75],[0.27874196],[73.14101473],2.7928885782414327e-14,0.0,2.7928885782414327e-14
[ 1.75 -2.25],[0.25751108],[86.19470014],2.553492013181999e-14,0.0,2.553492013181999e-14
[1.25 2.75],[-3.6632276],[78.10577038],3.277592516152857e-18,0.0,3.277592516152857e-18
[-4.75 -0.75],[-5.3636746],[116.46395125],9.42774857580482e-19,0.0,9.42774857580482e-19
[-0.25  1.75],[-3.9990706],[90.80614708],1.2933406171106788e-18,0.0,1.2933406171106788e-18
[-1.25  0.25],[-3.6278427],[84.37697827],3.908679640669372e-18,0.0,3.908679640669372e-18
[ 3.59941983 -3.84306073],[2.689776],[55.04724884],2.950170874513482e-11,0.0,2.950170874513482e-11
[ 3.53796887 -3.89976144],[2.6872535],[75.96989441],2.9683948308716224e-11,0.0,2.9683948308716224e-11
