x,z,p,acqf,penalty,pacqf
[-1.75 -0.25],[-3.4407063],[83.60942897],2.466820504487444e-16,0.0,2.466820504487444e-16
[-2.75  4.75],[-7.711558],[137.76650702],2.0760019063197025e-42,0.0,2.0760019063197025e-42
[-4.25  3.75],[-8.047328],[113.82651988],1.0133040911840252e-38,0.0,1.0133040911840252e-38
[-0.75 -4.75],[0.4730568],[90.49013478],3.069311023709685e-13,0.0,3.069311023709685e-13
[4.25 0.75],[0.04490459],[76.67089473],5.795419010936535e-11,0.0,5.795419010936535e-11
[ 3.25 -3.25],[2.2016497],[69.77999504],1.3497793968775395e-09,0.0,1.3497793968775395e-09
[ 2.25 -4.25],[2.2158623],[74.53170009],1.416699272166815e-09,0.0,1.416699272166815e-09
[ 2.75 -2.75],[1.4945784],[76.6154695],9.974705514323923e-11,0.0,9.974705514323923e-11
[ 3.75 -1.25],[1.123277],[78.61789415],6.208489240868403e-12,0.0,6.208489240868403e-12
[0.75 2.25],[-3.4762383],[73.98107492],1.8076466337247104e-16,0.0,1.8076466337247104e-16
[-2.25  1.25],[-4.8619547],[77.19120683],2.0415049339851226e-15,0.0,2.0415049339851226e-15
[-3.25  3.25],[-6.9902744],[90.28908175],6.39632647041654e-21,0.0,6.39632647041654e-21
[-3.75  4.25],[-8.054434],[121.76670643],1.845260466573226e-38,0.0,1.845260466573226e-38
[ 4.75 -1.75],[2.1803303],[74.35479152],1.2577088473707022e-09,0.0,1.2577088473707022e-09
[ 0.25 -3.75],[0.45884407],[73.14101473],3.3363833139190896e-13,0.0,3.3363833139190896e-13
[ 1.75 -2.25],[0.437525],[86.19470014],3.8468536740851293e-13,0.0,3.8468536740851293e-13
[1.25 2.75],[-3.4833446],[78.10577038],1.7167495554795707e-16,0.0,1.7167495554795707e-16
[-4.75 -0.75],[-5.1835117],[116.46395125],5.783389113115256e-15,0.0,5.783389113115256e-15
[-0.25  1.75],[-3.8191142],[90.80614708],4.992157888562822e-16,0.0,4.992157888562822e-16
[-1.25  0.25],[-3.4478126],[84.37697827],2.3023999077397335e-16,0.0,2.3023999077397335e-16
[ 3.59941983 -3.84306073],[2.8697815],[55.04724884],1.3495543971124166e-08,0.0,1.3495543971124166e-08
[ 3.53796887 -3.89976144],[2.8672624],[75.96989441],1.3423757145683174e-08,0.0,1.3423757145683174e-08
[ 3.66178632 -3.78551531],[2.8723383],[86.52049255],1.3565793914500507e-08,0.0,1.3565793914500507e-08
[ 3.98485351 -4.40215445],[3.5388637],[60.45684433],5.349998489841478e-09,0.0,5.349998489841478e-09
[ 3.820436   -4.54829741],[3.5281494],[53.2130394],5.732341446370401e-09,0.0,5.732341446370401e-09
[ 4.48021078 -3.96185541],[3.5711446],[51.7628746],4.283449604029337e-09,0.0,4.283449604029337e-09
[ 4.47285891 -4.80197334],[4.165992],[85.20198822],2.703236091851806e-11,0.0,2.703236091851806e-11
[ 4.74048996 -4.55598497],[4.1776447],[56.41020966],2.7405622180580273e-11,0.0,2.7405622180580273e-11
[ 4.4597373  -4.81403399],[4.165421],[75.34239197],2.702584871136655e-11,0.0,2.702584871136655e-11
[ 4.67437744 -4.99970961],[4.448267],[66.27895355],6.230351007212367e-10,0.0,6.230351007212367e-10
[ 4.91815758 -4.77543497],[4.458732],[80.96169281],7.631287186624649e-10,0.0,7.631287186624649e-10
[ 4.77558374 -4.90660143],[4.452612],[87.14315796],6.775155813051633e-10,0.0,6.775155813051633e-10
[ 0.57460463 -0.49860561],[-1.6360166],[76.18423462],2.3784376865478235e-09,0.0,2.3784376865478235e-09
[ 0.77734429 -0.31531954],[-1.6250048],[71.9418869],2.5937990987266125e-09,0.0,2.5937990987266125e-09
[ 0.86860025 -0.23281991],[-1.6200483],[65.45813751],2.696848339952939e-09,0.0,2.696848339952939e-09
[ 0.36415863 -0.22473931],[-1.9789104],[70.57192993],2.0573212774795467e-10,0.0,2.0573212774795467e-10
[-0.02667251 -0.57486188],[-2.002429],[79.41899109],1.8270150620566523e-10,0.0,1.8270150620566523e-10
[-0.57574302 -1.0667417 ],[-2.0354693],[75.29325104],1.5678750620154253e-10,0.0,1.5678750620154253e-10
[ 3.84858036 -4.08710289],[3.2184746],[57.18475342],1.7049216957260093e-08,0.0,1.7049216957260093e-08
[ 3.86331487 -4.07338381],[3.2189903],[57.86582184],1.7037522396215626e-08,0.0,1.7037522396215626e-08
[ 3.61876965 -4.30107498],[3.2104292],[84.17280579],1.7192320703847797e-08,0.0,1.7192320703847797e-08
[ 1.07203984 -1.11406493],[-0.84828234],[69.31304932],1.4532998181046585e-08,0.0,1.4532998181046585e-08
[ 1.03138912 -1.15181792],[-0.8497741],[59.63773346],1.456006979804506e-08,0.0,1.456006979804506e-08
