x,z,p,acqf,penalty,pacqf
[-1.75 -0.25],[-3.4028733],[83.60942897],9.595886056481464e-12,0.0,9.595886056481464e-12
[-2.75  4.75],[-7.727089],[137.76650702],6.723036559264905e-35,0.0,6.723036559264905e-35
[-4.25  3.75],[-8.028351],[113.82651988],5.261544948146071e-37,0.0,5.261544948146071e-37
[-0.75 -4.75],[0.55751514],[90.49013478],9.258755930772656e-12,0.0,9.258755930772656e-12
[4.25 0.75],[-0.01486313],[76.67089473],1.8442370206487143e-05,0.0,1.8442370206487143e-05
[ 3.25 -3.25],[2.2098098],[69.77999504],4.4934082931407835e-07,0.0,4.4934082931407835e-07
[ 2.25 -4.25],[2.2515202],[74.53170009],4.1181710435890006e-07,0.0,4.1181710435890006e-07
[ 2.75 -2.75],[1.5030107],[76.6154695],8.850226021078449e-06,0.0,8.850226021078449e-06
[ 3.75 -1.25],[1.0974734],[78.61789415],2.3370398449854287e-07,0.0,2.3370398449854287e-07
[0.75 2.25],[-3.5071487],[73.98107492],8.018970572932679e-14,0.0,8.018970572932679e-14
[-2.25  1.25],[-4.837327],[77.19120683],8.676870546747856e-12,0.0,8.676870546747856e-12
[-3.25  3.25],[-6.9785795],[90.28908175],1.7906974233438466e-10,0.0,1.7906974233438466e-10
[-3.75  4.25],[-8.049206],[121.76670643],1.5588426470284168e-35,0.0,1.5588426470284168e-35
[ 4.75 -1.75],[2.1472447],[74.35479152],6.549861201542816e-07,0.0,6.549861201542816e-07
[ 0.25 -3.75],[0.5158049],[73.14101473],8.717275595718016e-12,0.0,8.717275595718016e-12
[ 1.75 -2.25],[0.45323953],[86.19470014],1.7351526557366293e-11,0.0,1.7351526557366293e-11
[1.25 2.75],[-3.5280042],[78.10577038],5.905792957314038e-14,0.0,5.905792957314038e-14
[-4.75 -0.75],[-5.0968785],[116.46395125],9.092230554793616e-13,0.0,9.092230554793616e-13
[-0.25  1.75],[-3.8292658],[90.80614708],2.7455825442209415e-09,0.0,2.7455825442209415e-09
[-1.25  0.25],[-3.4237285],[84.37697827],2.6942185266018076e-12,0.0,2.6942185266018076e-12
[ 3.59941983 -3.84306073],[2.8810358],[55.04724884],1.0250602518554769e-06,0.0,1.0250602518554769e-06
[ 3.53796887 -3.89976144],[2.8801422],[75.96989441],1.0231017955367583e-06,0.0,1.0231017955367583e-06
[ 3.66178632 -3.78551531],[2.8819425],[86.52049255],1.0271118378825649e-06,0.0,1.0271118378825649e-06
[ 3.98485351 -4.40215445],[3.5522487],[60.45684433],0.007072998987316814,0.0,0.007072998987316814
[ 3.820436   -4.54829741],[3.5458088],[53.2130394],0.006798959386317295,0.0,0.006798959386317295
[ 4.48021078 -3.96185541],[3.5716505],[51.7628746],0.00785708009769111,0.0,0.00785708009769111
[ 4.47285891 -4.80197334],[4.1779227],[85.20198822],1.2232394796491711e-07,0.0,1.2232394796491711e-07
[ 4.74048996 -4.55598497],[4.1825085],[56.41020966],9.795685715827397e-08,0.0,9.795685715827397e-08
[ 4.4597373  -4.81403399],[4.177698],[75.34239197],1.236667917699129e-07,0.0,1.236667917699129e-07
[ 4.67437744 -4.99970961],[4.460037],[66.27895355],9.725984937949746e-10,0.0,9.725984937949746e-10
[ 4.91815758 -4.77543497],[4.4640617],[80.96169281],1.1043407956554232e-09,0.0,1.1043407956554232e-09
[ 4.77558374 -4.90660143],[4.461708],[87.14315796],1.024735165194198e-09,0.0,1.024735165194198e-09
[ 0.57460463 -0.49860561],[-1.6274257],[76.18423462],8.855932456097916e-07,0.0,8.855932456097916e-07
[ 0.77734429 -0.31531954],[-1.6217263],[71.9418869],1.0620187699706404e-06,0.0,1.0620187699706404e-06
[ 0.86860025 -0.23281991],[-1.6191611],[65.45813751],1.1524222694965605e-06,0.0,1.1524222694965605e-06
[ 0.36415863 -0.22473931],[-1.9710597],[70.57192993],3.197964501345914e-08,0.0,3.197964501345914e-08
[-0.02667251 -0.57486188],[-1.9843799],[79.41899109],4.466670667742261e-08,0.0,4.466670667742261e-08
[-0.57574302 -1.0667417 ],[-2.003093],[75.29325104],7.378493565831811e-08,0.0,7.378493565831811e-08
[ 3.84858036 -4.08710289],[3.2295241],[57.18475342],8.12662786561694e-05,0.0,8.12662786561694e-05
[ 3.86331487 -4.07338381],[3.2296486],[57.86582184],8.145375822030694e-05,0.0,8.145375822030694e-05
[ 3.61876965 -4.30107498],[3.2275844],[84.17280579],7.83513209095727e-05,0.0,7.83513209095727e-05
[ 1.07203984 -1.11406493],[-0.8383713],[69.31304932],0.0022961526524720565,0.0,0.0022961526524720565
[ 1.03138912 -1.15181792],[-0.8387842],[59.63773346],0.0022963009809936,0.0,0.0022963009809936
[ 0.87152159 -1.30028915],[-0.8404087],[61.00106049],0.002296875646269712,0.0,0.002296875646269712
[ 4.14531851 -4.39637947],[3.6581163],[71.7592926],0.00971566163586187,0.0,0.00971566163586187
[ 4.32768011 -4.22447109],[3.6581163],[71.44749451],0.00971557864666491,0.0,0.00971557864666491
[ 4.4646554 -4.0953474],[3.6581163],[61.8215065],0.00971566163586187,0.0,0.00971566163586187
