x,z,p,acqf,penalty,pacqf
[-1.75 -0.25],[-4.5990057],[83.60942897],2.3994361982178165e-27,0.0,2.3994361982178165e-27
[-2.75  4.75],[-8.873943],[137.76650702],6.98176238104164e-40,0.0,6.98176238104164e-40
[-4.25  3.75],[-9.207111],[113.82651988],1.1271253537382963e-36,0.0,1.1271253537382963e-36
[-0.75 -4.75],[-0.68167007],[90.49013478],7.17471180035626e-23,0.0,7.17471180035626e-23
[4.25 0.75],[-1.1207191],[76.67089473],2.6689758261853114e-23,0.0,2.6689758261853114e-23
[ 3.25 -3.25],[1.041184],[69.77999504],1.0423470573607604e-22,0.0,1.0423470573607604e-22
[ 2.25 -4.25],[1.0574733],[74.53170009],1.0152810285113773e-22,0.0,1.0152810285113773e-22
[ 2.75 -2.75],[0.33412406],[76.6154695],1.9706721733673655e-22,0.0,1.9706721733673655e-22
[ 3.75 -1.25],[-0.03976756],[78.61789415],1.7100587563132879e-22,0.0,1.7100587563132879e-22
[0.75 2.25],[-4.639729],[73.98107492],2.9814181270469137e-27,0.0,2.9814181270469137e-27
[-2.25  1.25],[-6.0212703],[77.19120683],5.311862433170763e-26,0.0,5.311862433170763e-26
[-3.25  3.25],[-8.150595],[90.28908175],1.0744511902482409e-38,0.0,1.0744511902482409e-38
[-3.75  4.25],[-9.215256],[121.76670643],1.4311834270453403e-36,0.0,1.4311834270453403e-36
[ 4.75 -1.75],[1.0167499],[74.35479152],1.0817739168710684e-22,0.0,1.0817739168710684e-22
[ 0.25 -3.75],[-0.69795924],[73.14101473],6.964626378069822e-23,0.0,6.964626378069822e-23
[ 1.75 -2.25],[-0.7223934],[86.19470014],6.656348027722784e-23,0.0,6.656348027722784e-23
[1.25 2.75],[-4.647874],[78.10577038],3.1140986757323403e-27,0.0,3.1140986757323403e-27
[-4.75 -0.75],[-6.338149],[116.46395125],1.2704762647468016e-26,0.0,1.2704762647468016e-26
[-0.25  1.75],[-4.981042],[90.80614708],1.6612731637147474e-26,0.0,1.6612731637147474e-26
[-1.25  0.25],[-4.60715],[84.37697827],2.505092117350694e-27,0.0,2.505092117350694e-27
[ 3.59941983 -3.84306073],[1.7095585],[55.04724884],2.154667150252797e-23,0.0,2.154667150252797e-23
[ 3.53796887 -3.89976144],[1.7071621],[75.96989441],2.1754864143103474e-23,0.0,2.1754864143103474e-23
[ 3.66178632 -3.78551531],[1.7119906],[86.52049255],2.1343002678778847e-23,0.0,2.1343002678778847e-23
[ 3.98485351 -4.40215445],[2.3788104],[60.45684433],4.6927919180442115e-26,0.0,4.6927919180442115e-26
[ 3.820436   -4.54829741],[2.3684185],[53.2130394],5.506928274576491e-26,0.0,5.506928274576491e-26
[ 4.48021078 -3.96185541],[2.410119],[51.7628746],2.869424827108705e-26,0.0,2.869424827108705e-26
[ 4.47285891 -4.80197334],[3.005837],[85.20198822],5.248682811225511e-29,0.0,5.248682811225511e-29
[ 4.74048996 -4.55598497],[3.0169563],[56.41020966],5.900557715618051e-29,0.0,5.900557715618051e-29
[ 4.4597373  -4.81403399],[3.005292],[75.34239197],5.220788424688988e-29,0.0,5.220788424688988e-29
[ 4.67437744 -4.99970961],[3.288103],[66.27895355],1.232314677155343e-25,0.0,1.232314677155343e-25
[ 4.91815758 -4.77543497],[3.2980826],[80.96169281],1.9161326236127136e-25,0.0,1.9161326236127136e-25
[ 4.77558374 -4.90660143],[3.2922463],[87.14315796],1.4806099432632536e-25,0.0,1.4806099432632536e-25
[ 0.57460463 -0.49860561],[-2.7965002],[76.18423462],5.879984181412442e-28,0.0,5.879984181412442e-28
[ 0.77734429 -0.31531954],[-2.7858896],[71.9418869],6.28687684155279e-28,0.0,6.28687684155279e-28
[ 0.86860025 -0.23281991],[-2.7811134],[65.45813751],6.488514886944479e-28,0.0,6.488514886944479e-28
[ 0.36415863 -0.22473931],[-3.1394546],[70.57192993],9.885138018810636e-29,0.0,9.885138018810636e-29
[-0.02667251 -0.57486188],[-3.1622033],[79.41899109],9.090450862152846e-29,0.0,9.090450862152846e-29
[-0.57574302 -1.0667417 ],[-3.1941621],[75.29325104],8.14181707938628e-29,0.0,8.14181707938628e-29
[ 3.84858036 -4.08710289],[2.0582407],[57.18475342],2.44339094395987e-24,0.0,2.44339094395987e-24
[ 3.86331487 -4.07338381],[2.0587268],[57.86582184],2.4323622369807298e-24,0.0,2.4323622369807298e-24
[ 3.61876965 -4.30107498],[2.0506563],[84.17280579],2.620006665404522e-24,0.0,2.620006665404522e-24
[ 1.07203984 -1.11406493],[-2.008656],[69.31304932],2.3021011112173318e-25,0.0,2.3021011112173318e-25
[ 1.03138912 -1.15181792],[-2.0100663],[59.63773346],2.2772333696933386e-25,0.0,2.2772333696933386e-25
[ 0.87152159 -1.30028915],[-2.0156128],[61.00106049],2.1822611801018424e-25,0.0,2.1822611801018424e-25
[ 4.14531851 -4.39637947],[2.4868314],[71.7592926],8.109131688788383e-27,0.0,8.109131688788383e-27
[ 4.32768011 -4.22447109],[2.491337],[71.44749451],7.503894530665475e-27,0.0,7.503894530665475e-27
[ 4.4646554 -4.0953474],[2.4947214],[61.8215065],7.095690630314403e-27,0.0,7.095690630314403e-27
[ 1.09755731 -1.14992738],[-1.9651725],[70.71787262],3.1960605631959187e-25,0.0,3.1960605631959187e-25
[ 1.21387827 -1.03910351],[-1.9631357],[58.33361816],3.246594548400349e-25,0.0,3.246594548400349e-25
[ 0.82699776 -1.4077009 ],[-1.9699098],[75.2354126],3.0843892394190165e-25,0.0,3.0843892394190165e-25
[-0.13599491  0.13038993],[-3.7430096],[71.26793671],6.012814181995717e-29,0.0,6.012814181995717e-29
[-0.34496671 -0.06950904],[-3.7460942],[68.90287018],6.046692161473418e-29,0.0,6.046692161473418e-29
[-0.49178329 -0.20995134],[-3.7482617],[70.05467224],6.07679634553557e-29,0.0,6.07679634553557e-29
[ 0.83222634 -0.92461038],[-2.3117642],[89.75670624],2.1081774004485462e-26,0.0,2.1081774004485462e-26
[ 0.82466453 -0.93202174],[-2.3117485],[91.36180115],2.107729368438357e-26,0.0,2.107729368438357e-26
[ 0.60875475 -1.14363468],[-2.3113046],[75.48166656],2.115651794496714e-26,0.0,2.115651794496714e-26
[ 4.81995773 -4.99308777],[3.3851154],[64.75646973],1.225225854059987e-23,0.0,1.225225854059987e-23
[ 4.92293167 -4.89190197],[3.384717],[82.37709045],1.2008866173841053e-23,0.0,1.2008866173841053e-23
[ 4.84264231 -4.97079706],[3.3850276],[55.74715424],1.2197902653928856e-23,0.0,1.2197902653928856e-23
[ 4.82197428 -4.99875689],[3.3905795],[59.7662735],1.61414100100735e-23,0.0,1.61414100100735e-23
