x,z,p,acqf,penalty,pacqf
[-1.75 -0.25],[-3.460461],[83.60942897],2.1971566741761592e-13,0.0,2.1971566741761592e-13
[-2.75  4.75],[-7.9448977],[137.76650702],2.0078828274226685e-35,0.0,2.0078828274226685e-35
[-4.25  3.75],[-8.134632],[113.82651988],1.196142085115184e-33,0.0,1.196142085115184e-33
[-0.75 -4.75],[0.6394508],[90.49013478],4.446499832502673e-11,0.0,4.446499832502673e-11
[4.25 0.75],[-0.39437544],[76.67089473],3.6043578797459255e-09,0.0,3.6043578797459255e-09
[ 3.25 -3.25],[2.0426335],[69.77999504],1.2574604466390158e-08,0.0,1.2574604466390158e-08
[ 2.25 -4.25],[2.1724937],[74.53170009],2.149850374739861e-08,0.0,2.149850374739861e-08
[ 2.75 -2.75],[1.3385143],[76.6154695],2.852899780748051e-10,0.0,2.852899780748051e-10
[ 3.75 -1.25],[0.8241291],[78.61789415],4.638217397490724e-11,0.0,4.638217397490724e-11
[0.75 2.25],[-3.7851117],[73.98107492],1.4001823318552793e-15,0.0,1.4001823318552793e-15
[-2.25  1.25],[-4.93363],[77.19120683],5.45471209957339e-18,0.0,5.45471209957339e-18
[-3.25  3.25],[-7.110918],[90.28908175],3.3423539376082173e-29,0.0,3.3423539376082173e-29
[-3.75  4.25],[-8.199562],[121.76670643],9.182991836973374e-33,0.0,9.182991836973374e-33
[ 4.75 -1.75],[1.8478429],[74.35479152],4.821056045585335e-09,0.0,4.821056045585335e-09
[ 0.25 -3.75],[0.5095907],[73.14101473],5.392099624553421e-11,0.0,5.392099624553421e-11
[ 1.75 -2.25],[0.31480032],[86.19470014],9.776023516176663e-11,0.0,9.776023516176663e-11
[1.25 2.75],[-3.8500419],[78.10577038],5.703249420969443e-16,0.0,5.703249420969443e-16
[-4.75 -0.75],[-4.9935036],[116.46395125],5.897485431818995e-18,0.0,5.897485431818995e-18
[-0.25  1.75],[-4.039776],[90.80614708],6.166002554171147e-17,0.0,6.166002554171147e-17
[-1.25  0.25],[-3.525391],[84.37697827],7.732436576421976e-14,0.0,7.732436576421976e-14
[ 3.59941983 -3.84306073],[2.7220721],[55.04724884],5.247898734421117e-08,0.0,5.247898734421117e-08
[ 3.76800442 -4.04675341],[2.9864788],[74.27901459],3.0133159868310193e-08,0.0,3.0133159868310193e-08
[ 3.86975408 -4.27573109],[3.2276115],[57.94181061],1.1042496861014616e-08,0.0,1.1042496861014616e-08
[ 4.01683331 -4.46195555],[3.4648385],[65.4670639],3.878501486299679e-09,0.0,3.878501486299679e-09
[ 4.15485716 -4.63968277],[3.689743],[81.05283356],2.978003970061976e-09,0.0,2.978003970061976e-09
[ 4.26317501 -4.80294275],[3.884534],[69.22357941],7.727449320785434e-09,0.0,7.727449320785434e-09
[ 4.38669062 -4.96827364],[4.090631],[54.10623169],6.971971831388988e-08,-0.2660513,-0.2660512924194336
[ 4.38400936 -4.99999714],[4.113314],[63.775177],9.328113839803027e-08,-0.44049263,-0.4404926300048828
[ 4.36770105 -4.99999666],[4.10289],[55.41675949],8.154337783151713e-08,-0.36032677,-0.36032676696777344
[ 4.35193014 -4.99999905],[4.092811],[73.71774292],7.169213413136154e-08,-0.2828169,-0.28281688690185547
[ 4.3413825  -4.99986124],[4.0859632],[84.88314819],6.571492921068506e-08,-0.23015022,-0.2301502227783203
[ 4.32971811 -4.99999428],[4.0786095],[83.28296661],5.991159191132852e-08,-0.17359734,-0.1735973358154297
[ 0.62288362 -0.59253561],[-1.6803124],[82.32062531],1.1563045595537334e-07,0.0,1.1563045595537334e-07
[ 4.30069351 -4.99648571],[4.057359],[80.73192596],4.605714196153705e-08,-0.010170937,-0.010170936584472656
[ 0.6480217  -0.60492122],[-1.6547191],[56.1764946],1.1540886743085879e-07,0.0,1.1540886743085879e-07
[ 0.61748314 -0.57583606],[-1.6966071],[76.68196106],1.1559214644162316e-07,0.0,1.1559214644162316e-07
[ 0.62644774 -0.5868578 ],[-1.682401],[81.1634903],1.1563781386382628e-07,0.0,1.1563781386382628e-07
