x,z,p,acqf,penalty,pacqf
[-1.75 -0.25],[-3.270835],[83.60942897],3.603513089096899e-14,0.0,3.603513089096899e-14
[-2.75  4.75],[-7.731579],[137.76650702],4.522663586875962e-41,0.0,4.522663586875962e-41
[-4.25  3.75],[-7.938651],[113.82651988],1.0635874377725421e-38,0.0,1.0635874377725421e-38
[-0.75 -4.75],[0.8084942],[90.49013478],5.014623700689894e-13,0.0,5.014623700689894e-13
[4.25 0.75],[-0.1540581],[76.67089473],3.2992462182925853e-09,0.0,3.2992462182925853e-09
[ 3.25 -3.25],[2.2506552],[69.77999504],2.3998829889401315e-09,0.0,2.3998829889401315e-09
[ 2.25 -4.25],[2.3668828],[74.53170009],6.041489680677108e-09,0.0,6.041489680677108e-09
[ 2.75 -2.75],[1.5459404],[76.6154695],4.439138752356558e-12,0.0,4.439138752356558e-12
[ 3.75 -1.25],[1.0482985],[78.61789415],3.436848602641517e-13,0.0,3.436848602641517e-13
[0.75 2.25],[-3.561404],[73.98107492],4.15248199109792e-17,0.0,4.15248199109792e-17
[-2.25  1.25],[-4.7383785],[77.19120683],3.4285583170924827e-20,0.0,3.4285583170924827e-20
[-3.25  3.25],[-6.9106364],[90.28908175],2.2324171489241823e-33,0.0,2.2324171489241823e-33
[-3.75  4.25],[-7.996765],[121.76670643],1.0150951601069598e-37,0.0,1.0150951601069598e-37
[ 4.75 -1.75],[2.0763135],[74.35479152],5.363440422404112e-10,0.0,5.363440422404112e-10
[ 0.25 -3.75],[0.69226664],[73.14101473],9.152138861758348e-13,0.0,9.152138861758348e-13
[ 1.75 -2.25],[0.5179253],[86.19470014],3.4462478819308613e-12,0.0,3.4462478819308613e-12
[1.25 2.75],[-3.6195178],[78.10577038],1.1960940985310249e-17,0.0,1.1960940985310249e-17
[-4.75 -0.75],[-4.829223],[116.46395125],4.612718497419011e-20,0.0,4.612718497419011e-20
[-0.25  1.75],[-3.8265905],[90.80614708],2.9082311604739694e-19,0.0,2.9082311604739694e-19
[-1.25  0.25],[-3.328949],[84.37697827],9.176663637087697e-15,0.0,9.176663637087697e-15
[ 3.59941983 -3.84306073],[2.9289942],[55.04724884],1.8291249070552137e-07,0.0,1.8291249070552137e-07
[ 3.76800442 -4.04675341],[3.1933835],[74.27901459],5.456686207870432e-07,0.0,5.456686207870432e-07
[ 3.86975408 -4.27573109],[3.4338458],[57.94181061],1.4122339982202081e-06,0.0,1.4122339982202081e-06
[ 4.01683331 -4.46195555],[3.6710043],[65.4670639],4.588085227311503e-06,0.0,4.588085227311503e-06
[ 4.15485716 -4.63968277],[3.8958263],[81.05283356],2.112998101679902e-05,0.0,2.112998101679902e-05
[ 4.26317501 -4.80294275],[4.090404],[69.22357941],0.0001045955307761209,0.0,0.0001045955307761209
[ 4.38669062 -4.96827364],[4.2963886],[54.10623169],0.000601841165711519,-0.038290024,-0.03829002380371094
[ 4.38400936 -4.99999714],[4.3188543],[63.775177],0.000723119768905801,-0.2096653,-0.20966529846191406
[ 4.36770105 -4.99999666],[4.3083086],[55.41675949],0.0006636226460244846,-0.12921333,-0.1292133331298828
[ 4.35193014 -4.99999905],[4.2981133],[73.71774292],0.0006104655865403259,-0.051441193,-0.051441192626953125
[ 4.3413825  -4.99986124],[4.291188],[84.88314819],0.0005766090693726156,0.0,0.0005766090693726156
