x,z,p,acqf,penalty,pacqf
[-1.25 -0.25],[-3.706805],[5136.14716986],2474.754090012219,0.0,2474.754090012219
[-0.75  1.75],[-2.5672102],[187.46779282],741.6595406708627,0.0,741.6595406708627
[ 3.75 -3.75],[-0.16383076],[138303.80579272],0.0006256715061742766,0.0,0.0006256715061742766
[ 1.25 -1.75],[-1.8517756],[42112.19488232],3.7554887275326885,0.0,3.7554887275326885
[-0.25  3.25],[-1.5947001],[1429.21232207],0.20234475933674187,0.0,0.20234475933674187
[ 2.75 -4.75],[-1.4405129],[175088.70535156],0.04252322332763559,0.0,0.04252322332763559
[-4.75  4.75],[-5.3347554],[42704.18349292],57.73406422463948,0.0,57.73406422463948
[-3.75 -0.75],[-6.230172],[4713.84305615],105.08368775843917,0.0,105.08368775843917
[-2.25  0.75],[-4.3151493],[187.78542782],1258.2691797371872,0.0,1258.2691797371872
[-2.75 -1.25],[-5.4547434],[12294.96882223],42.313921151325815,0.0,42.313921151325815
[4.75 3.75],[3.28495],[2208.61301753],2054.2339402263237,-1.4857006,-1.4857006072998047
[0.25 2.75],[-1.2905279],[186.15781953],0.012830030529967432,0.0,0.012830030529967432
[-1.75 -3.25],[-5.1805687],[63769.09190918],96.97195819666312,0.0,96.97195819666312
[2.25 0.25],[-0.2409244],[9039.8630274],0.0005002908017539149,0.0,0.0005002908017539149
[-4.25 -2.75],[-7.3697667],[34179.01230805],872.0847520981091,0.0,872.0847520981091
[0.75 2.25],[-0.9863559],[186.7678124],0.0027300085010526173,0.0,0.0027300085010526173
[ 3.25 -2.25],[-0.13383389],[72232.36125991],0.0007140883580458369,0.0,0.0007140883580458369
[-3.25  1.25],[-5.0905776],[410.85091438],135.11775004012208,0.0,135.11775004012208
[ 4.25 -4.25],[0.14034104],[169731.20177552],0.008233047413094743,0.0,0.008233047413094743
[1.75 4.25],[0.6244953],[4649.55333706],6.330686629276155,0.0,6.330686629276155
[2.72184467 3.01991963],[1.1294168],[203.96495056],382.7483573707687,0.0,382.7483573707687
[2.50427961 3.23693609],[0.9968791],[184.37475586],181.95124830138505,0.0,181.95124830138505
[3.01987219 2.72264385],[1.3109713],[293.81408691],798.3026211853476,0.0,798.3026211853476
[2.11207294 2.05955267],[0.23377405],[188.36540222],0.028680679360279758,0.0,0.028680679360279758
[1.85903597 2.36512566],[0.09739643],[188.11659241],0.004901227077120083,0.0,0.004901227077120083
[2.29624581 1.83714163],[0.33303648],[190.29161072],0.11966518416708939,0.0,0.11966518416708939
