x,z,p,acqf,penalty,pacqf
[-1.25 -0.25],[-1.5397625],[5136.14716986],33.72332497730398,0.0,33.72332497730398
[-0.75  1.75],[0.12049466],[187.46779282],0.007025856724711391,0.0,0.007025856724711391
[ 3.75 -3.75],[0.08108497],[138303.80579272],0.006013330247111037,0.0,0.006013330247111037
[ 1.25 -1.75],[-0.5699586],[42112.19488232],0.06367204930037229,0.0,0.06367204930037229
[-0.25  3.25],[1.4619919],[1429.21232207],1393.7182906722383,0.0,1393.7182906722383
[ 2.75 -4.75],[-1.3268687],[175088.70535156],5.086088975215427,0.0,5.086088975215427
[-4.75  4.75],[-1.0486791],[42704.18349292],0.7505770482746995,0.0,0.7505770482746995
[-3.75 -0.75],[-3.784607],[4713.84305615],1186.2993213202183,0.0,1186.2993213202183
[-2.25  0.75],[-1.672676],[187.78542782],109.15511164730833,0.0,109.15511164730833
[-2.75 -1.25],[-3.3329332],[12294.96882223],2252.7452588415194,0.0,2252.7452588415194
[4.75 3.75],[5.6329203],[2208.61301753],8726.735765806261,0.0,8726.735765806261
[0.25 2.75],[1.5284486],[186.15781953],1940.7514332120368,0.0,1940.7514332120368
[-1.75 -3.25],[-3.83754],[63769.09190918],1156.9970011542225,0.0,1156.9970011542225
[2.25 0.25],[1.4755154],[9039.8630274],1494.9408855373847,0.0,1494.9408855373847
[-4.25 -2.75],[-5.444864],[34179.01230805],2240.7491321918583,0.0,2240.7491321918583
[0.75 2.25],[1.5949054],[186.7678124],2610.047990709751,0.0,2610.047990709751
[ 3.25 -2.25],[0.6521486],[72232.36125991],1.7574281995780614,0.0,1.7574281995780614
[-3.25  1.25],[-2.1243496],[410.85091438],1597.469414329214,0.0,1597.469414329214
[ 4.25 -4.25],[0.14754224],[169731.20177552],0.008076384497097747,0.0,0.008076384497097747
[1.75 4.25],[3.6403794],[4649.55333706],7943.469166171836,0.0,7943.469166171836
[2.72184467 3.01991963],[3.6049201],[203.96495056],7966.151632038864,0.0,7966.151632038864
[2.21597767 2.27193069],[2.738325],[189.05505371],10769.575714136176,0.0,10769.575714136176
[2.15005898 2.07127666],[2.559618],[188.35942078],10990.57855011023,0.0,10990.57855011023
